t,visible,lateral,tamano,confianza,vx,wz
4.847,1,0.1836,0.7549,0.899,-0.2168,-0.2500
4.913,1,0.1573,0.7550,0.905,-0.2170,-0.2500
4.983,1,0.1327,0.7549,0.914,-0.2169,-0.2078
5.045,1,0.1158,0.7549,0.914,-0.2168,-0.1707
5.115,1,0.1050,0.7549,0.912,-0.2169,-0.1286
5.182,1,0.0940,0.7552,0.910,-0.2173,-0.0887
5.246,1,0.0816,0.7555,0.910,-0.2177,-0.0501
5.314,1,0.0670,0.7550,0.910,-0.2170,-0.0094
5.378,1,0.0561,0.7550,0.910,-0.2169,0.0000
5.447,1,0.0491,0.7549,0.913,-0.2169,0.0000
5.514,1,0.0462,0.7550,0.913,-0.2170,0.0000
5.578,1,0.0447,0.7549,0.914,-0.2168,0.0000
5.648,1,0.0474,0.7549,0.914,-0.2168,0.0000
5.714,1,0.0521,0.7549,0.912,-0.2168,0.0000
5.779,1,0.0556,0.7551,0.914,-0.2171,0.0000
5.846,1,0.0579,0.7551,0.914,-0.2171,0.0000
5.910,1,0.0590,0.7553,0.912,-0.2174,0.0000
5.961,1,0.0598,0.7555,0.913,-0.2177,0.0000
6.014,1,0.0605,0.7557,0.913,-0.2179,0.0000
6.079,1,0.0611,0.7557,0.913,-0.2180,0.0000
6.147,1,0.0615,0.7557,0.912,-0.2180,0.0000
6.212,1,0.0617,0.7559,0.913,-0.2182,0.0000
6.279,1,0.0619,0.7559,0.912,-0.2182,0.0000
6.346,1,0.0624,0.7559,0.913,-0.2182,0.0000
6.411,1,0.0630,0.7559,0.913,-0.2183,0.0000
6.478,1,0.0637,0.7559,0.913,-0.2183,0.0000
6.542,1,0.0648,0.7559,0.914,-0.2183,0.0000
6.610,1,0.0655,0.7559,0.914,-0.2183,0.0000
6.679,1,0.0656,0.7557,0.914,-0.2179,0.0000
6.741,1,0.0657,0.7555,0.914,-0.2176,0.0000
6.811,1,0.0658,0.7552,0.914,-0.2172,0.0000
6.879,1,0.0661,0.7549,0.914,-0.2169,0.0000
6.943,1,0.0663,0.7547,0.914,-0.2165,0.0000
7.011,1,0.0665,0.7544,0.914,-0.2162,0.0000
7.076,1,0.0667,0.7540,0.914,-0.2156,0.0000
7.144,1,0.0668,0.7537,0.913,-0.2151,0.0000
7.211,1,0.0671,0.7533,0.914,-0.2146,0.0000
7.275,1,0.0674,0.7532,0.914,-0.2144,0.0000
7.344,1,0.0678,0.7527,0.914,-0.2138,0.0000
7.411,1,0.0680,0.7522,0.913,-0.2131,0.0000
7.475,1,0.0681,0.7515,0.913,-0.2122,0.0000
7.544,1,0.0680,0.7501,0.912,-0.2101,0.0000
7.606,1,0.0680,0.7485,0.913,-0.2078,0.0000
7.658,1,0.0680,0.7469,0.913,-0.2057,0.0000
7.711,1,0.0682,0.7452,0.913,-0.2032,0.0000
7.776,1,0.0684,0.7436,0.911,-0.2010,0.0000
7.844,1,0.0685,0.7413,0.911,-0.2000,0.0000
7.906,1,0.0690,0.7384,0.913,-0.2000,0.0000
7.975,1,0.0694,0.7357,0.915,-0.2000,0.0000
8.043,1,0.0702,0.7329,0.917,-0.2000,0.0000
8.108,1,0.0710,0.7306,0.917,-0.2000,0.0000
8.175,1,0.0716,0.7283,0.918,-0.2000,0.0000
8.239,1,0.0721,0.7262,0.918,-0.2000,0.0000
8.306,1,0.0725,0.7245,0.919,-0.2000,0.0000
8.389,1,0.0727,0.7229,0.919,-0.2000,0.0000
8.441,1,0.0730,0.7213,0.918,-0.2000,0.0000
8.507,1,0.0735,0.7198,0.918,-0.2000,0.0000
8.575,1,0.0738,0.7181,0.919,-0.2000,0.0000
8.640,1,0.0741,0.7164,0.919,-0.2000,0.0000
8.707,1,0.0742,0.7143,0.919,-0.2000,0.0000
8.770,1,0.0735,0.7122,0.918,-0.2000,0.0000
8.839,1,0.0728,0.7104,0.916,-0.2000,0.0000
8.906,1,0.0717,0.7082,0.914,-0.2000,0.0000
8.972,1,0.0694,0.7059,0.912,-0.2000,0.0000
9.040,1,0.0670,0.7033,0.910,-0.2000,0.0000
9.107,1,0.0654,0.7004,0.910,-0.2000,0.0000
9.172,1,0.0631,0.6985,0.907,-0.1610,0.0000
9.239,1,0.0615,0.6969,0.908,-0.1207,0.0000
9.304,1,0.0611,0.6957,0.908,-0.0820,0.0000
9.357,1,0.0607,0.6953,0.908,-0.0500,0.0000
9.409,1,0.0603,0.6958,0.907,-0.0187,0.0000
9.463,1,0.0623,0.6975,0.908,0.0000,0.0000
9.524,1,0.0632,0.7010,0.908,-0.0366,0.0000
9.631,1,0.0630,0.7040,0.908,-0.1006,0.0000
9.704,1,0.0611,0.7058,0.910,-0.1446,0.0000
9.757,1,0.0569,0.7051,0.912,-0.1761,0.0000
9.809,1,0.0531,0.7022,0.912,-0.2000,0.0000
9.869,1,0.0512,0.6983,0.908,-0.1640,0.0000
9.936,1,0.0489,0.6935,0.903,-0.1240,0.0000
10.004,1,0.0483,0.6886,0.902,-0.0832,0.0000
10.072,1,0.0485,0.6844,0.903,-0.0422,0.0000
10.139,1,0.0489,0.6814,0.903,-0.0023,0.0000
10.199,1,0.0494,0.6793,0.903,0.0000,0.0000
10.270,1,0.0501,0.6780,0.903,0.0000,0.0000
10.335,1,0.0509,0.6773,0.903,0.0000,0.0000
10.404,1,0.0518,0.6770,0.903,0.0000,0.0000
10.467,1,0.0521,0.6767,0.902,0.0000,0.0000
10.536,1,0.0523,0.6766,0.901,0.0000,0.0000
10.603,1,0.0525,0.6768,0.902,0.0000,0.0000
10.668,1,0.0529,0.6771,0.902,0.0000,0.0000
10.736,1,0.0534,0.6773,0.901,0.0000,0.0000
10.803,1,0.0534,0.6776,0.900,0.0000,0.0000
10.867,1,0.0535,0.6781,0.902,0.0000,0.0000
10.935,1,0.0538,0.6782,0.901,0.0000,0.0000
10.999,1,0.0538,0.6784,0.900,0.0000,0.0000
11.053,1,0.0540,0.6787,0.900,0.0000,0.0000
11.106,1,0.0541,0.6788,0.902,0.0000,0.0000
11.156,1,0.0543,0.6790,0.901,0.0000,0.0000
11.247,1,0.0541,0.6790,0.900,0.0000,0.0000
11.300,1,0.0532,0.6789,0.901,0.0000,0.0000
11.367,1,0.0518,0.6783,0.904,0.0000,0.0000
11.435,1,0.0498,0.6776,0.904,0.0000,0.0000
11.498,1,0.0465,0.6762,0.908,0.0000,0.0000
11.566,1,0.0430,0.6742,0.908,0.0000,0.0000
11.633,1,0.0394,0.6724,0.910,0.0000,0.0000
11.699,1,0.0360,0.6710,0.915,0.0000,0.0000
11.767,1,0.0305,0.6687,0.917,0.0000,0.0000
11.831,1,0.0233,0.6671,0.917,0.0000,0.0000
11.900,1,0.0119,0.6665,0.921,0.0000,0.0000
11.966,1,0.0020,0.6668,0.918,0.0000,0.0000
12.031,1,-0.0107,0.6667,0.919,0.0000,0.0000
12.098,1,-0.0211,0.6684,0.918,0.0000,0.0000
12.163,1,-0.0293,0.6712,0.918,0.0000,0.0000
12.229,1,-0.0360,0.6756,0.916,0.0000,0.0000
12.299,1,-0.0442,0.6789,0.913,0.0000,0.0000
12.363,1,-0.0530,0.6814,0.913,0.0000,0.0000
12.432,1,-0.0642,0.6824,0.916,0.0000,0.0000
12.499,1,-0.0843,0.6823,0.901,0.0000,0.0000
12.564,1,-0.1037,0.6789,0.904,0.0000,0.0000
12.632,1,-0.1239,0.6739,0.911,0.0000,0.0000
12.695,1,-0.1426,0.6676,0.912,0.0000,0.0000
12.748,1,-0.1647,0.6617,0.919,0.0000,0.0321
12.802,1,-0.1859,0.6556,0.923,0.0000,0.0642
12.862,1,-0.2029,0.6507,0.918,0.0000,0.1001
12.932,1,-0.2207,0.6467,0.916,0.0000,0.1421
12.996,1,-0.2351,0.6423,0.911,0.0000,0.1807
13.062,1,-0.2526,0.6400,0.915,0.0000,0.2203
13.132,1,-0.2641,0.6368,0.916,0.0000,0.2622
13.195,1,-0.2745,0.6343,0.914,0.0000,0.2999
13.264,1,-0.2833,0.6330,0.913,0.0000,0.3399
13.328,1,-0.2897,0.6314,0.908,0.0000,0.3476
13.395,1,-0.2951,0.6283,0.903,0.0000,0.3541
13.463,1,-0.2995,0.6250,0.903,0.0000,0.3594
13.526,1,-0.3034,0.6221,0.905,0.0000,0.3641
13.594,1,-0.3079,0.6203,0.903,0.0000,0.3695
13.664,1,-0.3121,0.6174,0.898,0.0000,0.3746
13.726,1,-0.3151,0.6168,0.898,0.0000,0.3781
13.794,1,-0.3179,0.6165,0.898,0.0000,0.3815
13.859,1,-0.3214,0.6171,0.902,0.0000,0.3857
13.927,1,-0.3260,0.6184,0.906,0.0000,0.3912
13.994,1,-0.3304,0.6194,0.910,0.0000,0.3965
14.059,1,-0.3347,0.6193,0.909,0.0000,0.4017
14.127,1,-0.3401,0.6181,0.921,0.0000,0.4081
14.194,1,-0.3433,0.6162,0.917,0.0000,0.4120
14.259,1,-0.3471,0.6141,0.914,0.0000,0.4166
14.328,1,-0.3488,0.6117,0.914,0.0000,0.4186
14.390,1,-0.3481,0.6113,0.912,0.0000,0.4177
14.443,1,-0.3471,0.6127,0.915,0.0000,0.4165
14.495,1,-0.3451,0.6164,0.919,0.0000,0.4141
14.559,1,-0.3426,0.6231,0.922,0.0000,0.4111
14.626,1,-0.3422,0.6301,0.927,0.0000,0.4106
14.691,1,-0.3433,0.6373,0.929,0.0000,0.4119
14.760,1,-0.3485,0.6416,0.926,0.0000,0.4183
14.828,1,-0.3580,0.6425,0.926,0.0000,0.4295
14.892,1,-0.3752,0.6406,0.922,0.0000,0.4502
14.959,1,-0.3928,0.6376,0.917,0.0000,0.4713
15.023,1,-0.4080,0.6341,0.915,0.0000,0.4896
15.092,1,-0.4205,0.6294,0.910,0.0000,0.5046
15.158,1,-0.4305,0.6255,0.906,0.0000,0.5166
15.225,1,-0.4408,0.6207,0.904,0.0000,0.5290
15.291,1,-0.4467,0.6144,0.906,0.0000,0.5360
15.359,1,-0.4507,0.6082,0.901,0.0000,0.5408
15.424,1,-0.4546,0.6027,0.899,0.0000,0.5455
15.492,1,-0.4574,0.5978,0.891,0.0000,0.5488
15.557,1,-0.4599,0.5931,0.889,0.0000,0.5519
15.624,1,-0.4598,0.5912,0.884,0.0000,0.5517
15.692,1,-0.4640,0.5882,0.888,0.0000,0.5568
15.756,1,-0.4684,0.5854,0.889,0.0000,0.5621
15.824,1,-0.4786,0.5825,0.898,0.0000,0.5743
15.892,1,-0.4873,0.5796,0.904,0.0000,0.5847
15.956,1,-0.4959,0.5777,0.907,0.0000,0.5951
16.024,1,-0.5046,0.5768,0.906,0.0000,0.6000
16.088,1,-0.5142,0.5746,0.904,0.0000,0.6000
16.142,1,-0.5211,0.5721,0.907,0.0000,0.6000
16.196,1,-0.5268,0.5687,0.907,0.0000,0.6000
16.256,1,-0.5327,0.5637,0.913,0.0000,0.6000
16.323,1,-0.5377,0.5591,0.912,0.0000,0.6000
16.388,1,-0.5414,0.5550,0.913,0.0000,0.6000
16.455,1,-0.5452,0.5517,0.917,0.0000,0.6000
16.523,1,-0.5472,0.5500,0.915,0.0000,0.6000
16.587,1,-0.5488,0.5485,0.915,0.0000,0.6000
16.655,1,-0.5498,0.5470,0.913,0.0000,0.6000
16.719,1,-0.5504,0.5459,0.913,0.0000,0.6000
16.787,1,-0.5507,0.5454,0.911,0.0000,0.6000
16.855,1,-0.5512,0.5444,0.913,0.0000,0.6000
16.919,1,-0.5516,0.5441,0.914,0.0000,0.6000
16.987,1,-0.5520,0.5449,0.915,0.0000,0.6000
17.056,1,-0.5519,0.5445,0.913,0.0000,0.6000
17.119,1,-0.5514,0.5458,0.913,0.0000,0.6000
17.188,1,-0.5507,0.5470,0.915,0.0000,0.6000
17.250,1,-0.5495,0.5482,0.915,0.0000,0.6000
17.320,1,-0.5480,0.5494,0.917,0.0000,0.6000
17.388,1,-0.5462,0.5506,0.913,0.0000,0.6000
17.450,1,-0.5447,0.5517,0.914,0.0000,0.6000
17.519,1,-0.5433,0.5527,0.913,0.0000,0.6000
17.588,1,-0.5403,0.5527,0.910,0.0000,0.6000
17.651,1,-0.5370,0.5545,0.907,0.0000,0.6000
17.718,1,-0.5334,0.5568,0.908,0.0000,0.6000
17.784,1,-0.5302,0.5586,0.909,0.0000,0.6000
17.836,1,-0.5279,0.5597,0.910,0.0000,0.6000
17.890,1,-0.5256,0.5604,0.910,0.0000,0.6000
17.952,1,-0.5238,0.5617,0.912,0.0000,0.6000
18.019,1,-0.5222,0.5629,0.914,0.0000,0.6000
18.082,1,-0.5208,0.5645,0.915,0.0000,0.6000
18.150,1,-0.5191,0.5661,0.916,0.0000,0.6000
18.219,1,-0.5175,0.5666,0.917,0.0000,0.6000
18.282,1,-0.5158,0.5674,0.915,0.0000,0.6000
18.351,1,-0.5141,0.5689,0.915,0.0000,0.6000
18.414,1,-0.5130,0.5706,0.914,0.0000,0.6000
18.482,1,-0.5117,0.5717,0.915,0.0000,0.6000
18.551,1,-0.5107,0.5724,0.915,0.0000,0.6000
18.614,1,-0.5094,0.5726,0.914,0.0000,0.6000
18.682,1,-0.5086,0.5727,0.915,0.0000,0.6000
18.750,1,-0.5075,0.5729,0.915,0.0000,0.6000
18.816,1,-0.5064,0.5730,0.914,0.0000,0.6000
18.883,1,-0.5057,0.5722,0.912,0.0000,0.6000
18.945,1,-0.5048,0.5715,0.911,0.0000,0.6000
19.015,1,-0.5041,0.5721,0.909,0.0000,0.6000
19.081,1,-0.5035,0.5733,0.906,0.0000,0.6000
19.145,1,-0.5023,0.5747,0.904,0.0000,0.6000
19.214,1,-0.5015,0.5758,0.904,0.0000,0.6000
19.282,1,-0.5006,0.5770,0.905,0.0000,0.6000
19.347,1,-0.4998,0.5780,0.903,0.0000,0.5998
19.414,1,-0.4994,0.5785,0.904,0.0000,0.5992
19.480,1,-0.4986,0.5785,0.903,0.0000,0.5983
19.533,1,-0.4980,0.5786,0.903,0.0000,0.5976
19.586,1,-0.4971,0.5786,0.902,0.0000,0.5965
19.648,1,-0.4962,0.5787,0.901,0.0000,0.5954
19.716,1,-0.4956,0.5787,0.901,0.0000,0.5948
19.779,1,-0.4949,0.5787,0.901,0.0000,0.5939
19.848,1,-0.4944,0.5787,0.902,0.0000,0.5933
19.915,1,-0.4940,0.5787,0.901,0.0000,0.5927
19.979,1,-0.4939,0.5787,0.901,0.0000,0.5926
20.047,1,-0.4944,0.5787,0.902,0.0000,0.5933
20.111,1,-0.4951,0.5787,0.901,0.0000,0.5941
20.179,1,-0.4951,0.5787,0.901,0.0000,0.5941
20.246,1,-0.4948,0.5789,0.901,0.0000,0.5938
20.310,1,-0.4945,0.5788,0.902,0.0000,0.5934
20.378,1,-0.4943,0.5787,0.901,0.0000,0.5931
20.447,1,-0.4942,0.5787,0.902,0.0000,0.5931
20.510,1,-0.4942,0.5787,0.902,0.0000,0.5930
20.578,1,-0.4940,0.5787,0.901,0.0000,0.5928
20.642,1,-0.4934,0.5785,0.900,0.0000,0.5921
20.710,1,-0.4930,0.5782,0.900,0.0000,0.5916
20.778,1,-0.4923,0.5778,0.898,0.0000,0.5907
20.843,1,-0.4914,0.5775,0.897,0.0000,0.5897
20.912,1,-0.4910,0.5772,0.898,0.0000,0.5892
20.978,1,-0.4897,0.5771,0.895,0.0000,0.5877
21.042,1,-0.4871,0.5768,0.900,0.0000,0.5846
21.107,1,-0.4854,0.5764,0.902,0.0000,0.5825
21.175,1,-0.4858,0.5758,0.906,0.0000,0.5829
21.229,1,-0.4858,0.5751,0.905,0.0000,0.5830
21.282,1,-0.4865,0.5742,0.899,0.0000,0.5838
21.343,1,-0.4879,0.5737,0.899,0.0000,0.5855
21.412,1,-0.4892,0.5734,0.903,0.0000,0.5871
21.476,1,-0.4908,0.5733,0.898,0.0000,0.5889
21.544,1,-0.4906,0.5736,0.898,0.0000,0.5887
21.611,1,-0.4893,0.5733,0.907,0.0000,0.5871
21.675,1,-0.4878,0.5731,0.905,0.0000,0.5853
21.743,1,-0.4855,0.5731,0.902,0.0000,0.5826
21.794,1,-0.4831,0.5734,0.899,0.0000,0.5797
21.902,1,-0.4810,0.5737,0.898,0.0000,0.5772
21.986,1,-0.4797,0.5740,0.898,0.0000,0.5756
22.038,1,-0.4786,0.5742,0.898,0.0000,0.5743
22.092,1,-0.4776,0.5742,0.899,0.0000,0.5731
22.144,1,-0.4770,0.5744,0.899,0.0000,0.5724
22.207,1,-0.4764,0.5743,0.898,0.0000,0.5717
22.274,1,-0.4761,0.5743,0.898,0.0000,0.5714
22.338,1,-0.4758,0.5742,0.898,0.0000,0.5709
22.406,1,-0.4756,0.5740,0.898,0.0000,0.5708
22.475,1,-0.4758,0.5738,0.897,0.0000,0.5710
22.539,1,-0.4765,0.5736,0.898,0.0000,0.5719
22.606,1,-0.4777,0.5728,0.902,0.0000,0.5733
22.675,1,-0.4785,0.5725,0.902,0.0000,0.5742
22.739,1,-0.4782,0.5731,0.895,0.0000,0.5739
22.805,1,-0.4777,0.5733,0.892,0.0000,0.5732
22.870,1,-0.4788,0.5733,0.894,0.0000,0.5745
22.921,1,-0.4802,0.5733,0.893,0.0000,0.5763
22.974,1,-0.4834,0.5723,0.900,0.0000,0.5801
23.039,1,-0.4861,0.5716,0.894,0.0000,0.5834
23.108,1,-0.4890,0.5713,0.894,0.0000,0.5868
23.172,1,-0.4924,0.5720,0.897,0.0000,0.5909
23.238,1,-0.4948,0.5719,0.900,0.0000,0.5938
23.306,1,-0.4961,0.5723,0.896,0.0000,0.5953
23.371,1,-0.4963,0.5725,0.896,0.0000,0.5955
23.438,1,-0.4965,0.5725,0.899,0.0000,0.5958
23.504,1,-0.4960,0.5724,0.900,0.0000,0.5952
23.571,1,-0.4949,0.5723,0.899,0.0000,0.5939
23.639,1,-0.4933,0.5725,0.899,0.0000,0.5920
23.703,1,-0.4921,0.5728,0.900,0.0000,0.5905
23.771,1,-0.4899,0.5728,0.899,0.0000,0.5878
23.837,1,-0.4869,0.5720,0.893,0.0000,0.5843
23.902,1,-0.4854,0.5719,0.888,0.0000,0.5824
23.969,1,-0.4835,0.5715,0.889,0.0000,0.5803
24.034,1,-0.4830,0.5711,0.889,0.0000,0.5796
24.101,1,-0.4826,0.5712,0.888,0.0000,0.5791
24.171,1,-0.4819,0.5711,0.890,0.0000,0.5783
24.234,1,-0.4825,0.5717,0.882,0.0000,0.5790
24.302,1,-0.4832,0.5720,0.883,0.0000,0.5799
24.371,1,-0.4817,0.5718,0.894,0.0000,0.5780
24.436,1,-0.4790,0.5725,0.897,0.0000,0.5748
24.504,1,-0.4769,0.5729,0.891,0.0000,0.5722
24.566,1,-0.4758,0.5733,0.902,0.0000,0.5709
24.619,1,-0.4747,0.5729,0.900,0.0000,0.5696
24.672,1,-0.4742,0.5729,0.898,0.0000,0.5690
24.735,1,-0.4720,0.5733,0.892,0.0000,0.5664
24.804,1,-0.4728,0.5731,0.896,0.0000,0.5673
24.867,1,-0.4729,0.5731,0.895,0.0000,0.5675
24.934,1,-0.4721,0.5734,0.895,0.0000,0.5665
25.003,1,-0.4700,0.5738,0.893,0.0000,0.5640
25.069,1,-0.4679,0.5752,0.892,0.0000,0.5615
25.136,1,-0.4645,0.5771,0.892,0.0000,0.5574
25.199,1,-0.4610,0.5787,0.894,0.0000,0.5532
25.266,1,-0.4559,0.5799,0.901,0.0000,0.5471
25.333,1,-0.4514,0.5809,0.905,0.0000,0.5417
25.399,1,-0.4438,0.5814,0.904,0.0000,0.5326
25.468,1,-0.4416,0.5815,0.902,0.0000,0.5300
25.535,1,-0.4358,0.5817,0.899,0.0000,0.5229
25.598,1,-0.4286,0.5823,0.903,0.0000,0.5143
25.665,1,-0.4222,0.5830,0.912,0.0000,0.5066
25.731,1,-0.4178,0.5833,0.910,0.0000,0.5014
25.783,1,-0.4145,0.5836,0.912,0.0000,0.4974
25.836,1,-0.4117,0.5833,0.910,0.0000,0.4940
25.899,1,-0.4099,0.5834,0.909,0.0000,0.4919
25.966,1,-0.4133,0.5833,0.899,0.0000,0.4960
26.032,1,-0.4203,0.5836,0.897,0.0000,0.5044
26.098,1,-0.4368,0.5834,0.906,0.0000,0.5242
26.166,1,-0.4282,0.5833,0.913,0.0000,0.5139
26.218,1,-0.4349,0.5826,0.900,0.0000,0.5219
26.303,1,-0.4410,0.5822,0.903,0.0000,0.5292
26.372,1,-0.4450,0.5821,0.904,0.0000,0.5339
26.421,1,-0.4470,0.5823,0.905,0.0000,0.5364
26.526,1,-0.4485,0.5833,0.904,0.0000,0.5381
26.601,1,-0.4471,0.5852,0.903,0.0000,0.5366
26.654,1,-0.4471,0.5860,0.905,0.0000,0.5365
26.706,1,-0.4449,0.5862,0.909,0.0000,0.5339
26.762,1,-0.4394,0.5881,0.916,0.0000,0.5273
26.830,1,-0.4341,0.5904,0.915,0.0000,0.5209
26.895,1,-0.4185,0.5937,0.912,0.0000,0.5022
26.963,1,-0.4066,0.6000,0.903,0.0000,0.4879
27.033,1,-0.3877,0.6058,0.898,0.0000,0.4652
27.096,1,-0.3616,0.6119,0.911,0.0000,0.4339
27.162,1,-0.3395,0.6142,0.914,0.0000,0.4074
27.231,1,-0.3160,0.6152,0.909,0.0000,0.3792
27.296,1,-0.2913,0.6132,0.911,0.0000,0.3496
27.364,1,-0.2672,0.6081,0.909,0.0000,0.3207
27.427,1,-0.2382,0.6024,0.910,0.0000,0.2859
27.479,1,-0.2136,0.5959,0.900,0.0000,0.2563
27.532,1,-0.1861,0.5877,0.903,0.0000,0.2500
27.595,1,-0.1544,0.5774,0.916,0.0000,0.2500
27.663,1,-0.1323,0.5675,0.915,0.0000,0.2091
27.726,1,-0.1098,0.5598,0.900,0.0000,0.1714
27.794,1,-0.0847,0.5495,0.898,0.0000,0.1306
27.862,1,-0.0544,0.5416,0.903,0.0000,0.0898
27.927,1,-0.0307,0.5340,0.906,0.0000,0.0512
27.994,1,-0.0115,0.5278,0.909,0.0000,0.0106
28.058,1,0.0017,0.5224,0.902,0.0000,0.0000
28.127,1,0.0119,0.5183,0.894,0.0000,0.0000
28.195,1,0.0163,0.5149,0.877,0.0000,0.0000
28.258,1,0.0130,0.5118,0.858,0.0000,0.0000
28.326,1,0.0109,0.5091,0.881,0.0000,0.0000
28.394,1,0.0011,0.5075,0.888,0.0000,0.0000
28.458,1,-0.0078,0.5064,0.890,0.0000,0.0000
28.526,1,-0.0151,0.5049,0.887,0.0000,0.0000
28.591,1,-0.0200,0.5034,0.879,0.0000,0.0000
28.659,1,-0.0194,0.5000,0.883,0.0404,0.0000
28.726,1,-0.0146,0.4947,0.870,0.0812,0.0000
28.791,1,-0.0100,0.4880,0.879,0.1197,0.0000
28.859,1,-0.0051,0.4828,0.893,0.1609,0.0000
28.927,1,0.0014,0.4788,0.904,0.2000,0.0000
28.991,1,0.0067,0.4763,0.909,0.2000,0.0000
29.060,1,0.0112,0.4727,0.915,0.2000,0.0000
29.123,1,0.0150,0.4695,0.917,0.2000,0.0000
29.176,1,0.0174,0.4674,0.918,0.2000,0.0000
29.228,1,0.0183,0.4650,0.919,0.2000,0.0000
29.291,1,0.0183,0.4627,0.920,0.2000,0.0000
29.358,1,0.0183,0.4607,0.920,0.2000,0.0000
29.424,1,0.0184,0.4591,0.920,0.2000,0.0000
29.489,1,0.0185,0.4575,0.922,0.2000,0.0000
29.557,1,0.0187,0.4564,0.922,0.2010,0.0000
29.622,1,0.0191,0.4553,0.922,0.2026,0.0000
29.690,1,0.0193,0.4541,0.923,0.2043,0.0000
29.754,1,0.0195,0.4527,0.921,0.2062,0.0000
29.822,1,0.0198,0.4517,0.920,0.2076,0.0000
29.891,1,0.0203,0.4509,0.921,0.2088,0.0000
29.955,1,0.0206,0.4505,0.922,0.2093,0.0000
30.024,1,0.0211,0.4503,0.921,0.2095,0.0000
30.091,1,0.0210,0.4501,0.922,0.2099,0.0000
30.156,1,0.0211,0.4496,0.922,0.2105,0.0000
30.223,1,0.0211,0.4496,0.922,0.2105,0.0000
30.287,1,0.0213,0.4495,0.922,0.2107,0.0000
30.355,1,0.0213,0.4494,0.921,0.2108,0.0000
30.423,1,0.0214,0.4492,0.921,0.2111,0.0000
30.488,1,0.0213,0.4490,0.920,0.2114,0.0000
30.555,1,0.0212,0.4489,0.920,0.2115,0.0000
30.622,1,0.0210,0.4488,0.920,0.2117,0.0000
30.686,1,0.0210,0.4487,0.921,0.2119,0.0000
30.756,1,0.0210,0.4487,0.922,0.2118,0.0000
30.819,1,0.0210,0.4485,0.924,0.2121,0.0000
30.871,1,0.0209,0.4484,0.923,0.2122,0.0000
30.924,1,0.0209,0.4483,0.923,0.2124,0.0000
30.987,1,0.0209,0.4482,0.924,0.2125,0.0000
31.055,1,0.0209,0.4482,0.924,0.2125,0.0000
31.119,1,0.0207,0.4480,0.923,0.2127,0.0000
31.187,1,0.0205,0.4479,0.922,0.2130,0.0000
