rollout,segment,t,vx_cmd,vy_cmd,wz_cmd,vx_med,wz_med,tilt_rad,height,power_W,tau_max
1,0,0.004,0.0,0.0,0.0,-0.0006,-0.0000,0.0764,0.2291,0.13,8.51
1,0,0.025,0.0,0.0,0.0,0.0099,-0.0137,0.0725,0.2289,68.74,20.54
1,0,0.046,0.0,0.0,0.0,0.0347,-0.0441,0.0599,0.2292,111.22,17.68
1,0,0.066,0.0,0.0,0.0,0.0879,-0.0926,0.0384,0.2311,122.66,15.14
1,0,0.083,0.0,0.0,0.0,0.0431,-0.1064,0.0288,0.2322,104.90,14.53
1,0,0.102,0.0,0.0,0.0,0.1222,-0.1044,0.0185,0.2344,59.66,9.98
1,0,0.122,0.0,0.0,0.0,0.1407,-0.0438,0.0117,0.2370,40.07,10.77
1,0,0.144,0.0,0.0,0.0,0.1859,-0.0201,0.0112,0.2389,38.48,10.78
1,0,0.165,0.0,0.0,0.0,0.1676,0.0077,0.0162,0.2429,35.69,9.72
1,0,0.187,0.0,0.0,0.0,0.1758,0.0104,0.0204,0.2445,27.48,9.14
1,0,0.202,0.0,0.0,0.0,0.3744,0.0015,0.0248,0.2462,24.78,8.93
1,0,0.223,0.0,0.0,0.0,0.2256,0.0031,0.0271,0.2475,21.67,8.42
1,0,0.250,0.0,0.0,0.0,0.2247,0.0068,0.0291,0.2486,18.82,8.30
1,0,0.265,0.0,0.0,0.0,0.4050,0.0094,0.0311,0.2496,16.84,8.17
1,0,0.282,0.0,0.0,0.0,0.2087,0.0096,0.0341,0.2506,14.87,7.98
1,0,0.305,0.0,0.0,0.0,0.3221,0.0141,0.0364,0.2513,13.98,7.76
1,0,0.323,0.0,0.0,0.0,0.2519,0.0209,0.0384,0.2519,13.97,7.52
1,0,0.349,0.0,0.0,0.0,0.2344,0.0232,0.0402,0.2525,14.26,7.35
1,0,0.369,0.0,0.0,0.0,0.1461,0.0310,0.0418,0.2534,29.59,7.16
1,0,0.384,0.0,0.0,0.0,0.1796,0.0174,0.0427,0.2539,15.43,6.93
1,0,0.403,0.0,0.0,0.0,0.2598,-0.0052,0.0434,0.2540,14.33,7.73
1,0,0.422,0.0,0.0,0.0,0.1844,0.0244,0.0442,0.2549,14.07,7.70
1,0,0.445,0.0,0.0,0.0,0.2086,0.0541,0.0451,0.2557,22.83,7.65
1,0,0.464,0.0,0.0,0.0,0.1462,0.0473,0.0456,0.2564,13.98,7.95
1,0,0.487,0.0,0.0,0.0,0.1488,0.0424,0.0460,0.2566,12.12,8.04
1,0,0.502,0.0,0.0,0.0,0.0972,0.0500,0.0465,0.2573,11.96,7.62
1,0,0.522,0.0,0.0,0.0,0.1403,0.0534,0.0466,0.2581,12.66,7.37
1,0,0.541,0.0,0.0,0.0,0.0679,0.0403,0.0464,0.2584,13.02,7.45
1,0,0.565,0.0,0.0,0.0,0.1107,0.0307,0.0459,0.2589,7.78,7.49
1,0,0.585,0.0,0.0,0.0,0.0472,0.0372,0.0456,0.2593,6.25,7.30
1,0,0.602,0.0,0.0,0.0,0.0210,0.0373,0.0452,0.2596,5.26,7.04
1,0,0.622,0.0,0.0,0.0,0.0218,0.0251,0.0443,0.2599,4.66,6.89
1,0,0.644,0.0,0.0,0.0,-0.0001,0.0118,0.0431,0.2602,3.01,6.89
1,0,0.665,0.0,0.0,0.0,-0.0090,0.0083,0.0425,0.2603,2.53,6.80
1,0,0.682,0.0,0.0,0.0,-0.0184,0.0128,0.0413,0.2605,2.26,6.62
1,0,0.702,0.0,0.0,0.0,-0.0305,0.0148,0.0404,0.2606,2.26,6.45
1,0,0.723,0.0,0.0,0.0,-0.0167,0.0170,0.0396,0.2606,2.20,6.31
1,0,0.745,0.0,0.0,0.0,-0.0365,0.0176,0.0387,0.2608,1.90,6.21
1,0,0.766,0.0,0.0,0.0,-0.0323,0.0176,0.0382,0.2608,1.76,6.17
1,0,0.785,0.0,0.0,0.0,-0.0428,0.0173,0.0378,0.2609,1.69,6.18
1,0,0.802,0.0,0.0,0.0,-0.0390,0.0162,0.0373,0.2609,1.61,6.29
1,0,0.823,0.0,0.0,0.0,-0.0451,0.0146,0.0369,0.2609,1.49,6.31
1,0,0.845,0.0,0.0,0.0,-0.0312,0.0124,0.0365,0.2610,1.37,6.33
1,0,0.868,0.0,0.0,0.0,-0.0401,0.0110,0.0362,0.2610,1.30,6.34
1,0,0.883,0.0,0.0,0.0,-0.0323,0.0099,0.0360,0.2610,1.21,6.35
1,0,0.903,0.0,0.0,0.0,-0.0278,0.0088,0.0357,0.2610,1.09,6.35
1,0,0.923,0.0,0.0,0.0,-0.0338,0.0076,0.0356,0.2610,0.98,6.36
1,0,0.945,0.0,0.0,0.0,-0.0383,0.0067,0.0354,0.2610,0.87,6.37
1,0,0.968,0.0,0.0,0.0,-0.0297,0.0053,0.0352,0.2610,0.77,6.38
1,0,0.981,0.0,0.0,0.0,-0.0276,0.0048,0.0351,0.2610,0.71,6.38
1,0,1.002,0.0,0.0,0.0,-0.0266,0.0041,0.0350,0.2610,0.60,6.39
