v_cmd,t,P_mecanica_W,P_electrica_W,voltaje_V,corriente_A,inclinacion_rad,altura_m
0.50,8.721,14.39,0.00,0.00,0.000,0.0105,0.2784
0.50,8.741,32.40,0.00,0.00,0.000,0.0074,0.2759
0.50,8.761,50.19,0.00,0.00,0.000,0.0052,0.2726
0.50,8.780,16.55,0.00,0.00,0.000,0.0057,0.2668
0.50,8.801,9.84,0.00,0.00,0.000,0.0068,0.2618
0.50,8.821,7.74,0.00,0.00,0.000,0.0071,0.2585
0.50,8.840,7.61,0.00,0.00,0.000,0.0068,0.2556
0.50,8.860,10.06,0.00,0.00,0.000,0.0068,0.2541
0.50,8.881,9.62,0.00,0.00,0.000,0.0069,0.2534
0.50,8.901,11.33,0.00,0.00,0.000,0.0073,0.2536
0.50,8.920,14.91,0.00,0.00,0.000,0.0071,0.2555
0.50,8.941,15.21,0.00,0.00,0.000,0.0067,0.2574
0.50,8.960,25.34,0.00,0.00,0.000,0.0058,0.2607
0.50,8.981,20.64,0.00,0.00,0.000,0.0055,0.2676
0.50,9.001,19.59,0.00,0.00,0.000,0.0068,0.2741
0.50,9.021,19.17,0.00,0.00,0.000,0.0065,0.2786
0.50,9.040,22.74,0.00,0.00,0.000,0.0058,0.2786
0.50,9.061,45.81,0.00,0.00,0.000,0.0127,0.2726
0.50,9.080,29.73,0.00,0.00,0.000,0.0162,0.2675
0.50,9.103,9.02,0.00,0.00,0.000,0.0172,0.2641
0.50,9.121,10.11,0.00,0.00,0.000,0.0170,0.2601
0.50,9.141,9.77,0.00,0.00,0.000,0.0157,0.2570
0.50,9.161,8.93,0.00,0.00,0.000,0.0147,0.2555
0.50,9.181,10.02,0.00,0.00,0.000,0.0137,0.2543
0.50,9.201,11.18,0.00,0.00,0.000,0.0133,0.2541
0.50,9.221,12.15,0.00,0.00,0.000,0.0136,0.2545
0.50,9.241,16.70,0.00,0.00,0.000,0.0140,0.2567
0.50,9.261,21.04,0.00,0.00,0.000,0.0142,0.2611
0.50,9.282,35.84,0.00,0.00,0.000,0.0145,0.2661
0.50,9.301,30.52,0.00,0.00,0.000,0.0155,0.2739
0.50,9.321,15.91,0.00,0.00,0.000,0.0157,0.2781
0.50,9.341,34.66,0.00,0.00,0.000,0.0127,0.2766
0.50,9.363,63.56,0.00,0.00,0.000,0.0074,0.2735
0.50,9.381,36.16,0.00,0.00,0.000,0.0078,0.2665
0.50,9.401,32.03,0.00,0.00,0.000,0.0091,0.2623
0.50,9.421,13.92,0.00,0.00,0.000,0.0095,0.2571
0.50,9.442,12.09,0.00,0.00,0.000,0.0092,0.2555
0.50,9.461,9.95,0.00,0.00,0.000,0.0088,0.2535
0.50,9.481,10.87,0.00,0.00,0.000,0.0087,0.2534
0.50,9.501,11.67,0.00,0.00,0.000,0.0085,0.2538
0.50,9.521,13.99,0.00,0.00,0.000,0.0082,0.2546
0.50,9.541,19.53,0.00,0.00,0.000,0.0072,0.2585
0.50,9.561,21.46,0.00,0.00,0.000,0.0065,0.2616
0.50,9.586,36.39,0.00,0.00,0.000,0.0065,0.2659
0.50,9.601,19.67,0.00,0.00,0.000,0.0078,0.2746
0.50,9.621,14.93,0.00,0.00,0.000,0.0069,0.2788
0.50,9.642,38.67,0.00,0.00,0.000,0.0081,0.2768
0.50,9.661,46.03,0.00,0.00,0.000,0.0125,0.2725
0.50,9.681,15.73,0.00,0.00,0.000,0.0144,0.2673
0.50,9.701,9.54,0.00,0.00,0.000,0.0144,0.2629
0.50,9.722,7.68,0.00,0.00,0.000,0.0133,0.2591
0.50,9.742,7.41,0.00,0.00,0.000,0.0119,0.2570
0.50,9.761,8.24,0.00,0.00,0.000,0.0101,0.2550
0.50,9.781,9.94,0.00,0.00,0.000,0.0093,0.2540
0.50,9.801,11.10,0.00,0.00,0.000,0.0096,0.2537
0.50,9.821,15.08,0.00,0.00,0.000,0.0105,0.2542
0.50,9.843,16.28,0.00,0.00,0.000,0.0107,0.2552
0.50,9.862,22.39,0.00,0.00,0.000,0.0103,0.2600
0.50,9.881,38.48,0.00,0.00,0.000,0.0099,0.2644
0.50,9.901,25.32,0.00,0.00,0.000,0.0099,0.2725
0.50,9.921,25.67,0.00,0.00,0.000,0.0098,0.2777
0.50,9.941,30.41,0.00,0.00,0.000,0.0078,0.2768
0.50,9.961,63.00,0.00,0.00,0.000,0.0063,0.2743
0.50,9.981,32.25,0.00,0.00,0.000,0.0092,0.2660
0.50,10.004,19.31,0.00,0.00,0.000,0.0103,0.2630
0.50,10.021,9.53,0.00,0.00,0.000,0.0104,0.2578
0.50,10.040,9.94,0.00,0.00,0.000,0.0101,0.2555
0.50,10.062,8.92,0.00,0.00,0.000,0.0098,0.2538
0.50,10.082,8.72,0.00,0.00,0.000,0.0098,0.2535
0.50,10.103,11.84,0.00,0.00,0.000,0.0097,0.2542
0.50,10.121,12.11,0.00,0.00,0.000,0.0095,0.2551
0.50,10.140,13.18,0.00,0.00,0.000,0.0090,0.2577
0.50,10.165,28.86,0.00,0.00,0.000,0.0079,0.2629
0.50,10.181,40.51,0.00,0.00,0.000,0.0073,0.2661
0.50,10.200,31.54,0.00,0.00,0.000,0.0067,0.2742
0.50,10.220,13.55,0.00,0.00,0.000,0.0055,0.2785
0.50,10.242,30.08,0.00,0.00,0.000,0.0054,0.2779
0.50,10.261,33.32,0.00,0.00,0.000,0.0099,0.2731
0.50,10.281,24.91,0.00,0.00,0.000,0.0133,0.2680
0.50,10.302,14.22,0.00,0.00,0.000,0.0147,0.2628
0.50,10.321,13.12,0.00,0.00,0.000,0.0144,0.2598
0.50,10.341,9.87,0.00,0.00,0.000,0.0136,0.2573
0.50,10.361,9.79,0.00,0.00,0.000,0.0124,0.2552
0.50,10.381,10.70,0.00,0.00,0.000,0.0122,0.2544
0.50,10.401,10.52,0.00,0.00,0.000,0.0124,0.2542
0.50,10.421,12.16,0.00,0.00,0.000,0.0133,0.2550
0.50,10.440,17.82,0.00,0.00,0.000,0.0143,0.2572
0.50,10.460,21.46,0.00,0.00,0.000,0.0151,0.2617
0.50,10.481,39.17,0.00,0.00,0.000,0.0160,0.2680
0.50,10.500,20.06,0.00,0.00,0.000,0.0174,0.2736
0.50,10.521,15.72,0.00,0.00,0.000,0.0179,0.2780
0.50,10.541,30.72,0.00,0.00,0.000,0.0136,0.2772
0.50,10.563,45.50,0.00,0.00,0.000,0.0107,0.2732
0.50,10.581,21.28,0.00,0.00,0.000,0.0120,0.2678
0.50,10.601,15.95,0.00,0.00,0.000,0.0126,0.2623
0.50,10.621,8.77,0.00,0.00,0.000,0.0125,0.2594
0.50,10.641,8.76,0.00,0.00,0.000,0.0119,0.2563
0.50,10.661,9.88,0.00,0.00,0.000,0.0115,0.2549
0.50,10.681,9.96,0.00,0.00,0.000,0.0109,0.2543
0.50,10.701,10.21,0.00,0.00,0.000,0.0104,0.2546
0.50,10.721,11.74,0.00,0.00,0.000,0.0096,0.2558
0.50,10.741,12.90,0.00,0.00,0.000,0.0087,0.2582
0.50,10.761,34.39,0.00,0.00,0.000,0.0078,0.2637
0.50,10.781,39.47,0.00,0.00,0.000,0.0076,0.2667
0.50,10.801,34.99,0.00,0.00,0.000,0.0073,0.2747
0.50,10.821,11.06,0.00,0.00,0.000,0.0061,0.2788
0.50,10.841,26.83,0.00,0.00,0.000,0.0070,0.2776
0.50,10.861,39.74,0.00,0.00,0.000,0.0108,0.2719
0.50,10.881,22.72,0.00,0.00,0.000,0.0129,0.2671
0.50,10.901,12.09,0.00,0.00,0.000,0.0134,0.2625
0.50,10.920,8.04,0.00,0.00,0.000,0.0124,0.2592
0.50,10.941,7.32,0.00,0.00,0.000,0.0114,0.2570
0.50,10.961,9.54,0.00,0.00,0.000,0.0099,0.2549
0.50,10.980,10.22,0.00,0.00,0.000,0.0097,0.2541
0.50,11.001,11.40,0.00,0.00,0.000,0.0101,0.2541
0.50,11.020,15.13,0.00,0.00,0.000,0.0108,0.2547
0.50,11.041,20.44,0.00,0.00,0.000,0.0113,0.2572
0.50,11.061,18.21,0.00,0.00,0.000,0.0113,0.2620
0.50,11.085,34.31,0.00,0.00,0.000,0.0113,0.2661
0.50,11.102,37.20,0.00,0.00,0.000,0.0118,0.2716
0.50,11.121,20.22,0.00,0.00,0.000,0.0125,0.2780
0.50,11.141,43.91,0.00,0.00,0.000,0.0109,0.2769
0.50,11.161,51.30,0.00,0.00,0.000,0.0085,0.2724
0.50,11.181,37.39,0.00,0.00,0.000,0.0084,0.2685
0.50,11.200,26.41,0.00,0.00,0.000,0.0087,0.2624
0.50,11.220,11.50,0.00,0.00,0.000,0.0090,0.2590
0.50,11.241,9.52,0.00,0.00,0.000,0.0087,0.2558
0.50,11.264,7.44,0.00,0.00,0.000,0.0086,0.2550
0.50,11.281,8.49,0.00,0.00,0.000,0.0083,0.2541
0.50,11.300,10.06,0.00,0.00,0.000,0.0081,0.2543
0.50,11.321,11.92,0.00,0.00,0.000,0.0077,0.2554
0.50,11.340,13.72,0.00,0.00,0.000,0.0075,0.2567
0.50,11.360,17.48,0.00,0.00,0.000,0.0069,0.2612
0.50,11.381,28.96,0.00,0.00,0.000,0.0069,0.2671
0.50,11.401,47.88,0.00,0.00,0.000,0.0077,0.2754
0.50,11.421,15.03,0.00,0.00,0.000,0.0082,0.2785
0.50,11.442,22.99,0.00,0.00,0.000,0.0082,0.2779
0.50,11.461,39.52,0.00,0.00,0.000,0.0126,0.2734
0.50,11.481,26.58,0.00,0.00,0.000,0.0153,0.2686
0.50,11.501,17.92,0.00,0.00,0.000,0.0164,0.2654
0.50,11.521,13.12,0.00,0.00,0.000,0.0160,0.2596
0.50,11.541,11.90,0.00,0.00,0.000,0.0147,0.2573
0.50,11.560,9.15,0.00,0.00,0.000,0.0135,0.2551
0.50,11.580,10.41,0.00,0.00,0.000,0.0129,0.2542
0.50,11.600,10.35,0.00,0.00,0.000,0.0131,0.2540
0.50,11.621,12.10,0.00,0.00,0.000,0.0141,0.2546
0.50,11.641,21.82,0.00,0.00,0.000,0.0148,0.2578
0.50,11.661,26.32,0.00,0.00,0.000,0.0150,0.2628
0.50,11.684,21.88,0.00,0.00,0.000,0.0155,0.2675
0.50,11.701,25.54,0.00,0.00,0.000,0.0164,0.2724
0.50,11.720,13.50,0.00,0.00,0.000,0.0171,0.2780
0.50,11.741,30.53,0.00,0.00,0.000,0.0165,0.2779
0.50,11.762,72.76,0.00,0.00,0.000,0.0131,0.2749
0.50,11.781,22.27,0.00,0.00,0.000,0.0128,0.2679
0.50,11.801,26.51,0.00,0.00,0.000,0.0132,0.2621
0.50,11.824,11.68,0.00,0.00,0.000,0.0130,0.2584
0.50,11.841,10.45,0.00,0.00,0.000,0.0123,0.2558
0.50,11.861,9.30,0.00,0.00,0.000,0.0118,0.2543
0.50,11.881,10.02,0.00,0.00,0.000,0.0112,0.2536
0.50,11.903,11.32,0.00,0.00,0.000,0.0104,0.2540
0.50,11.921,12.74,0.00,0.00,0.000,0.0096,0.2553
0.50,11.941,19.84,0.00,0.00,0.000,0.0088,0.2587
0.50,11.962,26.19,0.00,0.00,0.000,0.0082,0.2605
0.50,11.981,41.12,0.00,0.00,0.000,0.0082,0.2668
0.60,3.003,30.54,0.00,0.00,0.000,0.0113,0.2708
0.60,3.022,24.51,0.00,0.00,0.000,0.0124,0.2777
0.60,3.041,20.08,0.00,0.00,0.000,0.0114,0.2804
0.60,3.061,88.40,0.00,0.00,0.000,0.0114,0.2776
0.60,3.082,42.71,0.00,0.00,0.000,0.0128,0.2724
0.60,3.101,46.45,0.00,0.00,0.000,0.0150,0.2674
0.60,3.121,14.36,0.00,0.00,0.000,0.0161,0.2615
0.60,3.141,10.97,0.00,0.00,0.000,0.0144,0.2568
0.60,3.162,14.03,0.00,0.00,0.000,0.0122,0.2530
0.60,3.181,14.10,0.00,0.00,0.000,0.0104,0.2512
0.60,3.201,14.54,0.00,0.00,0.000,0.0102,0.2506
0.60,3.221,18.76,0.00,0.00,0.000,0.0112,0.2508
0.60,3.249,29.33,0.00,0.00,0.000,0.0125,0.2529
0.60,3.261,34.47,0.00,0.00,0.000,0.0130,0.2567
0.60,3.281,25.87,0.00,0.00,0.000,0.0139,0.2659
0.60,3.301,35.51,0.00,0.00,0.000,0.0151,0.2716
0.60,3.323,27.28,0.00,0.00,0.000,0.0174,0.2780
0.60,3.342,27.33,0.00,0.00,0.000,0.0172,0.2797
0.60,3.361,47.86,0.00,0.00,0.000,0.0101,0.2769
0.60,3.381,37.09,0.00,0.00,0.000,0.0091,0.2702
0.60,3.401,35.21,0.00,0.00,0.000,0.0115,0.2651
0.60,3.426,25.21,0.00,0.00,0.000,0.0122,0.2591
0.60,3.441,12.64,0.00,0.00,0.000,0.0114,0.2563
0.60,3.461,11.65,0.00,0.00,0.000,0.0105,0.2540
0.60,3.482,13.04,0.00,0.00,0.000,0.0094,0.2526
0.60,3.501,13.97,0.00,0.00,0.000,0.0090,0.2524
0.60,3.524,15.83,0.00,0.00,0.000,0.0086,0.2537
0.60,3.544,15.83,0.00,0.00,0.000,0.0086,0.2537
0.60,3.561,33.99,0.00,0.00,0.000,0.0080,0.2576
0.60,3.581,25.28,0.00,0.00,0.000,0.0087,0.2653
0.60,3.601,29.41,0.00,0.00,0.000,0.0114,0.2728
0.60,3.621,18.30,0.00,0.00,0.000,0.0109,0.2793
0.60,3.641,21.38,0.00,0.00,0.000,0.0098,0.2806
0.60,3.661,93.57,0.00,0.00,0.000,0.0111,0.2783
0.60,3.681,40.60,0.00,0.00,0.000,0.0159,0.2719
0.60,3.707,17.31,0.00,0.00,0.000,0.0191,0.2651
0.60,3.721,13.09,0.00,0.00,0.000,0.0187,0.2614
0.60,3.741,13.66,0.00,0.00,0.000,0.0164,0.2567
0.60,3.761,13.14,0.00,0.00,0.000,0.0141,0.2538
0.60,3.785,13.49,0.00,0.00,0.000,0.0130,0.2522
0.60,3.801,14.29,0.00,0.00,0.000,0.0131,0.2517
0.60,3.821,19.42,0.00,0.00,0.000,0.0134,0.2521
0.60,3.842,26.42,0.00,0.00,0.000,0.0141,0.2541
0.60,3.861,37.29,0.00,0.00,0.000,0.0146,0.2585
0.60,3.883,44.65,0.00,0.00,0.000,0.0152,0.2649
0.60,3.901,31.38,0.00,0.00,0.000,0.0169,0.2725
0.60,3.921,29.25,0.00,0.00,0.000,0.0186,0.2775
0.60,3.941,45.37,0.00,0.00,0.000,0.0147,0.2787
0.60,3.961,93.18,0.00,0.00,0.000,0.0120,0.2764
0.60,3.981,51.76,0.00,0.00,0.000,0.0123,0.2706
0.60,4.001,21.97,0.00,0.00,0.000,0.0134,0.2656
0.60,4.022,21.49,0.00,0.00,0.000,0.0134,0.2591
0.60,4.042,13.34,0.00,0.00,0.000,0.0125,0.2553
0.60,4.061,12.18,0.00,0.00,0.000,0.0119,0.2531
0.60,4.081,12.75,0.00,0.00,0.000,0.0112,0.2523
0.60,4.101,14.28,0.00,0.00,0.000,0.0104,0.2522
0.60,4.121,16.27,0.00,0.00,0.000,0.0101,0.2529
0.60,4.141,25.97,0.00,0.00,0.000,0.0092,0.2561
0.60,4.161,35.81,0.00,0.00,0.000,0.0084,0.2590
0.60,4.182,49.92,0.00,0.00,0.000,0.0088,0.2654
0.60,4.201,29.63,0.00,0.00,0.000,0.0104,0.2733
0.60,4.221,18.23,0.00,0.00,0.000,0.0094,0.2795
0.60,4.241,32.17,0.00,0.00,0.000,0.0083,0.2800
0.60,4.267,73.31,0.00,0.00,0.000,0.0129,0.2760
0.60,4.281,38.33,0.00,0.00,0.000,0.0154,0.2707
0.60,4.301,27.23,0.00,0.00,0.000,0.0156,0.2651
0.60,4.321,13.63,0.00,0.00,0.000,0.0142,0.2595
0.60,4.341,17.08,0.00,0.00,0.000,0.0128,0.2567
0.60,4.361,15.38,0.00,0.00,0.000,0.0108,0.2527
0.60,4.381,13.06,0.00,0.00,0.000,0.0091,0.2513
0.60,4.403,15.50,0.00,0.00,0.000,0.0089,0.2506
0.60,4.421,20.93,0.00,0.00,0.000,0.0104,0.2511
0.60,4.441,31.03,0.00,0.00,0.000,0.0124,0.2532
0.60,4.463,39.81,0.00,0.00,0.000,0.0135,0.2580
0.60,4.482,44.64,0.00,0.00,0.000,0.0141,0.2638
0.60,4.501,29.92,0.00,0.00,0.000,0.0157,0.2726
0.60,4.521,28.59,0.00,0.00,0.000,0.0176,0.2777
0.60,4.541,39.18,0.00,0.00,0.000,0.0151,0.2785
0.60,4.561,36.34,0.00,0.00,0.000,0.0110,0.2763
0.60,4.581,43.40,0.00,0.00,0.000,0.0099,0.2703
0.60,4.601,31.16,0.00,0.00,0.000,0.0110,0.2651
0.60,4.621,21.00,0.00,0.00,0.000,0.0114,0.2592
0.60,4.641,9.91,0.00,0.00,0.000,0.0106,0.2556
0.60,4.660,11.40,0.00,0.00,0.000,0.0094,0.2533
0.60,4.681,12.56,0.00,0.00,0.000,0.0087,0.2524
0.60,4.708,13.95,0.00,0.00,0.000,0.0088,0.2523
0.60,4.721,17.13,0.00,0.00,0.000,0.0090,0.2532
0.60,4.741,22.14,0.00,0.00,0.000,0.0091,0.2551
0.60,4.761,31.74,0.00,0.00,0.000,0.0087,0.2588
0.60,4.781,47.09,0.00,0.00,0.000,0.0097,0.2647
0.60,4.801,39.93,0.00,0.00,0.000,0.0125,0.2734
0.60,4.821,24.15,0.00,0.00,0.000,0.0130,0.2793
0.60,4.841,27.69,0.00,0.00,0.000,0.0129,0.2797
0.60,4.861,46.18,0.00,0.00,0.000,0.0133,0.2785
0.60,4.882,56.80,0.00,0.00,0.000,0.0137,0.2701
0.60,4.901,55.63,0.00,0.00,0.000,0.0140,0.2674
0.60,4.921,25.97,0.00,0.00,0.000,0.0144,0.2605
0.60,4.941,13.47,0.00,0.00,0.000,0.0133,0.2580
0.60,4.961,15.67,0.00,0.00,0.000,0.0114,0.2539
0.60,4.981,12.21,0.00,0.00,0.000,0.0097,0.2520
0.60,5.001,13.63,0.00,0.00,0.000,0.0094,0.2510
0.60,5.024,17.23,0.00,0.00,0.000,0.0103,0.2518
0.60,5.041,26.39,0.00,0.00,0.000,0.0112,0.2534
0.60,5.061,37.73,0.00,0.00,0.000,0.0114,0.2577
0.60,5.081,36.27,0.00,0.00,0.000,0.0113,0.2626
0.60,5.101,26.59,0.00,0.00,0.000,0.0123,0.2724
0.60,5.121,27.45,0.00,0.00,0.000,0.0141,0.2785
0.60,5.140,48.83,0.00,0.00,0.000,0.0118,0.2781
0.60,5.161,74.48,0.00,0.00,0.000,0.0081,0.2736
0.60,5.181,52.84,0.00,0.00,0.000,0.0085,0.2701
0.60,5.201,20.17,0.00,0.00,0.000,0.0096,0.2635
0.60,5.221,20.71,0.00,0.00,0.000,0.0092,0.2589
0.60,5.247,12.84,0.00,0.00,0.000,0.0076,0.2543
0.60,5.261,11.66,0.00,0.00,0.000,0.0076,0.2526
0.60,5.281,13.02,0.00,0.00,0.000,0.0086,0.2517
0.60,5.303,15.40,0.00,0.00,0.000,0.0093,0.2517
0.60,5.322,17.20,0.00,0.00,0.000,0.0092,0.2524
0.60,5.341,20.46,0.00,0.00,0.000,0.0083,0.2555
0.60,5.361,29.65,0.00,0.00,0.000,0.0072,0.2598
0.60,5.381,57.96,0.00,0.00,0.000,0.0076,0.2667
0.60,5.401,33.69,0.00,0.00,0.000,0.0083,0.2708
0.60,5.421,22.85,0.00,0.00,0.000,0.0083,0.2785
0.60,5.441,25.76,0.00,0.00,0.000,0.0061,0.2800
0.60,5.461,76.49,0.00,0.00,0.000,0.0083,0.2769
0.60,5.481,28.99,0.00,0.00,0.000,0.0101,0.2722
0.60,5.501,40.80,0.00,0.00,0.000,0.0109,0.2685
0.60,5.521,19.40,0.00,0.00,0.000,0.0100,0.2604
0.60,5.541,12.93,0.00,0.00,0.000,0.0078,0.2565
0.60,5.561,12.52,0.00,0.00,0.000,0.0061,0.2536
0.60,5.581,12.74,0.00,0.00,0.000,0.0046,0.2517
0.60,5.600,14.85,0.00,0.00,0.000,0.0047,0.2509
0.60,5.620,19.55,0.00,0.00,0.000,0.0063,0.2514
0.60,5.646,30.01,0.00,0.00,0.000,0.0080,0.2533
0.60,5.661,34.51,0.00,0.00,0.000,0.0083,0.2571
0.60,5.681,42.89,0.00,0.00,0.000,0.0083,0.2640
0.60,5.702,37.62,0.00,0.00,0.000,0.0089,0.2717
0.60,5.722,37.06,0.00,0.00,0.000,0.0104,0.2774
0.60,5.741,27.94,0.00,0.00,0.000,0.0121,0.2791
0.60,5.761,97.36,0.00,0.00,0.000,0.0134,0.2766
0.60,5.781,23.54,0.00,0.00,0.000,0.0116,0.2698
0.60,5.802,39.23,0.00,0.00,0.000,0.0104,0.2673
0.60,5.821,20.42,0.00,0.00,0.000,0.0099,0.2607
0.60,5.841,10.14,0.00,0.00,0.000,0.0106,0.2561
0.60,5.861,11.06,0.00,0.00,0.000,0.0109,0.2534
0.60,5.881,12.74,0.00,0.00,0.000,0.0098,0.2519
0.60,5.901,13.93,0.00,0.00,0.000,0.0092,0.2518
0.60,5.921,16.49,0.00,0.00,0.000,0.0091,0.2526
0.60,5.942,18.87,0.00,0.00,0.000,0.0096,0.2550
0.60,5.961,30.90,0.00,0.00,0.000,0.0098,0.2585
0.60,5.981,25.60,0.00,0.00,0.000,0.0111,0.2659
0.60,6.001,31.21,0.00,0.00,0.000,0.0138,0.2733
0.60,6.023,18.37,0.00,0.00,0.000,0.0147,0.2797
0.60,6.041,18.46,0.00,0.00,0.000,0.0142,0.2804
0.60,6.062,68.74,0.00,0.00,0.000,0.0138,0.2759
0.60,6.081,39.01,0.00,0.00,0.000,0.0152,0.2701
0.60,6.102,24.91,0.00,0.00,0.000,0.0159,0.2651
0.60,6.122,16.93,0.00,0.00,0.000,0.0167,0.2595
0.60,6.141,10.39,0.00,0.00,0.000,0.0152,0.2554
0.60,6.161,11.79,0.00,0.00,0.000,0.0129,0.2520
0.60,6.181,12.24,0.00,0.00,0.000,0.0108,0.2505
0.60,6.201,14.11,0.00,0.00,0.000,0.0107,0.2502
0.60,6.221,19.05,0.00,0.00,0.000,0.0122,0.2507
0.60,6.247,23.77,0.00,0.00,0.000,0.0143,0.2540
0.60,6.261,28.54,0.00,0.00,0.000,0.0148,0.2569
0.60,6.281,50.06,0.00,0.00,0.000,0.0154,0.2634
0.60,6.301,35.32,0.00,0.00,0.000,0.0168,0.2716
0.60,6.323,27.35,0.00,0.00,0.000,0.0184,0.2767
0.60,6.341,33.74,0.00,0.00,0.000,0.0175,0.2786
0.60,6.361,92.90,0.00,0.00,0.000,0.0124,0.2754
0.60,6.382,26.06,0.00,0.00,0.000,0.0116,0.2689
0.60,6.402,20.83,0.00,0.00,0.000,0.0122,0.2648
0.60,6.421,20.00,0.00,0.00,0.000,0.0125,0.2587
0.60,6.441,11.88,0.00,0.00,0.000,0.0118,0.2550
0.60,6.461,13.54,0.00,0.00,0.000,0.0104,0.2523
0.60,6.481,13.00,0.00,0.00,0.000,0.0099,0.2513
0.60,6.501,15.62,0.00,0.00,0.000,0.0101,0.2514
0.60,6.521,18.28,0.00,0.00,0.000,0.0099,0.2525
0.60,6.543,20.39,0.00,0.00,0.000,0.0092,0.2540
0.60,6.561,21.94,0.00,0.00,0.000,0.0074,0.2599
0.60,6.583,47.61,0.00,0.00,0.000,0.0070,0.2646
0.60,6.601,35.58,0.00,0.00,0.000,0.0081,0.2724
0.60,6.622,22.25,0.00,0.00,0.000,0.0078,0.2795
0.60,6.647,19.83,0.00,0.00,0.000,0.0074,0.2798
0.60,6.661,55.99,0.00,0.00,0.000,0.0085,0.2772
0.60,6.681,40.02,0.00,0.00,0.000,0.0128,0.2715
0.60,6.701,25.26,0.00,0.00,0.000,0.0139,0.2662
0.60,6.721,9.39,0.00,0.00,0.000,0.0126,0.2606
0.60,6.741,10.34,0.00,0.00,0.000,0.0109,0.2570
0.60,6.766,12.27,0.00,0.00,0.000,0.0085,0.2535
0.60,6.781,12.71,0.00,0.00,0.000,0.0067,0.2515
0.60,6.801,13.72,0.00,0.00,0.000,0.0063,0.2510
0.60,6.821,18.48,0.00,0.00,0.000,0.0071,0.2513
0.60,6.847,28.16,0.00,0.00,0.000,0.0086,0.2532
0.60,6.861,27.77,0.00,0.00,0.000,0.0088,0.2555
0.60,6.881,40.52,0.00,0.00,0.000,0.0086,0.2646
0.60,6.901,36.29,0.00,0.00,0.000,0.0086,0.2704
0.60,6.921,29.00,0.00,0.00,0.000,0.0102,0.2783
0.60,6.940,23.55,0.00,0.00,0.000,0.0107,0.2799
0.60,6.962,117.00,0.00,0.00,0.000,0.0092,0.2768
0.60,6.982,75.82,0.00,0.00,0.000,0.0083,0.2681
0.60,7.001,41.79,0.00,0.00,0.000,0.0093,0.2637
0.60,7.023,18.56,0.00,0.00,0.000,0.0096,0.2577
0.60,7.041,10.68,0.00,0.00,0.000,0.0094,0.2543
0.60,7.061,11.92,0.00,0.00,0.000,0.0091,0.2524
0.60,7.081,12.71,0.00,0.00,0.000,0.0087,0.2514
0.60,7.101,14.63,0.00,0.00,0.000,0.0083,0.2513
0.60,7.121,17.77,0.00,0.00,0.000,0.0079,0.2524
0.60,7.141,17.74,0.00,0.00,0.000,0.0074,0.2553
0.60,7.163,33.37,0.00,0.00,0.000,0.0067,0.2581
0.60,7.181,57.84,0.00,0.00,0.000,0.0073,0.2658
0.60,7.201,31.55,0.00,0.00,0.000,0.0098,0.2733
0.60,7.220,22.06,0.00,0.00,0.000,0.0101,0.2789
0.60,7.242,34.00,0.00,0.00,0.000,0.0096,0.2795
0.60,7.271,61.11,0.00,0.00,0.000,0.0129,0.2724
0.60,7.281,54.98,0.00,0.00,0.000,0.0141,0.2698
0.60,7.301,34.20,0.00,0.00,0.000,0.0164,0.2658
0.60,7.320,20.73,0.00,0.00,0.000,0.0168,0.2606
0.60,7.346,11.38,0.00,0.00,0.000,0.0150,0.2556
0.60,7.361,14.09,0.00,0.00,0.000,0.0135,0.2526
0.60,7.381,11.87,0.00,0.00,0.000,0.0119,0.2511
0.60,7.403,14.69,0.00,0.00,0.000,0.0120,0.2505
0.60,7.423,18.10,0.00,0.00,0.000,0.0132,0.2506
0.60,7.442,28.14,0.00,0.00,0.000,0.0154,0.2531
0.60,7.461,24.60,0.00,0.00,0.000,0.0164,0.2590
0.60,7.481,50.06,0.00,0.00,0.000,0.0172,0.2647
0.60,7.503,29.37,0.00,0.00,0.000,0.0187,0.2706
0.60,7.520,38.39,0.00,0.00,0.000,0.0210,0.2763
0.60,7.541,30.49,0.00,0.00,0.000,0.0212,0.2790
0.60,7.560,97.60,0.00,0.00,0.000,0.0186,0.2764
0.60,7.581,28.71,0.00,0.00,0.000,0.0165,0.2696
0.60,7.601,25.30,0.00,0.00,0.000,0.0157,0.2657
0.60,7.621,15.59,0.00,0.00,0.000,0.0154,0.2597
0.60,7.641,11.31,0.00,0.00,0.000,0.0153,0.2554
0.60,7.662,11.72,0.00,0.00,0.000,0.0147,0.2527
0.60,7.681,13.07,0.00,0.00,0.000,0.0137,0.2520
0.60,7.703,14.10,0.00,0.00,0.000,0.0125,0.2518
0.60,7.722,17.52,0.00,0.00,0.000,0.0114,0.2526
0.60,7.744,21.56,0.00,0.00,0.000,0.0113,0.2546
0.60,7.763,22.26,0.00,0.00,0.000,0.0114,0.2597
0.60,7.781,38.26,0.00,0.00,0.000,0.0128,0.2661
0.60,7.801,31.22,0.00,0.00,0.000,0.0154,0.2737
0.60,7.821,21.44,0.00,0.00,0.000,0.0159,0.2787
0.60,7.840,24.77,0.00,0.00,0.000,0.0146,0.2801
0.60,7.861,82.66,0.00,0.00,0.000,0.0141,0.2773
0.60,7.881,35.51,0.00,0.00,0.000,0.0153,0.2719
0.60,7.901,46.31,0.00,0.00,0.000,0.0175,0.2670
