v_cmd,t,P_mecanica_W,P_electrica_W,voltaje_V,corriente_A,inclinacion_rad,altura_m
0.40,6.161,27.83,0.00,0.00,0.000,0.0060,0.2718
0.40,6.181,21.62,0.00,0.00,0.000,0.0084,0.2662
0.40,6.201,14.06,0.00,0.00,0.000,0.0097,0.2635
0.40,6.221,9.01,0.00,0.00,0.000,0.0101,0.2594
0.40,6.241,6.78,0.00,0.00,0.000,0.0101,0.2577
0.40,6.261,6.49,0.00,0.00,0.000,0.0099,0.2560
0.40,6.281,6.83,0.00,0.00,0.000,0.0097,0.2554
0.40,6.301,7.32,0.00,0.00,0.000,0.0095,0.2557
0.40,6.321,8.38,0.00,0.00,0.000,0.0093,0.2568
0.40,6.341,9.27,0.00,0.00,0.000,0.0088,0.2591
0.40,6.361,12.67,0.00,0.00,0.000,0.0079,0.2627
0.40,6.381,13.96,0.00,0.00,0.000,0.0066,0.2678
0.40,6.401,12.11,0.00,0.00,0.000,0.0054,0.2737
0.40,6.421,6.24,0.00,0.00,0.000,0.0042,0.2768
0.40,6.441,22.38,0.00,0.00,0.000,0.0044,0.2752
0.40,6.461,25.97,0.00,0.00,0.000,0.0074,0.2714
0.40,6.481,9.10,0.00,0.00,0.000,0.0100,0.2671
0.40,6.501,6.69,0.00,0.00,0.000,0.0115,0.2636
0.40,6.523,6.18,0.00,0.00,0.000,0.0114,0.2613
0.40,6.541,7.71,0.00,0.00,0.000,0.0106,0.2596
0.40,6.561,6.48,0.00,0.00,0.000,0.0097,0.2580
0.40,6.581,6.84,0.00,0.00,0.000,0.0096,0.2572
0.40,6.602,7.23,0.00,0.00,0.000,0.0102,0.2568
0.40,6.620,8.56,0.00,0.00,0.000,0.0115,0.2568
0.40,6.643,15.27,0.00,0.00,0.000,0.0119,0.2577
0.40,6.661,15.99,0.00,0.00,0.000,0.0114,0.2623
0.40,6.680,16.84,0.00,0.00,0.000,0.0108,0.2673
0.40,6.701,11.61,0.00,0.00,0.000,0.0105,0.2736
0.40,6.720,10.24,0.00,0.00,0.000,0.0089,0.2774
0.40,6.740,28.04,0.00,0.00,0.000,0.0054,0.2758
0.40,6.760,32.67,0.00,0.00,0.000,0.0036,0.2718
0.40,6.780,13.14,0.00,0.00,0.000,0.0060,0.2679
0.40,6.801,6.94,0.00,0.00,0.000,0.0085,0.2632
0.40,6.822,5.51,0.00,0.00,0.000,0.0094,0.2595
0.40,6.843,5.18,0.00,0.00,0.000,0.0097,0.2574
0.40,6.861,5.53,0.00,0.00,0.000,0.0101,0.2559
0.40,6.880,6.38,0.00,0.00,0.000,0.0107,0.2555
0.40,6.901,7.19,0.00,0.00,0.000,0.0112,0.2558
0.40,6.921,8.29,0.00,0.00,0.000,0.0116,0.2570
0.40,6.941,18.91,0.00,0.00,0.000,0.0114,0.2605
0.40,6.961,15.92,0.00,0.00,0.000,0.0109,0.2625
0.40,6.981,18.50,0.00,0.00,0.000,0.0095,0.2687
0.40,7.002,12.11,0.00,0.00,0.000,0.0083,0.2744
0.40,7.021,17.29,0.00,0.00,0.000,0.0076,0.2759
0.40,7.041,20.12,0.00,0.00,0.000,0.0048,0.2756
0.40,7.061,29.29,0.00,0.00,0.000,0.0057,0.2707
0.40,7.081,18.75,0.00,0.00,0.000,0.0067,0.2674
0.40,7.101,9.57,0.00,0.00,0.000,0.0074,0.2642
0.40,7.121,7.60,0.00,0.00,0.000,0.0078,0.2616
0.40,7.141,6.12,0.00,0.00,0.000,0.0075,0.2595
0.40,7.161,6.50,0.00,0.00,0.000,0.0070,0.2585
0.40,7.181,6.57,0.00,0.00,0.000,0.0066,0.2575
0.40,7.201,7.11,0.00,0.00,0.000,0.0070,0.2571
0.40,7.221,7.84,0.00,0.00,0.000,0.0076,0.2573
0.40,7.241,16.30,0.00,0.00,0.000,0.0075,0.2588
0.40,7.265,13.67,0.00,0.00,0.000,0.0072,0.2607
0.40,7.281,24.86,0.00,0.00,0.000,0.0057,0.2662
0.40,7.302,26.42,0.00,0.00,0.000,0.0046,0.2712
0.40,7.321,12.45,0.00,0.00,0.000,0.0045,0.2768
0.40,7.341,19.19,0.00,0.00,0.000,0.0048,0.2759
0.40,7.366,44.45,0.00,0.00,0.000,0.0049,0.2738
0.40,7.381,24.18,0.00,0.00,0.000,0.0062,0.2673
0.40,7.401,12.49,0.00,0.00,0.000,0.0072,0.2641
0.40,7.421,8.47,0.00,0.00,0.000,0.0074,0.2598
0.40,7.442,5.03,0.00,0.00,0.000,0.0074,0.2577
0.40,7.461,5.78,0.00,0.00,0.000,0.0073,0.2555
0.40,7.481,6.05,0.00,0.00,0.000,0.0072,0.2550
0.40,7.501,6.93,0.00,0.00,0.000,0.0072,0.2551
0.40,7.521,8.85,0.00,0.00,0.000,0.0073,0.2561
0.40,7.541,7.83,0.00,0.00,0.000,0.0068,0.2586
0.40,7.561,12.48,0.00,0.00,0.000,0.0057,0.2621
0.40,7.581,16.44,0.00,0.00,0.000,0.0045,0.2676
0.40,7.601,14.48,0.00,0.00,0.000,0.0045,0.2709
0.40,7.621,6.70,0.00,0.00,0.000,0.0052,0.2766
0.40,7.641,27.16,0.00,0.00,0.000,0.0060,0.2745
0.40,7.661,37.85,0.00,0.00,0.000,0.0089,0.2711
0.40,7.681,22.63,0.00,0.00,0.000,0.0108,0.2683
0.40,7.701,11.69,0.00,0.00,0.000,0.0132,0.2632
0.40,7.721,6.71,0.00,0.00,0.000,0.0131,0.2601
0.40,7.747,7.15,0.00,0.00,0.000,0.0120,0.2580
0.40,7.761,7.80,0.00,0.00,0.000,0.0115,0.2572
0.40,7.781,8.49,0.00,0.00,0.000,0.0111,0.2560
0.40,7.801,9.21,0.00,0.00,0.000,0.0118,0.2554
0.40,7.821,9.54,0.00,0.00,0.000,0.0127,0.2555
0.40,7.841,12.29,0.00,0.00,0.000,0.0127,0.2570
0.40,7.861,17.57,0.00,0.00,0.000,0.0121,0.2608
0.40,7.881,26.68,0.00,0.00,0.000,0.0114,0.2664
0.40,7.902,13.32,0.00,0.00,0.000,0.0113,0.2713
0.40,7.921,21.54,0.00,0.00,0.000,0.0110,0.2759
0.40,7.940,22.33,0.00,0.00,0.000,0.0085,0.2753
0.40,7.960,32.10,0.00,0.00,0.000,0.0060,0.2719
0.40,7.981,15.95,0.00,0.00,0.000,0.0072,0.2681
