v_cmd,t,P_mecanica_W,P_electrica_W,voltaje_V,corriente_A,inclinacion_rad,altura_m
0.20,5.621,3.84,0.00,0.00,0.000,0.0118,0.2589
0.20,5.641,5.86,0.00,0.00,0.000,0.0106,0.2592
0.20,5.661,30.43,0.00,0.00,0.000,0.0096,0.2640
0.20,5.682,12.69,0.00,0.00,0.000,0.0091,0.2668
0.20,5.701,18.69,0.00,0.00,0.000,0.0096,0.2721
0.20,5.721,5.69,0.00,0.00,0.000,0.0105,0.2735
0.20,5.742,9.35,0.00,0.00,0.000,0.0085,0.2725
0.20,5.763,20.96,0.00,0.00,0.000,0.0069,0.2710
0.20,5.781,8.59,0.00,0.00,0.000,0.0045,0.2658
0.20,5.801,7.64,0.00,0.00,0.000,0.0044,0.2643
0.20,5.822,3.38,0.00,0.00,0.000,0.0045,0.2609
0.20,5.840,2.16,0.00,0.00,0.000,0.0044,0.2593
0.20,5.861,2.71,0.00,0.00,0.000,0.0036,0.2584
0.20,5.880,2.42,0.00,0.00,0.000,0.0035,0.2581
0.20,5.901,2.18,0.00,0.00,0.000,0.0042,0.2582
0.20,5.921,2.22,0.00,0.00,0.000,0.0043,0.2588
0.20,5.943,4.36,0.00,0.00,0.000,0.0040,0.2605
0.20,5.961,7.05,0.00,0.00,0.000,0.0032,0.2633
0.20,5.981,5.40,0.00,0.00,0.000,0.0022,0.2680
0.20,6.001,8.32,0.00,0.00,0.000,0.0040,0.2726
0.20,6.021,4.98,0.00,0.00,0.000,0.0053,0.2731
0.20,6.041,9.31,0.00,0.00,0.000,0.0056,0.2718
0.20,6.061,12.87,0.00,0.00,0.000,0.0054,0.2689
0.20,6.081,12.87,0.00,0.00,0.000,0.0054,0.2689
0.20,6.101,2.42,0.00,0.00,0.000,0.0052,0.2637
0.20,6.121,3.55,0.00,0.00,0.000,0.0069,0.2619
0.20,6.141,3.83,0.00,0.00,0.000,0.0092,0.2610
0.20,6.161,3.84,0.00,0.00,0.000,0.0107,0.2603
0.20,6.181,3.67,0.00,0.00,0.000,0.0109,0.2599
0.20,6.208,3.51,0.00,0.00,0.000,0.0105,0.2594
0.20,6.221,3.75,0.00,0.00,0.000,0.0101,0.2592
0.20,6.241,4.89,0.00,0.00,0.000,0.0092,0.2600
0.20,6.264,11.33,0.00,0.00,0.000,0.0084,0.2617
0.20,6.281,8.98,0.00,0.00,0.000,0.0076,0.2665
0.20,6.301,10.04,0.00,0.00,0.000,0.0088,0.2718
0.20,6.321,5.95,0.00,0.00,0.000,0.0099,0.2732
0.20,6.341,6.93,0.00,0.00,0.000,0.0081,0.2724
0.20,6.365,22.49,0.00,0.00,0.000,0.0061,0.2698
0.20,6.381,9.88,0.00,0.00,0.000,0.0046,0.2661
0.20,6.401,8.63,0.00,0.00,0.000,0.0041,0.2641
0.20,6.421,3.39,0.00,0.00,0.000,0.0041,0.2610
0.20,6.442,2.67,0.00,0.00,0.000,0.0041,0.2599
0.20,6.460,2.16,0.00,0.00,0.000,0.0030,0.2584
0.20,6.480,2.10,0.00,0.00,0.000,0.0020,0.2580
0.20,6.500,1.69,0.00,0.00,0.000,0.0026,0.2580
0.20,6.521,3.23,0.00,0.00,0.000,0.0027,0.2588
0.20,6.543,3.57,0.00,0.00,0.000,0.0023,0.2602
0.20,6.560,3.41,0.00,0.00,0.000,0.0015,0.2634
0.20,6.580,6.42,0.00,0.00,0.000,0.0015,0.2672
0.20,6.601,12.70,0.00,0.00,0.000,0.0041,0.2706
0.20,6.621,6.07,0.00,0.00,0.000,0.0067,0.2730
0.20,6.640,11.81,0.00,0.00,0.000,0.0067,0.2712
0.20,6.660,15.29,0.00,0.00,0.000,0.0068,0.2688
0.20,6.681,8.61,0.00,0.00,0.000,0.0069,0.2667
0.20,6.700,2.83,0.00,0.00,0.000,0.0071,0.2636
0.20,6.720,3.54,0.00,0.00,0.000,0.0084,0.2621
0.20,6.740,3.87,0.00,0.00,0.000,0.0103,0.2610
0.20,6.760,4.15,0.00,0.00,0.000,0.0115,0.2602
0.20,6.781,4.23,0.00,0.00,0.000,0.0119,0.2599
0.20,6.801,4.28,0.00,0.00,0.000,0.0124,0.2592
0.20,6.825,3.93,0.00,0.00,0.000,0.0122,0.2592
0.20,6.841,6.02,0.00,0.00,0.000,0.0115,0.2594
0.20,6.861,5.07,0.00,0.00,0.000,0.0105,0.2629
0.20,6.882,9.58,0.00,0.00,0.000,0.0101,0.2656
0.20,6.901,18.71,0.00,0.00,0.000,0.0100,0.2719
0.20,6.921,6.61,0.00,0.00,0.000,0.0104,0.2735
0.20,6.941,7.14,0.00,0.00,0.000,0.0089,0.2727
0.20,6.961,17.08,0.00,0.00,0.000,0.0072,0.2711
0.20,6.981,5.80,0.00,0.00,0.000,0.0063,0.2669
0.20,7.001,3.50,0.00,0.00,0.000,0.0064,0.2635
0.20,7.021,2.55,0.00,0.00,0.000,0.0066,0.2614
0.20,7.041,1.83,0.00,0.00,0.000,0.0066,0.2596
0.20,7.061,2.35,0.00,0.00,0.000,0.0057,0.2585
0.20,7.085,2.28,0.00,0.00,0.000,0.0037,0.2580
0.20,7.101,2.04,0.00,0.00,0.000,0.0034,0.2580
0.20,7.121,2.91,0.00,0.00,0.000,0.0035,0.2584
0.20,7.141,2.51,0.00,0.00,0.000,0.0031,0.2609
0.20,7.161,3.62,0.00,0.00,0.000,0.0028,0.2634
0.20,7.181,8.37,0.00,0.00,0.000,0.0035,0.2676
0.20,7.201,4.65,0.00,0.00,0.000,0.0065,0.2720
0.20,7.221,3.99,0.00,0.00,0.000,0.0073,0.2726
0.20,7.241,7.21,0.00,0.00,0.000,0.0074,0.2715
0.20,7.261,12.51,0.00,0.00,0.000,0.0078,0.2675
0.20,7.283,4.30,0.00,0.00,0.000,0.0075,0.2652
0.20,7.301,3.09,0.00,0.00,0.000,0.0079,0.2627
0.20,7.321,3.66,0.00,0.00,0.000,0.0089,0.2617
0.20,7.341,3.44,0.00,0.00,0.000,0.0101,0.2608
0.20,7.361,3.92,0.00,0.00,0.000,0.0112,0.2602
0.20,7.381,3.82,0.00,0.00,0.000,0.0118,0.2596
0.20,7.401,3.63,0.00,0.00,0.000,0.0119,0.2593
0.20,7.421,3.45,0.00,0.00,0.000,0.0109,0.2592
0.20,7.446,5.47,0.00,0.00,0.000,0.0098,0.2595
0.20,7.461,8.65,0.00,0.00,0.000,0.0084,0.2619
0.20,7.481,9.74,0.00,0.00,0.000,0.0080,0.2671
0.20,7.501,12.52,0.00,0.00,0.000,0.0094,0.2721
0.20,7.521,5.95,0.00,0.00,0.000,0.0101,0.2732
0.20,7.541,7.55,0.00,0.00,0.000,0.0088,0.2728
0.20,7.561,13.38,0.00,0.00,0.000,0.0061,0.2703
0.20,7.581,6.41,0.00,0.00,0.000,0.0044,0.2670
0.20,7.600,5.55,0.00,0.00,0.000,0.0037,0.2644
0.20,7.620,2.28,0.00,0.00,0.000,0.0036,0.2614
0.20,7.640,2.16,0.00,0.00,0.000,0.0031,0.2596
0.20,7.661,2.12,0.00,0.00,0.000,0.0020,0.2584
0.20,7.681,2.15,0.00,0.00,0.000,0.0022,0.2579
0.20,7.701,1.88,0.00,0.00,0.000,0.0030,0.2579
0.20,7.721,1.57,0.00,0.00,0.000,0.0031,0.2587
0.20,7.742,4.12,0.00,0.00,0.000,0.0026,0.2598
0.20,7.761,3.40,0.00,0.00,0.000,0.0018,0.2632
0.20,7.781,8.72,0.00,0.00,0.000,0.0012,0.2673
0.20,7.801,4.63,0.00,0.00,0.000,0.0045,0.2718
0.20,7.821,4.42,0.00,0.00,0.000,0.0055,0.2723
0.20,7.841,7.80,0.00,0.00,0.000,0.0060,0.2713
0.20,7.861,14.42,0.00,0.00,0.000,0.0067,0.2694
0.20,7.883,9.86,0.00,0.00,0.000,0.0067,0.2652
0.20,7.901,3.60,0.00,0.00,0.000,0.0067,0.2633
0.20,7.923,3.48,0.00,0.00,0.000,0.0080,0.2615
0.20,7.941,4.19,0.00,0.00,0.000,0.0096,0.2609
0.20,7.961,3.89,0.00,0.00,0.000,0.0111,0.2601
0.20,7.981,3.97,0.00,0.00,0.000,0.0117,0.2595
0.40,3.001,8.13,0.00,0.00,0.000,0.0129,0.2561
0.40,3.021,8.95,0.00,0.00,0.000,0.0140,0.2563
0.40,3.041,14.71,0.00,0.00,0.000,0.0144,0.2573
0.40,3.064,23.02,0.00,0.00,0.000,0.0145,0.2602
0.40,3.081,27.92,0.00,0.00,0.000,0.0142,0.2661
0.40,3.109,15.28,0.00,0.00,0.000,0.0142,0.2714
0.40,3.120,14.93,0.00,0.00,0.000,0.0145,0.2762
0.40,3.140,23.31,0.00,0.00,0.000,0.0129,0.2752
0.40,3.161,37.73,0.00,0.00,0.000,0.0098,0.2715
0.40,3.181,15.42,0.00,0.00,0.000,0.0107,0.2664
0.40,3.200,15.63,0.00,0.00,0.000,0.0116,0.2612
0.40,3.220,4.68,0.00,0.00,0.000,0.0116,0.2588
0.40,3.240,6.37,0.00,0.00,0.000,0.0110,0.2562
0.40,3.263,6.65,0.00,0.00,0.000,0.0106,0.2550
0.40,3.282,7.58,0.00,0.00,0.000,0.0103,0.2542
0.40,3.301,10.29,0.00,0.00,0.000,0.0102,0.2550
0.40,3.321,9.99,0.00,0.00,0.000,0.0099,0.2559
0.40,3.343,13.75,0.00,0.00,0.000,0.0095,0.2575
0.40,3.361,16.62,0.00,0.00,0.000,0.0084,0.2613
0.40,3.381,14.50,0.00,0.00,0.000,0.0065,0.2673
0.40,3.401,11.47,0.00,0.00,0.000,0.0055,0.2733
0.40,3.421,7.25,0.00,0.00,0.000,0.0045,0.2763
0.40,3.441,32.20,0.00,0.00,0.000,0.0049,0.2746
0.40,3.461,31.91,0.00,0.00,0.000,0.0082,0.2707
0.40,3.481,12.18,0.00,0.00,0.000,0.0094,0.2671
0.40,3.501,8.01,0.00,0.00,0.000,0.0106,0.2637
0.40,3.521,8.38,0.00,0.00,0.000,0.0105,0.2605
0.40,3.541,8.12,0.00,0.00,0.000,0.0102,0.2588
0.40,3.561,6.90,0.00,0.00,0.000,0.0097,0.2574
0.40,3.582,7.08,0.00,0.00,0.000,0.0095,0.2569
0.40,3.601,7.54,0.00,0.00,0.000,0.0097,0.2565
0.40,3.621,8.40,0.00,0.00,0.000,0.0104,0.2568
0.40,3.641,16.49,0.00,0.00,0.000,0.0102,0.2593
0.40,3.661,13.57,0.00,0.00,0.000,0.0101,0.2603
0.40,3.681,37.38,0.00,0.00,0.000,0.0096,0.2643
0.40,3.701,10.49,0.00,0.00,0.000,0.0090,0.2734
0.40,3.721,9.58,0.00,0.00,0.000,0.0083,0.2764
0.40,3.742,20.03,0.00,0.00,0.000,0.0078,0.2759
0.40,3.761,48.00,0.00,0.00,0.000,0.0056,0.2717
0.40,3.781,32.43,0.00,0.00,0.000,0.0063,0.2666
0.40,3.801,15.00,0.00,0.00,0.000,0.0077,0.2629
0.40,3.821,9.78,0.00,0.00,0.000,0.0081,0.2585
0.40,3.841,5.20,0.00,0.00,0.000,0.0081,0.2566
0.40,3.861,5.59,0.00,0.00,0.000,0.0080,0.2556
0.40,3.881,6.35,0.00,0.00,0.000,0.0081,0.2551
0.40,3.901,7.07,0.00,0.00,0.000,0.0082,0.2554
0.40,3.921,8.09,0.00,0.00,0.000,0.0082,0.2566
0.40,3.941,8.91,0.00,0.00,0.000,0.0078,0.2589
0.40,3.961,12.33,0.00,0.00,0.000,0.0067,0.2626
0.40,3.981,20.25,0.00,0.00,0.000,0.0061,0.2649
0.40,4.001,29.72,0.00,0.00,0.000,0.0048,0.2739
0.40,4.021,7.37,0.00,0.00,0.000,0.0044,0.2762
0.40,4.041,18.01,0.00,0.00,0.000,0.0046,0.2755
0.40,4.061,40.43,0.00,0.00,0.000,0.0077,0.2715
0.40,4.081,13.38,0.00,0.00,0.000,0.0105,0.2674
0.40,4.101,7.16,0.00,0.00,0.000,0.0118,0.2635
0.40,4.121,7.07,0.00,0.00,0.000,0.0115,0.2618
0.40,4.150,6.63,0.00,0.00,0.000,0.0099,0.2588
0.40,4.160,6.22,0.00,0.00,0.000,0.0093,0.2580
0.40,4.182,7.07,0.00,0.00,0.000,0.0090,0.2571
0.40,4.201,7.36,0.00,0.00,0.000,0.0097,0.2565
0.40,4.221,8.23,0.00,0.00,0.000,0.0109,0.2567
0.40,4.242,15.56,0.00,0.00,0.000,0.0110,0.2575
0.40,4.262,19.45,0.00,0.00,0.000,0.0105,0.2608
0.40,4.281,23.41,0.00,0.00,0.000,0.0096,0.2658
0.40,4.301,14.47,0.00,0.00,0.000,0.0090,0.2726
0.40,4.321,9.06,0.00,0.00,0.000,0.0083,0.2772
0.40,4.341,26.58,0.00,0.00,0.000,0.0066,0.2763
0.40,4.361,48.36,0.00,0.00,0.000,0.0062,0.2740
0.40,4.382,18.35,0.00,0.00,0.000,0.0094,0.2677
0.40,4.401,13.19,0.00,0.00,0.000,0.0115,0.2634
0.40,4.421,5.08,0.00,0.00,0.000,0.0117,0.2592
0.40,4.441,4.96,0.00,0.00,0.000,0.0115,0.2573
0.40,4.461,7.23,0.00,0.00,0.000,0.0112,0.2558
0.40,4.481,7.03,0.00,0.00,0.000,0.0111,0.2551
0.40,4.501,7.40,0.00,0.00,0.000,0.0112,0.2554
0.40,4.521,9.05,0.00,0.00,0.000,0.0111,0.2561
0.40,4.541,9.46,0.00,0.00,0.000,0.0106,0.2592
0.40,4.561,11.71,0.00,0.00,0.000,0.0098,0.2624
0.40,4.581,18.36,0.00,0.00,0.000,0.0081,0.2679
0.40,4.603,9.22,0.00,0.00,0.000,0.0068,0.2739
0.40,4.622,11.46,0.00,0.00,0.000,0.0061,0.2761
0.40,4.641,20.76,0.00,0.00,0.000,0.0048,0.2751
0.40,4.661,36.54,0.00,0.00,0.000,0.0076,0.2727
0.40,4.681,13.58,0.00,0.00,0.000,0.0096,0.2675
0.40,4.701,8.95,0.00,0.00,0.000,0.0099,0.2649
0.40,4.721,6.77,0.00,0.00,0.000,0.0101,0.2609
0.40,4.741,7.06,0.00,0.00,0.000,0.0096,0.2594
0.40,4.763,6.67,0.00,0.00,0.000,0.0088,0.2578
0.40,4.782,7.12,0.00,0.00,0.000,0.0084,0.2569
0.40,4.800,8.28,0.00,0.00,0.000,0.0088,0.2565
0.40,4.821,9.32,0.00,0.00,0.000,0.0097,0.2566
0.40,4.842,10.41,0.00,0.00,0.000,0.0097,0.2584
0.40,4.860,17.23,0.00,0.00,0.000,0.0090,0.2610
0.40,4.880,30.40,0.00,0.00,0.000,0.0081,0.2649
0.40,4.901,13.64,0.00,0.00,0.000,0.0072,0.2722
0.40,4.920,10.82,0.00,0.00,0.000,0.0067,0.2766
0.40,4.940,19.40,0.00,0.00,0.000,0.0060,0.2762
0.40,4.960,46.44,0.00,0.00,0.000,0.0038,0.2738
0.40,4.981,16.64,0.00,0.00,0.000,0.0056,0.2663
0.40,5.000,9.11,0.00,0.00,0.000,0.0074,0.2624
0.40,5.020,4.34,0.00,0.00,0.000,0.0079,0.2588
0.40,5.040,4.43,0.00,0.00,0.000,0.0079,0.2571
0.40,5.060,5.15,0.00,0.00,0.000,0.0080,0.2559
0.40,5.083,6.83,0.00,0.00,0.000,0.0084,0.2552
0.40,5.113,7.44,0.00,0.00,0.000,0.0094,0.2556
0.40,5.120,8.17,0.00,0.00,0.000,0.0096,0.2558
0.40,5.141,9.18,0.00,0.00,0.000,0.0098,0.2581
0.40,5.161,14.06,0.00,0.00,0.000,0.0088,0.2620
0.40,5.182,49.55,0.00,0.00,0.000,0.0071,0.2693
0.40,5.201,16.31,0.00,0.00,0.000,0.0060,0.2733
0.40,5.220,15.48,0.00,0.00,0.000,0.0055,0.2761
0.40,5.240,22.27,0.00,0.00,0.000,0.0062,0.2751
0.40,5.261,27.93,0.00,0.00,0.000,0.0092,0.2714
0.40,5.281,10.70,0.00,0.00,0.000,0.0114,0.2669
0.40,5.300,5.18,0.00,0.00,0.000,0.0134,0.2633
0.40,5.328,6.66,0.00,0.00,0.000,0.0142,0.2607
0.40,5.341,7.22,0.00,0.00,0.000,0.0139,0.2592
0.40,5.361,7.21,0.00,0.00,0.000,0.0132,0.2577
0.40,5.380,7.50,0.00,0.00,0.000,0.0129,0.2568
0.40,5.401,7.81,0.00,0.00,0.000,0.0137,0.2563
0.40,5.420,9.68,0.00,0.00,0.000,0.0147,0.2569
0.40,5.440,12.35,0.00,0.00,0.000,0.0148,0.2582
0.40,5.460,21.92,0.00,0.00,0.000,0.0148,0.2607
0.40,5.481,17.49,0.00,0.00,0.000,0.0146,0.2682
0.40,5.501,10.19,0.00,0.00,0.000,0.0149,0.2728
0.40,5.520,15.30,0.00,0.00,0.000,0.0147,0.2762
0.40,5.540,19.62,0.00,0.00,0.000,0.0139,0.2761
0.40,5.561,26.16,0.00,0.00,0.000,0.0100,0.2718
0.40,5.585,17.87,0.00,0.00,0.000,0.0110,0.2671
0.40,5.600,7.04,0.00,0.00,0.000,0.0117,0.2636
0.40,5.620,5.88,0.00,0.00,0.000,0.0118,0.2596
0.40,5.641,6.40,0.00,0.00,0.000,0.0116,0.2569
0.40,5.661,6.78,0.00,0.00,0.000,0.0114,0.2553
0.40,5.681,7.54,0.00,0.00,0.000,0.0111,0.2548
0.40,5.701,9.52,0.00,0.00,0.000,0.0108,0.2554
0.40,5.721,10.34,0.00,0.00,0.000,0.0105,0.2560
0.40,5.745,10.46,0.00,0.00,0.000,0.0097,0.2597
0.40,5.763,18.92,0.00,0.00,0.000,0.0089,0.2619
0.40,5.781,29.22,0.00,0.00,0.000,0.0075,0.2669
0.40,5.801,28.38,0.00,0.00,0.000,0.0065,0.2727
0.40,5.821,8.31,0.00,0.00,0.000,0.0050,0.2761
0.40,5.841,19.81,0.00,0.00,0.000,0.0050,0.2742
0.40,5.861,34.33,0.00,0.00,0.000,0.0083,0.2711
0.40,5.882,15.76,0.00,0.00,0.000,0.0102,0.2673
0.40,5.901,7.82,0.00,0.00,0.000,0.0114,0.2637
0.40,5.921,7.29,0.00,0.00,0.000,0.0117,0.2606
0.40,5.941,6.93,0.00,0.00,0.000,0.0109,0.2585
0.40,5.968,7.93,0.00,0.00,0.000,0.0100,0.2569
0.40,5.981,7.30,0.00,0.00,0.000,0.0100,0.2562
0.40,6.001,8.07,0.00,0.00,0.000,0.0100,0.2560
0.40,6.021,9.59,0.00,0.00,0.000,0.0110,0.2562
0.40,6.043,16.23,0.00,0.00,0.000,0.0118,0.2580
0.40,6.061,19.41,0.00,0.00,0.000,0.0117,0.2613
0.40,6.081,15.25,0.00,0.00,0.000,0.0112,0.2672
0.40,6.101,12.57,0.00,0.00,0.000,0.0112,0.2721
0.40,6.121,18.81,0.00,0.00,0.000,0.0110,0.2767
0.40,6.141,23.02,0.00,0.00,0.000,0.0098,0.2765
