t,visible,lateral,tamano,confianza,vx,wz
9.971,1,0.0509,0.5957,0.891,0.0000,0.0000
10.034,1,0.0513,0.5958,0.890,0.0000,0.0000
10.101,1,0.0518,0.5959,0.891,0.0000,0.0000
10.170,1,0.0522,0.5960,0.889,0.0000,0.0000
10.235,1,0.0524,0.5962,0.890,0.0000,0.0000
10.303,1,0.0526,0.5963,0.891,0.0000,0.0000
10.369,1,0.0528,0.5965,0.892,0.0000,0.0000
10.433,1,0.0532,0.5963,0.891,0.0000,0.0000
10.502,1,0.0538,0.5965,0.890,0.0000,0.0000
10.565,1,0.0543,0.5968,0.890,0.0000,0.0000
10.634,1,0.0545,0.5969,0.892,0.0000,0.0000
10.703,1,0.0542,0.5970,0.891,0.0000,0.0000
10.766,1,0.0535,0.5967,0.892,0.0000,0.0000
10.835,1,0.0526,0.5969,0.892,0.0000,0.0000
10.900,1,0.0521,0.5970,0.892,0.0000,0.0000
10.966,1,0.0519,0.5972,0.892,0.0000,0.0000
11.033,1,0.0520,0.5969,0.891,0.0000,0.0000
11.097,1,0.0525,0.5966,0.891,0.0000,0.0000
11.150,1,0.0530,0.5963,0.892,0.0000,0.0000
11.202,1,0.0537,0.5984,0.892,0.0000,0.0000
11.268,1,0.0546,0.5998,0.891,0.0000,0.0000
11.335,1,0.0561,0.6015,0.886,0.0000,0.0000
11.398,1,0.0586,0.6027,0.879,0.0000,0.0000
11.465,1,0.0635,0.6028,0.885,0.0000,0.0000
11.535,1,0.0687,0.6022,0.883,0.0000,0.0000
11.595,1,0.0735,0.5997,0.887,0.0000,0.0000
11.666,1,0.0762,0.5983,0.889,0.0000,0.0000
11.730,1,0.0753,0.5987,0.893,0.0000,0.0000
11.798,1,0.0702,0.5950,0.886,0.0000,0.0000
11.865,1,0.0623,0.5927,0.889,0.0000,0.0000
11.930,1,0.0468,0.5922,0.893,0.0000,0.0000
11.998,1,0.0310,0.5920,0.901,0.0000,0.0000
12.066,1,0.0152,0.5920,0.905,0.0000,0.0000
12.129,1,0.0004,0.5925,0.906,0.0000,0.0000
12.198,1,-0.0163,0.5910,0.898,0.0000,0.0000
12.262,1,-0.0339,0.5879,0.904,0.0000,0.0000
12.330,1,-0.0508,0.5831,0.898,0.0000,0.0000
12.398,1,-0.0684,0.5814,0.906,0.0000,0.0000
12.462,1,-0.0834,0.5807,0.911,0.0000,0.0000
12.530,1,-0.0961,0.5809,0.900,0.0000,0.0000
12.599,1,-0.1090,0.5829,0.900,0.0000,0.0000
12.662,1,-0.1191,0.5857,0.907,0.0000,0.0000
12.730,1,-0.1263,0.5881,0.908,0.0000,0.0000
12.794,1,-0.1303,0.5902,0.905,0.0000,0.0000
12.847,1,-0.1323,0.5915,0.905,0.0000,0.0000
12.901,1,-0.1311,0.5922,0.903,0.0000,0.0000
12.963,1,-0.1292,0.5915,0.903,0.0000,0.0000
13.030,1,-0.1277,0.5909,0.897,0.0000,0.0000
13.095,1,-0.1274,0.5903,0.896,0.0000,0.0000
13.162,1,-0.1280,0.5888,0.882,0.0000,0.0000
13.229,1,-0.1320,0.5892,0.879,0.0000,0.0000
13.294,1,-0.1373,0.5900,0.884,0.0000,0.0000
13.362,1,-0.1447,0.5908,0.889,0.0000,0.0000
13.426,1,-0.1555,0.5904,0.898,0.0000,0.0387
13.494,1,-0.1706,0.5899,0.905,0.0000,0.0791
13.562,1,-0.1880,0.5872,0.911,0.0000,0.1198
13.626,1,-0.2084,0.5856,0.917,0.0000,0.1586
13.694,1,-0.2273,0.5833,0.905,0.0000,0.1995
13.763,1,-0.2433,0.5816,0.902,0.0000,0.2405
13.826,1,-0.2577,0.5801,0.887,0.0000,0.2786
13.893,1,-0.2710,0.5801,0.896,0.0000,0.3189
13.959,1,-0.2834,0.5796,0.902,0.0000,0.3401
14.026,1,-0.2929,0.5802,0.906,0.0000,0.3515
14.094,1,-0.2995,0.5813,0.908,0.0000,0.3594
14.159,1,-0.3035,0.5821,0.908,0.0000,0.3642
14.227,1,-0.3057,0.5828,0.908,0.0000,0.3669
14.294,1,-0.3064,0.5840,0.910,0.0000,0.3677
14.358,1,-0.3061,0.5855,0.911,0.0000,0.3673
14.426,1,-0.3051,0.5869,0.910,0.0000,0.3661
14.490,1,-0.3044,0.5878,0.909,0.0000,0.3652
14.543,1,-0.3046,0.5884,0.911,0.0000,0.3656
14.595,1,-0.3062,0.5879,0.913,0.0000,0.3675
14.658,1,-0.3092,0.5873,0.906,0.0000,0.3710
14.726,1,-0.3151,0.5872,0.901,0.0000,0.3781
14.790,1,-0.3255,0.5874,0.900,0.0000,0.3906
14.859,1,-0.3381,0.5879,0.904,0.0000,0.4057
14.926,1,-0.3533,0.5879,0.905,0.0000,0.4240
14.990,1,-0.3706,0.5890,0.903,0.0000,0.4447
15.059,1,-0.3863,0.5893,0.902,0.0000,0.4636
15.122,1,-0.4004,0.5892,0.907,0.0000,0.4805
15.190,1,-0.4156,0.5886,0.909,0.0000,0.4988
15.258,1,-0.4281,0.5879,0.912,0.0000,0.5137
15.322,1,-0.4388,0.5873,0.910,0.0000,0.5266
15.389,1,-0.4478,0.5877,0.907,0.0000,0.5374
15.459,1,-0.4559,0.5886,0.902,0.0000,0.5471
15.522,1,-0.4614,0.5901,0.904,0.0000,0.5537
15.590,1,-0.4647,0.5914,0.906,0.0000,0.5577
15.654,1,-0.4650,0.5925,0.906,0.0000,0.5579
15.722,1,-0.4628,0.5924,0.910,0.0000,0.5554
15.789,1,-0.4592,0.5925,0.913,0.0000,0.5510
15.855,1,-0.4551,0.5932,0.913,0.0000,0.5461
15.923,1,-0.4509,0.5943,0.913,0.0000,0.5411
15.990,1,-0.4477,0.5954,0.914,0.0000,0.5372
16.056,1,-0.4474,0.5957,0.914,0.0000,0.5368
16.122,1,-0.4488,0.5954,0.913,0.0000,0.5386
16.186,1,-0.4522,0.5952,0.911,0.0000,0.5426
16.239,1,-0.4568,0.5949,0.908,0.0000,0.5481
16.292,1,-0.4654,0.5951,0.902,0.0000,0.5585
16.354,1,-0.4791,0.5943,0.910,0.0000,0.5750
16.421,1,-0.4935,0.5929,0.909,0.0000,0.5922
16.486,1,-0.5074,0.5915,0.908,0.0000,0.6000
16.556,1,-0.5203,0.5910,0.903,0.0000,0.6000
16.621,1,-0.5303,0.5912,0.903,0.0000,0.6000
16.686,1,-0.5377,0.5914,0.903,0.0000,0.6000
16.755,1,-0.5432,0.5931,0.903,0.0000,0.6000
16.818,1,-0.5468,0.5945,0.906,0.0000,0.6000
16.885,1,-0.5486,0.5947,0.908,0.0000,0.6000
16.953,1,-0.5483,0.5941,0.909,0.0000,0.6000
17.018,1,-0.5435,0.5926,0.914,0.0000,0.6000
17.085,1,-0.5304,0.5907,0.910,0.0000,0.6000
17.152,1,-0.5141,0.5880,0.907,0.0000,0.6000
17.217,1,-0.4927,0.5857,0.901,0.0000,0.5912
17.284,1,-0.4687,0.5840,0.907,0.0000,0.5624
17.350,1,-0.4391,0.5839,0.903,0.0000,0.5270
17.418,1,-0.4084,0.5813,0.904,0.0000,0.4901
17.486,1,-0.3822,0.5804,0.900,0.0000,0.4587
17.552,1,-0.3593,0.5795,0.908,0.0000,0.4312
17.619,1,-0.3400,0.5787,0.908,0.0000,0.4080
17.687,1,-0.3254,0.5782,0.912,0.0000,0.3905
17.750,1,-0.3134,0.5789,0.909,0.0000,0.3760
17.818,1,-0.3040,0.5794,0.909,0.0000,0.3648
17.882,1,-0.2968,0.5803,0.899,0.0000,0.3561
17.935,1,-0.2917,0.5816,0.900,0.0000,0.3500
17.987,1,-0.2879,0.5828,0.894,0.0000,0.3455
18.048,1,-0.2855,0.5840,0.893,0.0000,0.3426
18.117,1,-0.2834,0.5854,0.899,0.0000,0.3401
18.181,1,-0.2813,0.5851,0.901,0.0000,0.3375
18.249,1,-0.2770,0.5849,0.903,0.0000,0.3324
18.316,1,-0.2719,0.5850,0.902,0.0000,0.3263
18.381,1,-0.2658,0.5847,0.900,0.0000,0.3189
18.449,1,-0.2574,0.5838,0.904,0.0000,0.3089
18.514,1,-0.2457,0.5824,0.902,0.0000,0.2949
18.581,1,-0.2313,0.5827,0.905,0.0000,0.2776
18.649,1,-0.2131,0.5808,0.906,0.0000,0.2557
18.713,1,-0.1941,0.5784,0.893,0.0000,0.2500
18.782,1,-0.1739,0.5768,0.908,0.0000,0.2500
18.848,1,-0.1527,0.5770,0.905,0.0000,0.2500
18.914,1,-0.1323,0.5747,0.905,0.0000,0.2104
18.981,1,-0.1132,0.5741,0.911,0.0000,0.1699
19.045,1,-0.0959,0.5738,0.907,0.0000,0.1318
19.099,1,-0.0842,0.5731,0.906,0.0000,0.0996
19.151,1,-0.0712,0.5722,0.889,0.0000,0.0684
19.213,1,-0.0578,0.5710,0.898,0.0000,0.0307
19.281,1,-0.0488,0.5708,0.908,0.0000,0.0000
19.346,1,-0.0410,0.5713,0.911,0.0000,0.0000
19.413,1,-0.0347,0.5716,0.909,0.0000,0.0000
19.483,1,-0.0299,0.5717,0.913,0.0000,0.0000
19.547,1,-0.0245,0.5722,0.906,0.0000,0.0000
19.613,1,-0.0186,0.5725,0.908,0.0000,0.0000
19.678,1,-0.0119,0.5728,0.904,0.0000,0.0000
19.746,1,-0.0058,0.5742,0.901,0.0000,0.0000
19.813,1,0.0007,0.5758,0.895,0.0000,0.0000
19.877,1,0.0085,0.5771,0.888,0.0000,0.0000
19.946,1,0.0152,0.5768,0.885,0.0000,0.0000
20.014,1,0.0226,0.5762,0.885,0.0000,0.0000
20.079,1,0.0294,0.5757,0.878,0.0000,0.0000
20.146,1,0.0386,0.5757,0.883,0.0000,0.0000
20.210,1,0.0505,0.5752,0.886,0.0000,0.0000
20.279,1,0.0615,0.5775,0.895,0.0000,0.0000
20.345,1,0.0739,0.5772,0.899,0.0000,0.0000
20.410,1,0.0866,0.5770,0.890,0.0000,0.0000
20.478,1,0.1019,0.5775,0.884,0.0000,0.0000
20.545,1,0.1168,0.5768,0.890,0.0000,0.0000
20.611,1,0.1308,0.5740,0.893,0.0000,0.0000
20.677,1,0.1435,0.5731,0.879,0.0000,0.0000
20.741,1,0.1541,0.5716,0.896,0.0000,-0.0383
20.794,1,0.1616,0.5710,0.901,0.0000,-0.0701
20.847,1,0.1692,0.5703,0.897,0.0000,-0.1017
20.909,1,0.1759,0.5703,0.887,0.0000,-0.1389
20.977,1,0.1832,0.5704,0.901,0.0000,-0.1796
21.042,1,0.1902,0.5708,0.901,0.0000,-0.2188
21.110,1,0.1968,0.5721,0.898,0.0000,-0.2500
21.178,1,0.2030,0.5731,0.897,0.0000,-0.2500
21.242,1,0.2091,0.5743,0.894,0.0000,-0.2509
21.310,1,0.2143,0.5756,0.890,0.0000,-0.2572
21.374,1,0.2192,0.5779,0.889,0.0000,-0.2630
21.442,1,0.2229,0.5771,0.887,0.0000,-0.2675
21.511,1,0.2280,0.5767,0.889,0.0000,-0.2736
21.575,1,0.2371,0.5763,0.880,0.0000,-0.2846
21.642,1,0.2466,0.5750,0.884,0.0000,-0.2959
21.709,1,0.2555,0.5783,0.880,0.0000,-0.3066
21.774,1,0.2658,0.5783,0.892,0.0000,-0.3189
21.842,1,0.2768,0.5782,0.890,0.0000,-0.3321
21.907,1,0.2898,0.5796,0.894,0.0000,-0.3477
21.975,1,0.3048,0.5780,0.895,0.0000,-0.3657
22.043,1,0.3193,0.5771,0.898,0.0000,-0.3832
22.106,1,0.3345,0.5790,0.885,0.0000,-0.4014
22.173,1,0.3498,0.5795,0.894,0.0000,-0.4197
22.243,1,0.3646,0.5789,0.894,0.0000,-0.4375
22.306,1,0.3758,0.5788,0.891,0.0000,-0.4509
22.373,1,0.3889,0.5794,0.877,0.0000,-0.4667
22.438,1,0.4011,0.5808,0.877,0.0000,-0.4814
22.491,1,0.4090,0.5816,0.873,0.0000,-0.4908
22.544,1,0.4117,0.5835,0.879,0.0000,-0.4941
22.606,1,0.4159,0.5847,0.876,0.0000,-0.4991
22.673,1,0.4186,0.5859,0.878,0.0000,-0.5024
22.737,1,0.4222,0.5876,0.875,0.0000,-0.5067
22.806,1,0.4248,0.5894,0.875,0.0000,-0.5097
22.874,1,0.4268,0.5908,0.875,0.0000,-0.5122
22.938,1,0.4312,0.5919,0.873,0.0000,-0.5174
23.006,1,0.4369,0.5920,0.872,0.0000,-0.5243
23.070,1,0.4416,0.5914,0.868,0.0000,-0.5299
23.138,1,0.4467,0.5894,0.873,0.0000,-0.5360
23.206,1,0.4512,0.5919,0.879,0.0000,-0.5415
23.271,1,0.4571,0.5936,0.873,0.0000,-0.5485
23.339,1,0.4651,0.5945,0.878,0.0000,-0.5581
23.405,1,0.4747,0.5950,0.882,0.0000,-0.5696
23.469,1,0.4835,0.5952,0.896,0.0000,-0.5802
23.537,1,0.4899,0.5954,0.898,0.0000,-0.5879
23.600,1,0.4933,0.5956,0.898,0.0000,-0.5920
23.670,1,0.4951,0.5956,0.898,0.0000,-0.5941
23.738,1,0.4977,0.5959,0.895,0.0000,-0.5973
23.802,1,0.5017,0.5964,0.894,0.0000,-0.6000
23.870,1,0.5041,0.5968,0.888,0.0000,-0.6000
23.939,1,0.5073,0.5955,0.887,0.0000,-0.6000
24.002,1,0.5119,0.5952,0.887,0.0000,-0.6000
24.070,1,0.5158,0.5974,0.891,0.0000,-0.6000
24.134,1,0.5184,0.5986,0.897,0.0000,-0.6000
24.186,1,0.5199,0.5992,0.897,0.0000,-0.6000
24.238,1,0.5184,0.5996,0.888,0.0000,-0.6000
24.302,1,0.5166,0.5987,0.894,0.0000,-0.6000
24.369,1,0.5155,0.5983,0.887,0.0000,-0.6000
24.434,1,0.5156,0.5980,0.883,0.0000,-0.6000
24.502,1,0.5137,0.5976,0.887,0.0000,-0.6000
24.570,1,0.5121,0.5973,0.885,0.0000,-0.6000
24.634,1,0.5115,0.5975,0.884,0.0000,-0.6000
24.702,1,0.5096,0.5978,0.883,0.0000,-0.6000
24.766,1,0.5027,0.5972,0.887,0.0000,-0.6000
24.834,1,0.4891,0.5966,0.879,0.0000,-0.5869
24.901,1,0.4739,0.5967,0.879,0.0000,-0.5687
24.967,1,0.4562,0.5961,0.886,0.0000,-0.5474
25.034,1,0.4348,0.5967,0.896,0.0000,-0.5218
25.101,1,0.4090,0.5968,0.904,0.0000,-0.4908
25.168,1,0.3782,0.5942,0.900,0.0000,-0.4538
25.232,1,0.3463,0.5922,0.895,0.0000,-0.4155
25.299,1,0.3151,0.5903,0.878,0.0000,-0.3782
25.366,1,0.2867,0.5892,0.863,0.0000,-0.3441
25.434,1,0.2489,0.5903,0.889,0.0000,-0.3036
25.498,1,0.2162,0.5923,0.901,0.0000,-0.2649
25.565,1,0.1862,0.5925,0.903,0.0000,-0.2500
25.633,1,0.1582,0.5926,0.892,0.0000,-0.2500
25.697,1,0.1336,0.5908,0.904,0.0000,-0.2111
25.765,1,0.1130,0.5879,0.896,0.0000,-0.1704
25.830,1,0.0903,0.5851,0.906,0.0000,-0.1314
25.883,1,0.0714,0.5837,0.908,0.0000,-0.0995
25.936,1,0.0508,0.5812,0.904,0.0000,-0.0677
25.998,1,0.0289,0.5794,0.917,0.0000,-0.0309
26.066,1,0.0095,0.5794,0.908,0.0000,0.0000
26.131,1,-0.0121,0.5802,0.916,0.0000,0.0000
26.197,1,-0.0329,0.5808,0.908,0.0000,0.0000
26.266,1,-0.0509,0.5801,0.908,0.0000,0.0000
26.330,1,-0.0652,0.5792,0.912,0.0000,0.0000
26.397,1,-0.0766,0.5790,0.914,0.0000,0.0000
26.462,1,-0.0862,0.5774,0.914,0.0000,0.0000
26.529,1,-0.0929,0.5758,0.909,0.0000,0.0000
26.597,1,-0.0974,0.5742,0.907,0.0000,0.0000
26.661,1,-0.1003,0.5730,0.907,0.0000,0.0000
26.729,1,-0.1013,0.5720,0.908,0.0000,0.0000
26.797,1,-0.1008,0.5717,0.908,0.0000,0.0000
26.863,1,-0.0992,0.5714,0.908,0.0000,0.0000
26.930,1,-0.0964,0.5715,0.910,0.0000,0.0000
26.993,1,-0.0931,0.5711,0.910,0.0000,0.0000
27.061,1,-0.0899,0.5711,0.909,0.0000,0.0000
27.128,1,-0.0867,0.5712,0.911,0.0000,0.0000
27.195,1,-0.0835,0.5713,0.912,0.0000,0.0000
27.261,1,-0.0802,0.5714,0.913,0.0000,0.0000
27.330,1,-0.0766,0.5717,0.912,0.0000,0.0000
27.394,1,-0.0734,0.5716,0.910,0.0000,0.0000
27.461,1,-0.0702,0.5719,0.909,0.0000,0.0000
27.526,1,-0.0675,0.5721,0.904,0.0000,0.0000
27.579,1,-0.0645,0.5721,0.902,0.0000,0.0000
27.633,1,-0.0624,0.5723,0.899,0.0000,0.0000
27.695,1,-0.0605,0.5729,0.899,0.0000,0.0000
27.762,1,-0.0587,0.5731,0.900,0.0000,0.0000
27.826,1,-0.0566,0.5728,0.903,0.0000,0.0000
27.894,1,-0.0544,0.5717,0.907,0.0000,0.0000
27.962,1,-0.0518,0.5704,0.910,0.0000,0.0000
28.026,1,-0.0486,0.5694,0.912,0.0000,0.0000
28.093,1,-0.0453,0.5676,0.913,0.0000,0.0000
28.158,1,-0.0419,0.5658,0.913,0.0000,0.0000
28.225,1,-0.0393,0.5645,0.913,0.0000,0.0000
28.293,1,-0.0371,0.5637,0.914,0.0000,0.0000
28.358,1,-0.0353,0.5630,0.913,0.0000,0.0000
28.425,1,-0.0342,0.5624,0.912,0.0000,0.0000
28.494,1,-0.0348,0.5602,0.913,0.0000,0.0000
28.558,1,-0.0369,0.5581,0.911,0.0000,0.0000
28.626,1,-0.0431,0.5571,0.909,0.0000,0.0000
28.690,1,-0.0515,0.5560,0.900,0.0000,0.0000
28.758,1,-0.0614,0.5526,0.895,0.0000,0.0000
28.826,1,-0.0715,0.5474,0.897,0.0000,0.0000
28.890,1,-0.0804,0.5440,0.900,0.0000,0.0000
28.958,1,-0.0883,0.5423,0.905,0.0000,0.0000
29.026,1,-0.0946,0.5402,0.908,0.0000,0.0000
29.089,1,-0.0992,0.5393,0.909,0.0000,0.0000
29.158,1,-0.1024,0.5374,0.911,0.0000,0.0000
29.222,1,-0.1035,0.5356,0.909,0.0000,0.0000
29.274,1,-0.1033,0.5340,0.908,0.0000,0.0000
29.326,1,-0.1014,0.5324,0.911,0.0000,0.0000
29.390,1,-0.0979,0.5303,0.921,0.0000,0.0000
29.458,1,-0.0927,0.5283,0.916,0.0000,0.0000
29.522,1,-0.0857,0.5267,0.918,0.0000,0.0000
29.590,1,-0.0785,0.5253,0.916,0.0000,0.0000
29.658,1,-0.0718,0.5242,0.913,0.0000,0.0000
29.722,1,-0.0661,0.5234,0.915,0.0000,0.0000
29.790,1,-0.0607,0.5225,0.911,0.0000,0.0000
29.854,1,-0.0567,0.5217,0.909,0.0000,0.0000
29.922,1,-0.0535,0.5204,0.907,0.0000,0.0000
29.990,1,-0.0507,0.5188,0.903,0.0000,0.0000
30.054,1,-0.0487,0.5170,0.903,0.0000,0.0000
30.122,1,-0.0473,0.5153,0.902,0.0000,0.0000
30.189,1,-0.0463,0.5137,0.905,0.0000,0.0000
30.254,1,-0.0460,0.5123,0.907,0.0000,0.0000
30.322,1,-0.0462,0.5110,0.907,0.0000,0.0000
30.386,1,-0.0471,0.5096,0.905,0.0000,0.0000
30.454,1,-0.0489,0.5085,0.901,0.0000,0.0000
30.522,1,-0.0511,0.5079,0.897,0.0000,0.0000
30.585,1,-0.0532,0.5060,0.886,0.0000,0.0000
30.654,1,-0.0563,0.5048,0.885,0.0000,0.0000
30.722,1,-0.0611,0.5026,0.887,0.0000,0.0000
30.786,1,-0.0653,0.5009,0.890,0.0000,0.0000
30.853,1,-0.0694,0.4979,0.896,0.0404,0.0000
30.918,1,-0.0728,0.4946,0.900,0.0791,0.0000
30.971,1,-0.0759,0.4922,0.900,0.1111,0.0000
31.024,1,-0.0794,0.4906,0.900,0.1432,0.0000
31.086,1,-0.0833,0.4891,0.899,0.1798,0.0000
31.144,1,-0.0873,0.4878,0.894,0.2000,0.0000
31.215,1,-0.0903,0.4867,0.895,0.2000,0.0000
31.285,1,-0.0927,0.4857,0.897,0.2000,0.0000
31.353,1,-0.0942,0.4850,0.898,0.2000,0.0000
