t,visible,lateral,tamano,confianza,vx,wz
5.132,1,-0.0154,0.5675,0.883,0.0000,0.0000
5.184,1,-0.0105,0.5661,0.877,0.0000,0.0000
5.248,1,-0.0073,0.5643,0.881,0.0000,0.0000
5.320,1,-0.0064,0.5615,0.880,0.0000,0.0000
5.379,1,-0.0128,0.5598,0.872,0.0000,0.0000
5.467,1,-0.0197,0.5569,0.862,0.0000,0.0000
5.521,1,-0.0261,0.5533,0.867,0.0000,0.0000
5.578,1,-0.0335,0.5500,0.890,0.0000,0.0000
5.646,1,-0.0395,0.5469,0.878,0.0000,0.0000
5.715,1,-0.0452,0.5432,0.870,0.0000,0.0000
5.777,1,-0.0510,0.5409,0.863,0.0000,0.0000
5.831,1,-0.0548,0.5391,0.863,0.0000,0.0000
5.915,1,-0.0571,0.5377,0.863,0.0000,0.0000
6.001,1,-0.0592,0.5365,0.869,0.0000,0.0000
6.055,1,-0.0607,0.5352,0.869,0.0000,0.0000
6.110,1,-0.0614,0.5336,0.872,0.0000,0.0000
6.178,1,-0.0609,0.5314,0.870,0.0000,0.0000
6.241,1,-0.0600,0.5297,0.866,0.0000,0.0000
6.297,1,-0.0583,0.5259,0.859,0.0000,0.0000
6.382,1,-0.0582,0.5238,0.869,0.0000,0.0000
6.474,1,-0.0574,0.5217,0.871,0.0000,0.0000
6.537,1,-0.0571,0.5206,0.880,0.0000,0.0000
6.591,1,-0.0570,0.5194,0.886,0.0000,0.0000
6.644,1,-0.0575,0.5170,0.886,0.0000,0.0000
6.698,1,-0.0583,0.5150,0.887,0.0000,0.0000
6.783,1,-0.0593,0.5129,0.892,0.0000,0.0000
6.855,1,-0.0630,0.5113,0.889,0.0000,0.0000
6.897,1,-0.0694,0.5092,0.894,0.0000,0.0000
6.978,1,-0.0757,0.5097,0.913,0.0000,0.0000
7.031,1,-0.0807,0.5101,0.912,0.0000,0.0000
7.084,1,-0.0887,0.5083,0.884,0.0000,0.0000
7.143,1,-0.0980,0.5072,0.874,0.0000,0.0000
7.210,1,-0.1081,0.5056,0.886,0.0000,0.0000
7.274,1,-0.1174,0.5038,0.897,0.0000,0.0000
7.342,1,-0.1254,0.5007,0.888,0.0000,0.0000
7.411,1,-0.1328,0.4972,0.895,0.0415,0.0000
7.474,1,-0.1408,0.4959,0.897,0.0788,0.0000
7.532,1,-0.1481,0.4952,0.894,0.1140,0.0000
7.592,1,-0.1536,0.4936,0.883,0.1496,0.0356
7.705,1,-0.1572,0.4920,0.872,0.2000,0.1036
7.779,1,-0.1599,0.4910,0.871,0.2000,0.1480
7.832,1,-0.1623,0.4906,0.870,0.2000,0.1799
7.884,1,-0.1643,0.4901,0.871,0.2000,0.2113
7.942,1,-0.1654,0.4900,0.873,0.2000,0.2458
8.006,1,-0.1653,0.4900,0.876,0.2000,0.2500
8.075,1,-0.1644,0.4900,0.877,0.2000,0.2500
8.139,1,-0.1623,0.4901,0.879,0.2000,0.2500
8.206,1,-0.1610,0.4899,0.885,0.2000,0.2500
8.274,1,-0.1605,0.4898,0.889,0.2000,0.2500
8.338,1,-0.1607,0.4898,0.888,0.2000,0.2500
8.405,1,-0.1611,0.4899,0.887,0.2000,0.2500
8.474,1,-0.1615,0.4901,0.884,0.2000,0.2500
8.538,1,-0.1617,0.4900,0.882,0.2000,0.2500
8.607,1,-0.1615,0.4901,0.884,0.2000,0.2500
8.670,1,-0.1613,0.4901,0.883,0.2000,0.2500
8.723,1,-0.1613,0.4899,0.879,0.2000,0.2500
8.776,1,-0.1615,0.4898,0.877,0.2000,0.2500
8.839,1,-0.1612,0.4897,0.877,0.2000,0.2500
8.907,1,-0.1606,0.4896,0.880,0.2000,0.2500
8.970,1,-0.1599,0.4903,0.882,0.2000,0.2500
9.036,1,-0.1587,0.4902,0.880,0.2000,0.2500
9.106,1,-0.1576,0.4902,0.880,0.2000,0.2500
9.170,1,-0.1566,0.4900,0.881,0.2000,0.2500
9.238,1,-0.1555,0.4896,0.879,0.2000,0.2500
9.301,1,-0.1546,0.4895,0.881,0.2000,0.2500
9.370,1,-0.1533,0.4893,0.878,0.2000,0.2500
9.438,1,-0.1522,0.4892,0.880,0.2000,0.2500
9.503,1,-0.1515,0.4893,0.879,0.2000,0.2500
9.571,1,-0.1509,0.4897,0.882,0.2000,0.2500
9.639,1,-0.1505,0.4904,0.881,0.2000,0.2500
9.703,1,-0.1501,0.4908,0.881,0.2000,0.2500
9.770,1,-0.1495,0.4911,0.884,0.2000,0.2093
9.834,1,-0.1501,0.4917,0.885,0.2000,0.2475
9.903,1,-0.1503,0.4923,0.887,0.2000,0.2500
9.970,1,-0.1507,0.4929,0.890,0.2000,0.2500
10.035,1,-0.1512,0.4934,0.895,0.2000,0.2500
10.100,1,-0.1520,0.4939,0.892,0.2000,0.2500
10.156,1,-0.1529,0.4938,0.896,0.2000,0.2500
10.263,1,-0.1536,0.4949,0.895,0.2000,0.2500
10.332,1,-0.1545,0.4969,0.892,0.2000,0.2500
10.385,1,-0.1557,0.4993,0.889,0.2000,0.2500
10.437,1,-0.1578,0.5015,0.893,0.1686,0.2500
10.502,1,-0.1613,0.5021,0.887,0.1297,0.2500
10.567,1,-0.1689,0.5032,0.878,0.0909,0.2500
10.634,1,-0.1786,0.5041,0.869,0.0504,0.2500
10.704,1,-0.1974,0.5049,0.873,0.0087,0.2500
10.767,1,-0.2164,0.5027,0.884,0.0000,0.2597
10.834,1,-0.2368,0.5025,0.874,0.0000,0.2842
10.902,1,-0.2624,0.4983,0.859,0.0408,0.3148
10.966,1,-0.2834,0.4943,0.822,0.0791,0.3401
11.034,1,-0.3097,0.4847,0.837,0.1203,0.3716
11.097,1,-0.3383,0.4728,0.807,0.1581,0.4059
11.166,1,-0.3651,0.4572,0.846,0.1990,0.4381
11.234,1,-0.3868,0.4494,0.857,0.2108,0.4642
11.298,1,-0.4068,0.4421,0.867,0.2211,0.4881
11.367,1,-0.4296,0.4379,0.834,0.2269,0.5155
11.434,1,-0.4561,0.4355,0.877,0.2303,0.5474
11.498,1,-0.4780,0.4334,0.845,0.2333,0.5736
11.566,1,-0.4969,0.4329,0.855,0.2339,0.5963
11.629,1,-0.5123,0.4324,0.867,0.2347,0.6000
11.697,1,-0.5261,0.4330,0.850,0.2338,0.6000
11.765,1,-0.5396,0.4356,0.846,0.2302,0.6000
11.830,1,-0.5594,0.4397,0.871,0.2244,0.6000
11.896,1,-0.5726,0.4427,0.879,0.2202,0.6000
11.966,1,-0.5898,0.4459,0.837,0.2157,0.6000
12.032,1,-0.6072,0.4476,0.866,0.2133,0.6000
12.099,1,-0.6244,0.4493,0.841,0.2110,0.6000
12.163,1,-0.6486,0.4730,0.858,0.2000,0.6000
12.231,1,-0.6697,0.4898,0.859,0.2000,0.6000
12.298,1,-0.6926,0.4991,0.868,0.2000,0.6000
12.362,1,-0.7181,0.5046,0.853,0.1617,0.6000
12.431,1,-0.7414,0.5093,0.864,0.1201,0.6000
12.498,1,-0.7603,0.5134,0.885,0.0798,0.6000
12.563,1,-0.7743,0.5161,0.897,0.0409,0.6000
12.631,1,-0.7842,0.5171,0.898,0.0000,0.6000
12.695,1,-0.7906,0.5174,0.895,0.0000,0.6000
12.762,1,-0.7948,0.5169,0.884,0.0000,0.6000
12.831,1,-0.7981,0.5169,0.883,0.0000,0.6000
12.894,1,-0.8001,0.5170,0.884,0.0000,0.6000
12.961,1,-0.8012,0.5174,0.888,0.0000,0.6000
13.031,1,-0.8011,0.5178,0.891,0.0000,0.6000
13.094,1,-0.7990,0.5187,0.888,0.0000,0.6000
13.162,1,-0.7959,0.5190,0.894,0.0000,0.6000
13.226,1,-0.7896,0.5183,0.861,0.0000,0.6000
13.295,1,-0.7785,0.5161,0.854,0.0000,0.6000
13.364,1,-0.7638,0.5145,0.836,0.0000,0.6000
13.426,1,-0.7449,0.5121,0.860,0.0000,0.6000
13.494,1,-0.7209,0.5084,0.858,0.0000,0.6000
13.562,1,-0.6923,0.4973,0.852,0.0410,0.6000
13.627,1,-0.6615,0.4725,0.854,0.0803,0.6000
13.695,1,-0.6321,0.4562,0.852,0.1206,0.6000
13.759,1,-0.6026,0.4440,0.867,0.1590,0.6000
13.811,1,-0.5812,0.4374,0.870,0.1908,0.6000
13.863,1,-0.5559,0.4329,0.849,0.2218,0.6000
13.926,1,-0.5328,0.4288,0.863,0.2397,0.6000
13.994,1,-0.5132,0.4274,0.843,0.2417,0.6000
14.059,1,-0.4982,0.4270,0.869,0.2423,0.5979
14.127,1,-0.4843,0.4258,0.855,0.2439,0.5812
14.195,1,-0.4725,0.4268,0.858,0.2425,0.5670
14.259,1,-0.4600,0.4271,0.874,0.2420,0.5520
14.325,1,-0.4480,0.4293,0.876,0.2390,0.5377
14.420,1,-0.4346,0.4323,0.875,0.2348,0.5215
14.473,1,-0.4180,0.4371,0.862,0.2281,0.5015
14.526,1,-0.3985,0.4401,0.873,0.2239,0.4782
14.592,1,-0.3787,0.4629,0.856,0.2000,0.4544
14.658,1,-0.3563,0.4838,0.862,0.2000,0.4276
14.728,1,-0.3353,0.4976,0.881,0.2000,0.4023
14.792,1,-0.3198,0.5079,0.855,0.1617,0.3838
14.860,1,-0.3060,0.5136,0.851,0.1213,0.3672
14.921,1,-0.2899,0.5195,0.887,0.0842,0.3479
14.987,1,-0.2720,0.5241,0.898,0.0448,0.3264
15.058,1,-0.2557,0.5252,0.892,0.0024,0.3069
15.122,1,-0.2322,0.5254,0.900,0.0000,0.2787
15.190,1,-0.2068,0.5271,0.900,0.0000,0.2500
15.258,1,-0.1842,0.5279,0.891,0.0000,0.2500
15.322,1,-0.1648,0.5296,0.881,0.0000,0.2500
15.391,1,-0.1468,0.5303,0.861,0.0000,0.2083
15.455,1,-0.1302,0.5308,0.871,0.0000,0.1702
15.508,1,-0.1161,0.5316,0.873,0.0000,0.1385
15.561,1,-0.1018,0.5324,0.872,0.0000,0.1067
15.625,1,-0.0881,0.5312,0.870,0.0000,0.0684
15.692,1,-0.0759,0.5318,0.890,0.0000,0.0277
15.755,1,-0.0665,0.5334,0.893,0.0000,0.0000
15.822,1,-0.0547,0.5356,0.898,0.0000,0.0000
15.891,1,-0.0450,0.5395,0.896,0.0000,0.0000
15.955,1,-0.0355,0.5461,0.894,0.0000,0.0000
16.024,1,-0.0214,0.5521,0.878,0.0000,0.0000
16.086,1,0.0081,0.5574,0.864,0.0000,0.0000
16.155,1,0.0296,0.5626,0.884,0.0000,0.0000
16.223,1,0.0451,0.5660,0.886,0.0000,0.0000
16.287,1,0.0575,0.5673,0.880,0.0000,0.0000
16.355,1,0.0685,0.5672,0.891,0.0000,0.0000
16.423,1,0.0823,0.5672,0.889,0.0000,0.0000
16.486,1,0.1009,0.5655,0.905,0.0000,0.0000
16.554,1,0.1206,0.5654,0.893,0.0000,0.0000
16.618,1,0.1433,0.5659,0.908,0.0000,0.0000
16.671,1,0.1608,0.5664,0.906,0.0000,-0.0320
16.724,1,0.1799,0.5665,0.893,0.0000,-0.0635
16.785,1,0.2055,0.5681,0.888,0.0000,-0.1004
16.855,1,0.2248,0.5704,0.879,0.0000,-0.1423
16.917,1,0.2414,0.5692,0.885,0.0000,-0.1797
16.986,1,0.2529,0.5690,0.887,0.0000,-0.2211
17.055,1,0.2615,0.5699,0.888,0.0000,-0.2623
17.104,1,0.2724,0.5704,0.885,0.0000,-0.2918
17.190,1,0.2919,0.5711,0.892,0.0000,-0.3433
17.273,1,0.3124,0.5722,0.900,0.0000,-0.3749
17.327,1,0.3321,0.5725,0.896,0.0000,-0.3985
17.385,1,0.3525,0.5754,0.896,0.0000,-0.4230
17.449,1,0.3667,0.5777,0.884,0.0000,-0.4400
17.517,1,0.3782,0.5785,0.890,0.0000,-0.4538
17.589,1,0.3891,0.5781,0.892,0.0000,-0.4669
17.651,1,0.4072,0.5796,0.878,0.0000,-0.4887
17.718,1,0.4274,0.5805,0.873,0.0000,-0.5129
17.783,1,0.4476,0.5806,0.883,0.0000,-0.5371
17.850,1,0.4720,0.5795,0.898,0.0000,-0.5663
17.917,1,0.4927,0.5803,0.907,0.0000,-0.5912
17.982,1,0.5116,0.5809,0.890,0.0000,-0.6000
18.049,1,0.5245,0.5814,0.896,0.0000,-0.6000
18.118,1,0.5352,0.5810,0.892,0.0000,-0.6000
18.182,1,0.5440,0.5804,0.900,0.0000,-0.6000
18.250,1,0.5522,0.5794,0.910,0.0000,-0.6000
18.314,1,0.5583,0.5793,0.910,0.0000,-0.6000
18.365,1,0.5623,0.5799,0.905,0.0000,-0.6000
18.418,1,0.5654,0.5810,0.912,0.0000,-0.6000
18.482,1,0.5669,0.5820,0.911,0.0000,-0.6000
18.550,1,0.5656,0.5832,0.907,0.0000,-0.6000
18.613,1,0.5618,0.5843,0.897,0.0000,-0.6000
18.682,1,0.5540,0.5846,0.886,0.0000,-0.6000
18.750,1,0.5437,0.5851,0.902,0.0000,-0.6000
18.814,1,0.5338,0.5855,0.915,0.0000,-0.6000
18.882,1,0.5230,0.5862,0.890,0.0000,-0.6000
18.946,1,0.5067,0.5863,0.881,0.0000,-0.6000
19.014,1,0.4891,0.5847,0.872,0.0000,-0.5869
19.083,1,0.4738,0.5833,0.865,0.0000,-0.5685
19.146,1,0.4594,0.5848,0.881,0.0000,-0.5513
19.215,1,0.4430,0.5839,0.892,0.0000,-0.5316
19.281,1,0.4285,0.5841,0.902,0.0000,-0.5142
19.346,1,0.4288,0.5839,0.885,0.0000,-0.5146
19.413,1,0.4271,0.5832,0.891,0.0000,-0.5125
19.477,1,0.4132,0.5822,0.899,0.0000,-0.4959
19.545,1,0.3993,0.5816,0.894,0.0000,-0.4792
19.614,1,0.3895,0.5809,0.897,0.0000,-0.4674
19.678,1,0.3853,0.5804,0.899,0.0000,-0.4624
19.745,1,0.3873,0.5807,0.895,0.0000,-0.4648
19.813,1,0.3836,0.5810,0.902,0.0000,-0.4603
19.878,1,0.3817,0.5818,0.895,0.0000,-0.4580
19.945,1,0.3819,0.5827,0.887,0.0000,-0.4583
20.010,1,0.3875,0.5834,0.887,0.0000,-0.4650
20.063,1,0.3901,0.5836,0.891,0.0000,-0.4682
20.115,1,0.3870,0.5837,0.890,0.0000,-0.4643
20.177,1,0.3812,0.5839,0.898,0.0000,-0.4574
20.246,1,0.3772,0.5839,0.899,0.0000,-0.4526
20.311,1,0.3752,0.5838,0.901,0.0000,-0.4502
20.377,1,0.3746,0.5838,0.902,0.0000,-0.4495
20.446,1,0.3745,0.5837,0.901,0.0000,-0.4494
20.510,1,0.3750,0.5838,0.903,0.0000,-0.4500
20.578,1,0.3755,0.5839,0.901,0.0000,-0.4506
20.642,1,0.3757,0.5840,0.899,0.0000,-0.4508
20.709,1,0.3742,0.5844,0.897,0.0000,-0.4490
20.778,1,0.3723,0.5851,0.897,0.0000,-0.4467
20.841,1,0.3708,0.5859,0.896,0.0000,-0.4450
20.907,1,0.3701,0.5865,0.896,0.0000,-0.4441
20.977,1,0.3696,0.5871,0.897,0.0000,-0.4435
21.042,1,0.3698,0.5874,0.893,0.0000,-0.4438
21.109,1,0.3707,0.5877,0.894,0.0000,-0.4449
21.174,1,0.3726,0.5877,0.895,0.0000,-0.4472
21.242,1,0.3747,0.5873,0.897,0.0000,-0.4497
21.309,1,0.3766,0.5868,0.897,0.0000,-0.4519
21.374,1,0.3776,0.5863,0.897,0.0000,-0.4532
21.442,1,0.3779,0.5862,0.900,0.0000,-0.4535
21.509,1,0.3776,0.5866,0.901,0.0000,-0.4531
21.574,1,0.3770,0.5863,0.900,0.0000,-0.4524
21.641,1,0.3767,0.5860,0.899,0.0000,-0.4520
21.706,1,0.3764,0.5860,0.898,0.0000,-0.4517
21.757,1,0.3760,0.5862,0.900,0.0000,-0.4512
21.809,1,0.3757,0.5854,0.899,0.0000,-0.4509
21.873,1,0.3759,0.5853,0.897,0.0000,-0.4511
21.942,1,0.3759,0.5853,0.895,0.0000,-0.4511
22.006,1,0.3756,0.5852,0.892,0.0000,-0.4507
22.074,1,0.3756,0.5850,0.869,0.0000,-0.4508
22.142,1,0.3761,0.5852,0.864,0.0000,-0.4513
22.206,1,0.3775,0.5852,0.875,0.0000,-0.4530
22.274,1,0.3799,0.5869,0.873,0.0000,-0.4559
22.338,1,0.3812,0.5882,0.877,0.0000,-0.4574
22.406,1,0.3821,0.5890,0.874,0.0000,-0.4586
22.474,1,0.3835,0.5894,0.874,0.0000,-0.4602
22.537,1,0.3850,0.5897,0.875,0.0000,-0.4620
22.607,1,0.3869,0.5899,0.874,0.0000,-0.4643
22.674,1,0.3897,0.5903,0.872,0.0000,-0.4677
22.738,1,0.3916,0.5910,0.872,0.0000,-0.4699
22.806,1,0.3918,0.5893,0.871,0.0000,-0.4702
22.871,1,0.3924,0.5883,0.876,0.0000,-0.4709
22.937,1,0.3933,0.5877,0.873,0.0000,-0.4720
23.006,1,0.3945,0.5873,0.868,0.0000,-0.4734
23.070,1,0.3960,0.5859,0.854,0.0000,-0.4752
23.137,1,0.3979,0.5839,0.848,0.0000,-0.4775
23.206,1,0.4013,0.5826,0.851,0.0000,-0.4816
23.269,1,0.4049,0.5827,0.868,0.0000,-0.4858
23.338,1,0.4071,0.5842,0.867,0.0000,-0.4885
23.401,1,0.4076,0.5836,0.863,0.0000,-0.4891
23.454,1,0.4075,0.5833,0.860,0.0000,-0.4890
23.505,1,0.4072,0.5824,0.851,0.0000,-0.4887
23.571,1,0.4078,0.5818,0.847,0.0000,-0.4894
23.637,1,0.4100,0.5809,0.849,0.0000,-0.4920
23.701,1,0.4119,0.5803,0.849,0.0000,-0.4943
23.769,1,0.4152,0.5804,0.837,0.0000,-0.4983
23.837,1,0.4203,0.5820,0.838,0.0000,-0.5044
23.902,1,0.4240,0.5831,0.850,0.0000,-0.5088
23.969,1,0.4305,0.5836,0.874,0.0000,-0.5166
24.034,1,0.4407,0.5848,0.863,0.0000,-0.5288
24.101,1,0.4542,0.5857,0.873,0.0000,-0.5450
24.170,1,0.4677,0.5878,0.874,0.0000,-0.5612
24.234,1,0.4790,0.5907,0.844,0.0000,-0.5747
24.302,1,0.4894,0.5896,0.873,0.0000,-0.5872
24.370,1,0.5000,0.5889,0.871,0.0000,-0.6000
24.433,1,0.5094,0.5877,0.874,0.0000,-0.6000
24.502,1,0.5173,0.5894,0.865,0.0000,-0.6000
24.566,1,0.5268,0.5888,0.884,0.0000,-0.6000
24.633,1,0.5394,0.5881,0.868,0.0000,-0.6000
24.701,1,0.5479,0.5879,0.874,0.0000,-0.6000
24.765,1,0.5539,0.5873,0.868,0.0000,-0.6000
24.834,1,0.5581,0.5866,0.868,0.0000,-0.6000
24.899,1,0.5605,0.5861,0.871,0.0000,-0.6000
24.966,1,0.5610,0.5857,0.871,0.0000,-0.6000
25.034,1,0.5596,0.5852,0.876,0.0000,-0.6000
25.098,1,0.5577,0.5852,0.877,0.0000,-0.6000
25.151,1,0.5543,0.5853,0.878,0.0000,-0.6000
25.202,1,0.5505,0.5852,0.885,0.0000,-0.6000
25.265,1,0.5462,0.5854,0.879,0.0000,-0.6000
25.334,1,0.5405,0.5855,0.866,0.0000,-0.6000
25.397,1,0.5345,0.5860,0.870,0.0000,-0.6000
25.465,1,0.5306,0.5840,0.861,0.0000,-0.6000
25.534,1,0.5262,0.5842,0.853,0.0000,-0.6000
25.598,1,0.5225,0.5844,0.866,0.0000,-0.6000
25.665,1,0.5207,0.5833,0.859,0.0000,-0.6000
25.730,1,0.5190,0.5824,0.863,0.0000,-0.6000
25.798,1,0.5175,0.5820,0.857,0.0000,-0.6000
25.864,1,0.5168,0.5825,0.854,0.0000,-0.6000
25.928,1,0.5141,0.5832,0.870,0.0000,-0.6000
25.998,1,0.5118,0.5829,0.867,0.0000,-0.6000
26.066,1,0.5100,0.5826,0.857,0.0000,-0.6000
26.129,1,0.5090,0.5827,0.855,0.0000,-0.6000
26.198,1,0.5088,0.5827,0.867,0.0000,-0.6000
26.261,1,0.5111,0.5830,0.875,0.0000,-0.6000
26.330,1,0.5185,0.5825,0.857,0.0000,-0.6000
26.399,1,0.5254,0.5818,0.862,0.0000,-0.6000
26.462,1,0.5336,0.5821,0.842,0.0000,-0.6000
26.529,1,0.5394,0.5829,0.821,0.0000,-0.6000
26.598,1,0.5424,0.5823,0.809,0.0000,-0.6000
26.662,1,0.5445,0.5822,0.812,0.0000,-0.6000
26.729,1,0.5451,0.5806,0.875,0.0000,-0.6000
26.793,1,0.5447,0.5798,0.871,0.0000,-0.6000
26.845,1,0.5422,0.5813,0.870,0.0000,-0.6000
26.898,1,0.5370,0.5801,0.874,0.0000,-0.6000
26.963,1,0.5317,0.5802,0.891,0.0000,-0.6000
27.029,1,0.5254,0.5804,0.899,0.0000,-0.6000
27.094,1,0.5223,0.5804,0.894,0.0000,-0.6000
27.162,1,0.5245,0.5797,0.896,0.0000,-0.6000
27.229,1,0.5235,0.5781,0.903,0.0000,-0.6000
27.294,1,0.5154,0.5771,0.907,0.0000,-0.6000
27.362,1,0.5030,0.5760,0.892,0.0000,-0.6000
27.425,1,0.4905,0.5743,0.880,0.0000,-0.5887
27.493,1,0.4758,0.5733,0.867,0.0000,-0.5709
27.562,1,0.4587,0.5736,0.875,0.0000,-0.5505
27.625,1,0.4448,0.5740,0.891,0.0000,-0.5338
27.694,1,0.4273,0.5748,0.887,0.0000,-0.5128
27.762,1,0.4117,0.5755,0.899,0.0000,-0.4940
27.825,1,0.3944,0.5770,0.894,0.0000,-0.4733
27.894,1,0.3764,0.5791,0.898,0.0000,-0.4517
27.958,1,0.3658,0.5818,0.892,0.0000,-0.4390
28.025,1,0.3602,0.5840,0.894,0.0000,-0.4322
28.093,1,0.3624,0.5853,0.889,0.0000,-0.4349
28.158,1,0.3664,0.5873,0.894,0.0000,-0.4397
28.225,1,0.3704,0.5894,0.897,0.0000,-0.4444
28.294,1,0.3734,0.5904,0.893,0.0000,-0.4480
28.358,1,0.3742,0.5912,0.896,0.0000,-0.4491
28.425,1,0.3726,0.5929,0.901,0.0000,-0.4472
28.489,1,0.3656,0.5950,0.892,0.0000,-0.4388
28.540,1,0.3582,0.5959,0.896,0.0000,-0.4299
28.591,1,0.3478,0.5944,0.910,0.0000,-0.4173
28.658,1,0.3350,0.5926,0.911,0.0000,-0.4020
28.726,1,0.3156,0.5915,0.892,0.0000,-0.3787
28.789,1,0.2896,0.5889,0.884,0.0000,-0.3475
28.857,1,0.2568,0.5865,0.885,0.0000,-0.3082
28.925,1,0.2148,0.5849,0.897,0.0000,-0.2672
28.989,1,0.1846,0.5820,0.903,0.0000,-0.2500
29.057,1,0.1572,0.5804,0.915,0.0000,-0.2500
29.122,1,0.1307,0.5791,0.906,0.0000,-0.2112
29.190,1,0.0990,0.5782,0.899,0.0000,-0.1705
29.258,1,0.0702,0.5780,0.891,0.0000,-0.1293
29.322,1,0.0385,0.5787,0.881,0.0000,-0.0910
29.390,1,0.0116,0.5832,0.885,0.0000,-0.0503
29.459,1,-0.0161,0.5889,0.891,0.0000,-0.0087
29.522,1,-0.0395,0.5931,0.880,0.0000,0.0000
29.589,1,-0.0635,0.5934,0.850,0.0000,0.0000
29.654,1,-0.0818,0.5995,0.813,0.0000,0.0000
29.722,1,-0.0986,0.6056,0.841,0.0000,0.0000
29.790,1,-0.1187,0.6086,0.836,0.0000,0.0000
29.854,1,-0.1386,0.6123,0.855,0.0000,0.0000
29.922,1,-0.1583,0.6157,0.863,0.0000,0.0412
29.990,1,-0.1793,0.6176,0.829,0.0000,0.0820
30.053,1,-0.2027,0.6181,0.831,0.0000,0.1199
30.121,1,-0.2452,0.6135,0.756,0.0000,0.1605
30.186,1,-0.2857,0.6093,0.811,0.0000,0.1994
30.240,1,-0.3157,0.6049,0.830,0.0000,0.2317
30.293,1,-0.3583,0.6060,0.879,0.0000,0.2634
30.353,1,-0.3904,0.6114,0.896,0.0000,0.2997
30.421,1,-0.4197,0.6115,0.886,0.0000,0.3402
30.487,1,-0.4494,0.6096,0.892,0.0000,0.3803
30.553,1,-0.4815,0.6128,0.909,0.0000,0.4196
30.621,1,-0.5102,0.6148,0.905,0.0000,0.4601
30.685,1,-0.5323,0.6079,0.880,0.0000,0.4987
30.754,1,-0.5475,0.6007,0.877,0.0000,0.5405
30.818,1,-0.5587,0.5931,0.883,0.0000,0.5786
30.883,1,-0.5669,0.5854,0.873,0.0000,0.6000
30.956,1,-0.5784,0.5791,0.859,0.0000,0.6000
31.019,1,-0.5906,0.5729,0.879,0.0000,0.6000
31.072,1,-0.6055,0.5730,0.872,0.0000,0.6000
31.184,1,-0.6166,0.5750,0.857,0.0000,0.6000
31.269,1,-0.6283,0.5755,0.847,0.0000,0.6000
