rollout,segment,t,vx_cmd,vy_cmd,wz_cmd,vx_med,vy_med,wz_med,tilt_rad,height,power_W,tau_max
1,4,23.488,0.0,0.3,0.0,-0.1154,0.3596,0.0188,0.0262,0.2741,13.70,13.01
1,4,23.505,0.0,0.3,0.0,-0.0538,0.1754,0.0147,0.0257,0.2704,28.29,11.51
1,4,23.531,0.0,0.3,0.0,-0.0159,0.0515,0.0070,0.0268,0.2682,28.60,12.39
1,4,23.545,0.0,0.3,0.0,-0.0643,0.2501,0.0084,0.0281,0.2665,32.58,14.10
1,4,23.566,0.0,0.3,0.0,-0.0235,0.1264,0.0029,0.0222,0.2649,23.39,13.66
1,4,23.589,0.0,0.3,0.0,-0.0246,0.1903,0.0126,0.0155,0.2645,27.44,13.56
1,4,23.606,0.0,0.3,0.0,-0.0121,0.1262,0.0180,0.0162,0.2648,27.19,12.52
1,4,23.630,0.0,0.3,0.0,-0.0162,0.1858,0.0196,0.0217,0.2638,22.51,12.02
1,4,23.650,0.0,0.3,0.0,-0.0153,0.1338,0.0196,0.0217,0.2638,22.51,12.02
1,4,23.671,0.0,0.3,0.0,-0.0309,0.1419,0.0284,0.0230,0.2679,19.43,8.91
1,4,23.687,0.0,0.3,0.0,-0.0477,0.1739,-0.0309,0.0332,0.2734,28.56,8.52
1,4,23.706,0.0,0.3,0.0,-0.0330,0.1620,-0.0625,0.0348,0.2767,45.80,15.61
1,4,23.729,0.0,0.3,0.0,0.0068,0.2468,-0.1027,0.0189,0.2789,35.04,12.78
1,4,23.744,0.0,0.3,0.0,0.0639,0.3419,-0.0314,0.0143,0.2775,52.58,13.48
1,4,23.764,0.0,0.3,0.0,0.0447,0.1945,0.0867,0.0160,0.2706,89.01,14.39
1,4,23.787,0.0,0.3,0.0,0.0493,0.1802,0.0623,0.0136,0.2685,43.82,18.53
1,4,23.806,0.0,0.3,0.0,0.0581,0.2164,0.0537,0.0133,0.2662,46.78,17.17
1,4,23.824,0.0,0.3,0.0,0.0587,0.2509,0.0495,0.0112,0.2623,30.38,12.56
1,4,23.842,0.0,0.3,0.0,0.0751,0.3437,0.0357,0.0162,0.2596,25.22,13.38
1,4,23.865,0.0,0.3,0.0,0.0553,0.2334,0.0218,0.0277,0.2579,14.77,14.95
1,4,23.888,0.0,0.3,0.0,0.0607,0.2050,0.0009,0.0335,0.2572,11.40,15.17
1,4,23.909,0.0,0.3,0.0,0.0672,0.1732,-0.0293,0.0326,0.2586,25.65,14.72
1,4,23.924,0.0,0.3,0.0,0.0923,0.2022,-0.0299,0.0314,0.2599,18.06,12.94
1,4,23.942,0.0,0.3,0.0,0.1087,0.2218,0.0032,0.0336,0.2659,42.79,10.49
1,4,23.963,0.0,0.3,0.0,0.0958,0.2206,0.0792,0.0407,0.2692,15.43,11.22
1,4,23.986,0.0,0.3,0.0,0.0743,0.2189,0.0463,0.0466,0.2713,25.91,9.67
1,4,24.009,0.0,0.3,0.0,0.0337,0.1269,0.0264,0.0452,0.2730,24.09,9.16
1,4,24.035,0.0,0.3,0.0,0.0324,0.1642,0.0086,0.0388,0.2751,26.53,11.21
1,4,24.045,0.0,0.3,0.0,-0.0092,0.1428,0.0238,0.0282,0.2714,39.50,10.77
1,4,24.067,0.0,0.3,0.0,0.0227,0.2257,0.0219,0.0212,0.2690,23.18,14.18
1,4,24.092,0.0,0.3,0.0,0.0035,0.1219,-0.0025,0.0263,0.2654,17.07,12.89
1,4,24.106,0.0,0.3,0.0,0.0129,0.2070,-0.0022,0.0282,0.2648,14.89,12.71
1,4,24.124,0.0,0.3,0.0,0.0119,0.1342,-0.0013,0.0307,0.2631,15.14,11.93
1,4,24.149,0.0,0.3,0.0,0.0086,0.0991,0.0180,0.0229,0.2616,14.96,11.40
1,4,24.166,0.0,0.3,0.0,0.0051,0.0992,0.0359,0.0136,0.2610,14.16,11.50
1,4,24.189,0.0,0.3,0.0,0.0047,0.1145,0.0284,0.0115,0.2606,8.97,11.63
1,4,24.207,0.0,0.3,0.0,0.0135,0.1627,0.0280,0.0179,0.2612,10.11,11.71
1,4,24.225,0.0,0.3,0.0,0.0144,0.1114,0.0255,0.0291,0.2634,8.52,12.54
1,4,24.241,0.0,0.3,0.0,0.0247,0.1799,0.0330,0.0293,0.2654,21.89,12.01
1,4,24.264,0.0,0.3,0.0,0.0044,0.0580,0.0359,0.0246,0.2678,26.69,11.64
1,4,24.287,0.0,0.3,0.0,-0.0037,0.1273,0.0015,0.0147,0.2727,41.44,8.48
1,4,24.307,0.0,0.3,0.0,0.0041,0.1213,-0.0302,0.0127,0.2787,14.02,7.99
1,4,24.326,0.0,0.3,0.0,0.0067,0.0710,0.0062,0.0117,0.2777,18.76,9.50
1,4,24.343,0.0,0.3,0.0,0.0185,0.1743,0.0634,0.0128,0.2763,31.99,13.68
1,4,24.366,0.0,0.3,0.0,0.0075,0.1064,0.0967,0.0136,0.2712,22.58,14.40
1,4,24.393,0.0,0.3,0.0,0.0062,0.0891,0.0209,0.0012,0.2660,19.75,13.34
1,4,24.407,0.0,0.3,0.0,0.0097,0.1623,0.0173,0.0028,0.2652,21.40,13.20
1,4,24.423,0.0,0.3,0.0,0.0033,0.0894,-0.0023,0.0082,0.2624,19.75,12.00
1,4,24.442,0.0,0.3,0.0,-0.0011,0.0677,-0.0204,0.0058,0.2616,14.29,11.49
1,4,24.468,0.0,0.3,0.0,-0.0132,0.1365,-0.0242,0.0117,0.2605,10.46,12.95
1,4,24.489,0.0,0.3,0.0,-0.0134,0.0973,-0.0105,0.0166,0.2599,3.75,14.17
1,4,24.505,0.0,0.3,0.0,-0.0056,0.0482,-0.0014,0.0135,0.2603,11.65,13.41
1,4,24.525,0.0,0.3,0.0,-0.0028,0.0860,-0.0016,0.0057,0.2618,9.62,11.70
1,4,24.544,0.0,0.3,0.0,0.0011,0.0520,0.0036,0.0041,0.2631,10.06,11.76
1,4,24.568,0.0,0.3,0.0,-0.0009,0.0649,0.0070,0.0081,0.2672,45.19,11.37
1,4,24.589,0.0,0.3,0.0,-0.0106,0.0754,0.0182,0.0100,0.2715,25.11,9.25
1,4,24.604,0.0,0.3,0.0,-0.0362,0.1361,0.0325,0.0156,0.2751,15.39,8.98
1,4,24.625,0.0,0.3,0.0,-0.0250,0.1101,0.0278,0.0172,0.2756,6.69,13.32
1,4,24.642,0.0,0.3,0.0,-0.0140,0.1039,-0.0062,0.0173,0.2737,12.09,13.17
1,4,24.668,0.0,0.3,0.0,-0.0091,0.1297,-0.0243,0.0128,0.2699,19.47,14.31
1,4,24.685,0.0,0.3,0.0,-0.0033,0.0568,-0.0201,0.0082,0.2668,17.52,14.32
1,4,24.707,0.0,0.3,0.0,-0.0048,0.1119,-0.0157,0.0112,0.2652,21.77,14.65
1,4,24.727,0.0,0.3,0.0,0.0029,0.1367,-0.0052,0.0058,0.2621,11.99,13.83
1,4,24.751,0.0,0.3,0.0,0.0068,0.0683,0.0018,0.0036,0.2613,10.80,12.81
1,4,24.769,0.0,0.3,0.0,0.0207,0.1143,0.0013,0.0063,0.2604,5.99,12.87
1,4,24.786,0.0,0.3,0.0,0.0292,0.1178,0.0090,0.0107,0.2596,7.78,11.74
1,4,24.809,0.0,0.3,0.0,0.0178,0.0683,0.0239,0.0101,0.2595,10.54,11.81
1,4,24.824,0.0,0.3,0.0,0.0186,0.0807,0.0265,0.0074,0.2602,11.89,11.54
1,4,24.844,0.0,0.3,0.0,0.0181,0.0838,0.0276,0.0086,0.2619,22.12,12.19
1,4,24.867,0.0,0.3,0.0,0.0132,0.0541,0.0211,0.0102,0.2662,34.19,11.31
1,4,24.890,0.0,0.3,0.0,0.0266,0.0811,0.0109,0.0124,0.2740,19.74,9.46
1,4,24.905,0.0,0.3,0.0,0.0303,0.0809,-0.0164,0.0131,0.2764,9.08,6.43
1,4,24.930,0.0,0.3,0.0,0.0284,0.1127,0.0045,0.0128,0.2764,9.69,10.00
1,4,24.945,0.0,0.3,0.0,0.0107,0.0678,0.0456,0.0057,0.2744,13.70,11.22
1,4,24.966,0.0,0.3,0.0,0.0150,0.1076,0.0633,0.0028,0.2704,18.93,13.28
1,4,24.986,0.0,0.3,0.0,0.0082,0.0569,0.0444,0.0049,0.2674,21.40,13.95
1,4,25.006,0.0,0.3,0.0,0.0185,0.1137,0.0174,0.0096,0.2653,11.90,13.93
1,4,25.025,0.0,0.3,0.0,0.0133,0.1112,-0.0090,0.0114,0.2619,12.09,12.87
1,4,25.047,0.0,0.3,0.0,0.0019,0.0320,-0.0160,0.0089,0.2611,11.55,11.75
1,4,25.073,0.0,0.3,0.0,0.0011,0.0809,-0.0164,0.0040,0.2603,7.63,11.23
1,4,25.087,0.0,0.3,0.0,-0.0046,0.1782,-0.0131,0.0010,0.2600,5.58,11.22
1,4,25.106,0.0,0.3,0.0,-0.0031,0.0739,-0.0075,0.0031,0.2600,7.95,11.90
1,4,25.124,0.0,0.3,0.0,-0.0018,0.0655,-0.0065,0.0018,0.2608,8.05,12.32
1,4,25.143,0.0,0.3,0.0,-0.0020,0.0770,-0.0031,0.0045,0.2634,16.54,12.52
1,4,25.172,0.0,0.3,0.0,-0.0032,0.0402,0.0039,0.0081,0.2670,33.65,12.30
1,4,25.188,0.0,0.3,0.0,-0.0253,0.1498,0.0194,0.0111,0.2720,30.43,11.81
1,4,25.208,0.0,0.3,0.0,-0.0214,0.0749,0.0152,0.0154,0.2747,17.84,9.74
1,4,25.226,0.0,0.3,0.0,-0.0587,0.1925,0.0212,0.0158,0.2756,11.59,11.61
1,4,25.244,0.0,0.3,0.0,-0.0489,0.1713,0.0286,0.0157,0.2747,14.17,11.65
1,4,25.270,0.0,0.3,0.0,-0.0383,0.1338,-0.0033,0.0216,0.2735,26.26,13.73
1,4,25.287,0.0,0.3,0.0,-0.0416,0.1422,-0.0104,0.0215,0.2723,20.67,13.73
1,4,25.309,0.0,0.3,0.0,-0.0463,0.1625,0.0114,0.0202,0.2669,23.31,13.63
1,4,25.324,0.0,0.3,0.0,-0.0400,0.1681,0.0080,0.0209,0.2656,25.63,14.36
1,4,25.344,0.0,0.3,0.0,-0.0237,0.1303,0.0054,0.0202,0.2649,22.91,14.16
1,4,25.364,0.0,0.3,0.0,-0.0199,0.1499,0.0057,0.0129,0.2630,19.66,13.45
1,4,25.390,0.0,0.3,0.0,-0.0139,0.1683,0.0110,0.0157,0.2619,9.62,12.29
1,4,25.404,0.0,0.3,0.0,-0.0064,0.1131,0.0184,0.0197,0.2615,7.95,11.17
1,4,25.428,0.0,0.3,0.0,-0.0114,0.1734,0.0427,0.0207,0.2629,15.15,10.04
1,4,25.444,0.0,0.3,0.0,-0.0162,0.1370,0.0398,0.0202,0.2653,14.59,10.96
1,4,25.463,0.0,0.3,0.0,-0.0086,0.0616,0.0332,0.0204,0.2660,12.96,11.02
1,4,25.489,0.0,0.3,0.0,-0.0183,0.1687,-0.0094,0.0238,0.2761,16.38,10.16
1,4,25.505,0.0,0.3,0.0,-0.0159,0.3268,-0.0177,0.0241,0.2776,21.82,10.26
1,4,25.525,0.0,0.3,0.0,-0.0024,0.1148,-0.0024,0.0232,0.2787,13.67,8.43
1,4,25.543,0.0,0.3,0.0,0.0014,0.1836,0.0836,0.0179,0.2760,46.03,11.99
1,4,25.570,0.0,0.3,0.0,0.0076,0.1325,0.0773,0.0125,0.2707,28.03,13.82
1,4,25.587,0.0,0.3,0.0,0.0118,0.1595,0.0387,0.0075,0.2669,18.40,13.71
1,4,25.609,0.0,0.3,0.0,0.0059,0.0867,0.0153,0.0064,0.2642,13.01,12.58
1,4,25.626,0.0,0.3,0.0,0.0074,0.1440,-0.0089,0.0085,0.2614,12.02,11.15
1,4,25.641,0.0,0.3,0.0,0.0061,0.1796,-0.0068,0.0116,0.2606,7.81,12.46
1,4,25.666,0.0,0.3,0.0,0.0090,0.1344,0.0000,0.0165,0.2596,4.01,12.80
1,4,25.687,0.0,0.3,0.0,0.0122,0.0984,0.0035,0.0178,0.2594,5.29,12.52
1,4,25.706,0.0,0.3,0.0,0.0213,0.1188,0.0048,0.0170,0.2599,5.45,12.54
1,4,25.724,0.0,0.3,0.0,0.0208,0.0901,0.0068,0.0142,0.2611,8.51,12.02
1,4,25.742,0.0,0.3,0.0,0.0361,0.1472,0.0134,0.0112,0.2632,20.05,11.70
1,4,25.766,0.0,0.3,0.0,0.0213,0.1084,0.0279,0.0107,0.2672,23.20,11.30
1,4,25.785,0.0,0.3,0.0,0.0178,0.1655,0.0445,0.0116,0.2717,22.96,10.95
1,4,25.807,0.0,0.3,0.0,0.0030,0.0922,0.0398,0.0115,0.2760,15.95,6.17
1,4,25.824,0.0,0.3,0.0,-0.0053,0.1439,0.0083,0.0123,0.2759,12.17,11.63
1,4,25.842,0.0,0.3,0.0,-0.0167,0.1742,-0.0309,0.0145,0.2745,17.22,13.58
1,4,25.863,0.0,0.3,0.0,-0.0121,0.1245,-0.0376,0.0151,0.2725,16.06,13.63
1,4,25.885,0.0,0.3,0.0,-0.0104,0.1237,-0.0188,0.0116,0.2689,14.43,13.08
1,4,25.907,0.0,0.3,0.0,-0.0063,0.1090,-0.0060,0.0052,0.2653,11.86,13.01
1,4,25.924,0.0,0.3,0.0,-0.0018,0.0718,0.0011,0.0047,0.2642,11.22,13.16
1,4,25.948,0.0,0.3,0.0,0.0029,0.1153,0.0037,0.0080,0.2627,9.38,12.70
1,4,25.969,0.0,0.3,0.0,0.0097,0.0961,0.0039,0.0113,0.2612,5.78,12.15
1,4,25.991,0.0,0.3,0.0,0.0073,0.0489,0.0070,0.0123,0.2605,6.86,11.94
1,4,26.005,0.0,0.3,0.0,0.0114,0.0718,0.0070,0.0123,0.2605,6.86,11.94
1,4,26.024,0.0,0.3,0.0,0.0169,0.1072,0.0182,0.0082,0.2602,10.71,11.66
1,4,26.044,0.0,0.3,0.0,0.0114,0.0812,0.0232,0.0062,0.2615,16.58,11.66
1,4,26.065,0.0,0.3,0.0,0.0144,0.0840,0.0269,0.0073,0.2657,61.71,10.90
1,4,26.090,0.0,0.3,0.0,0.0230,0.0891,0.0036,0.0111,0.2750,38.71,9.47
1,4,26.106,0.0,0.3,0.0,0.0185,0.0791,-0.0112,0.0120,0.2773,15.71,9.47
1,4,26.124,0.0,0.3,0.0,0.0110,0.0626,-0.0150,0.0088,0.2767,15.49,10.60
1,4,26.143,0.0,0.3,0.0,0.0164,0.1762,0.0334,0.0038,0.2741,23.53,12.38
1,4,26.166,0.0,0.3,0.0,0.0075,0.0989,0.0581,0.0026,0.2706,25.73,12.78
1,4,26.185,0.0,0.3,0.0,0.0075,0.0853,0.0394,0.0086,0.2673,13.43,13.40
1,4,26.206,0.0,0.3,0.0,0.0061,0.0642,0.0171,0.0172,0.2646,13.87,13.19
1,4,26.224,0.0,0.3,0.0,0.0041,0.1386,0.0035,0.0164,0.2630,14.92,12.74
1,4,26.249,0.0,0.3,0.0,-0.0037,0.0731,-0.0131,0.0087,0.2609,9.33,11.04
1,4,26.274,0.0,0.3,0.0,-0.0087,0.0983,-0.0109,0.0038,0.2600,5.73,11.74
1,4,26.290,0.0,0.3,0.0,-0.0109,0.1156,-0.0029,0.0015,0.2596,2.81,11.55
1,4,26.305,0.0,0.3,0.0,-0.0028,0.0323,-0.0025,0.0033,0.2595,3.00,11.85
1,4,26.324,0.0,0.3,0.0,-0.0042,0.0806,-0.0067,0.0006,0.2613,10.15,11.93
1,4,26.343,0.0,0.3,0.0,-0.0001,0.0555,-0.0029,0.0072,0.2635,8.42,12.20
1,4,26.365,0.0,0.3,0.0,-0.0033,0.0603,0.0070,0.0145,0.2688,19.45,12.06
1,4,26.389,0.0,0.3,0.0,-0.0253,0.1047,0.0417,0.0171,0.2739,30.55,11.72
1,4,26.408,0.0,0.3,0.0,-0.0401,0.1164,0.0161,0.0188,0.2756,14.26,11.47
1,4,26.428,0.0,0.3,0.0,-0.0397,0.1357,0.0192,0.0154,0.2763,13.45,12.66
1,4,26.443,0.0,0.3,0.0,-0.0360,0.1278,0.0113,0.0145,0.2758,11.55,12.04
1,4,26.466,0.0,0.3,0.0,-0.0533,0.1885,-0.0062,0.0163,0.2741,21.36,13.80
1,4,26.486,0.0,0.3,0.0,-0.0207,0.0763,-0.0093,0.0166,0.2718,19.87,13.76
1,4,26.506,0.0,0.3,0.0,-0.0245,0.1158,0.0109,0.0181,0.2684,18.96,14.89
1,4,26.524,0.0,0.3,0.0,-0.0184,0.1556,0.0094,0.0141,0.2670,25.63,14.26
1,4,26.544,0.0,0.3,0.0,-0.0080,0.1738,0.0116,0.0117,0.2648,18.78,12.39
1,4,26.569,0.0,0.3,0.0,-0.0007,0.1007,0.0162,0.0128,0.2634,11.07,11.83
1,4,26.585,0.0,0.3,0.0,0.0001,0.1178,0.0207,0.0124,0.2622,11.34,13.05
1,4,26.604,0.0,0.3,0.0,0.0003,0.1481,0.0269,0.0132,0.2619,10.41,13.37
1,4,26.621,0.0,0.3,0.0,0.0024,0.1223,0.0248,0.0139,0.2627,11.61,13.29
1,4,26.642,0.0,0.3,0.0,0.0089,0.1578,0.0258,0.0164,0.2654,16.49,11.76
1,4,26.663,0.0,0.3,0.0,0.0096,0.1066,0.0259,0.0166,0.2705,13.47,10.11
1,4,26.689,0.0,0.3,0.0,0.0099,0.1136,0.0098,0.0177,0.2760,27.45,9.32
1,4,26.708,0.0,0.3,0.0,0.0154,0.1422,-0.0008,0.0184,0.2794,26.06,9.47
1,4,26.724,0.0,0.3,0.0,0.0124,0.0982,-0.0195,0.0167,0.2797,12.90,8.17
1,4,26.742,0.0,0.3,0.0,0.0269,0.1813,0.0492,0.0111,0.2771,38.28,12.28
1,4,26.764,0.0,0.3,0.0,0.0262,0.1823,0.0858,0.0068,0.2717,25.09,13.80
1,4,26.787,0.0,0.3,0.0,0.0118,0.0745,0.0692,0.0033,0.2677,25.08,13.77
1,4,26.805,0.0,0.3,0.0,0.0285,0.1448,0.0421,0.0065,0.2656,20.15,13.74
1,4,26.824,0.0,0.3,0.0,0.0230,0.1185,0.0131,0.0133,0.2623,16.29,12.64
1,4,26.845,0.0,0.3,0.0,0.0196,0.1626,-0.0056,0.0072,0.2606,13.16,11.17
1,4,26.872,0.0,0.3,0.0,0.0142,0.1424,-0.0033,0.0040,0.2591,4.76,12.41
1,4,26.892,0.0,0.3,0.0,0.0129,0.0945,-0.0009,0.0059,0.2588,3.24,12.21
1,4,26.908,0.0,0.3,0.0,0.0231,0.1236,0.0001,0.0096,0.2591,5.02,11.93
1,4,26.924,0.0,0.3,0.0,0.0237,0.0994,-0.0023,0.0095,0.2599,8.82,11.93
1,4,26.942,0.0,0.3,0.0,0.0303,0.1159,0.0006,0.0053,0.2633,12.38,11.91
1,4,26.966,0.0,0.3,0.0,0.0162,0.0715,0.0151,0.0029,0.2668,24.24,11.95
1,4,26.987,0.0,0.3,0.0,0.0219,0.1513,0.0332,0.0013,0.2715,17.17,11.03
1,4,27.006,0.0,0.3,0.0,0.0024,0.1203,0.0361,0.0028,0.2762,9.55,8.72
1,4,27.036,0.0,0.3,0.0,-0.0179,0.1625,0.0197,0.0084,0.2755,11.62,11.84
1,4,27.048,0.0,0.3,0.0,-0.0301,0.1803,-0.0308,0.0144,0.2751,7.48,11.44
1,5,27.073,0.0,0.0,0.0,-0.0279,0.1449,-0.0534,0.0201,0.2734,25.29,12.94
1,5,27.085,0.0,0.0,0.0,-0.0457,0.2404,-0.0534,0.0201,0.2734,25.29,12.94
1,5,27.103,0.0,0.0,0.0,-0.0369,0.1527,0.0168,0.0140,0.2714,61.70,6.64
1,5,27.122,0.0,0.0,0.0,-0.0274,0.1002,-0.0030,0.0147,0.2749,15.68,5.26
1,5,27.145,0.0,0.0,0.0,-0.0191,0.0919,0.0031,0.0139,0.2741,17.27,6.94
1,5,27.163,0.0,0.0,0.0,-0.0197,0.1356,0.0264,0.0154,0.2713,26.89,8.81
1,5,27.189,0.0,0.0,0.0,-0.0184,0.0963,0.0356,0.0178,0.2692,17.16,11.46
1,5,27.206,0.0,0.0,0.0,-0.0385,0.0807,0.0356,0.0178,0.2692,17.16,11.46
1,5,27.223,0.0,0.0,0.0,-0.0479,0.0429,0.0306,0.0101,0.2680,4.12,9.11
1,5,27.242,0.0,0.0,0.0,-0.0320,0.0169,0.0286,0.0117,0.2676,5.81,8.64
1,5,27.263,0.0,0.0,0.0,-0.0156,0.0127,0.0253,0.0207,0.2671,9.38,9.21
1,5,27.291,0.0,0.0,0.0,-0.0149,0.0046,0.0165,0.0272,0.2666,6.81,10.12
1,5,27.305,0.0,0.0,0.0,-0.0097,-0.0249,0.0081,0.0273,0.2662,4.48,9.91
1,5,27.326,0.0,0.0,0.0,-0.0051,-0.0608,0.0109,0.0238,0.2655,3.15,9.25
1,5,27.348,0.0,0.0,0.0,-0.0002,-0.0421,0.0165,0.0213,0.2651,2.99,8.30
1,5,27.365,0.0,0.0,0.0,0.0011,-0.0471,0.0173,0.0214,0.2649,3.51,8.33
1,5,27.389,0.0,0.0,0.0,0.0011,-0.0238,0.0163,0.0238,0.2646,3.97,7.49
1,5,27.406,0.0,0.0,0.0,0.0029,-0.0508,0.0165,0.0242,0.2645,3.05,7.50
1,5,27.424,0.0,0.0,0.0,0.0022,-0.0391,0.0137,0.0224,0.2642,2.22,8.34
1,5,27.444,0.0,0.0,0.0,0.0007,-0.0138,0.0139,0.0210,0.2641,1.99,8.32
1,5,27.465,0.0,0.0,0.0,0.0018,-0.0342,0.0069,0.0183,0.2639,0.96,7.82
1,5,27.487,0.0,0.0,0.0,0.0018,-0.0249,0.0040,0.0174,0.2639,0.47,7.67
1,5,27.509,0.0,0.0,0.0,0.0008,-0.0074,0.0012,0.0170,0.2639,0.22,7.80
1,5,27.524,0.0,0.0,0.0,0.0005,-0.0017,0.0007,0.0169,0.2638,0.19,7.80
1,5,27.542,0.0,0.0,0.0,0.0003,-0.0002,0.0009,0.0168,0.2638,0.22,8.34
1,5,27.569,0.0,0.0,0.0,0.0001,-0.0003,0.0011,0.0166,0.2638,0.32,8.50
1,5,27.586,0.0,0.0,0.0,0.0000,-0.0007,0.0012,0.0163,0.2638,0.39,8.59
1,5,27.607,0.0,0.0,0.0,0.0001,-0.0011,0.0010,0.0159,0.2638,0.34,8.58
1,5,27.625,0.0,0.0,0.0,0.0001,-0.0003,0.0008,0.0157,0.2638,0.20,8.54
1,5,27.644,0.0,0.0,0.0,0.0004,-0.0005,0.0006,0.0155,0.2638,0.14,8.52
1,5,27.665,0.0,0.0,0.0,0.0002,-0.0003,0.0006,0.0154,0.2637,0.14,8.53
1,5,27.686,0.0,0.0,0.0,0.0003,-0.0004,0.0006,0.0153,0.2637,0.14,8.53
1,5,27.706,0.0,0.0,0.0,0.0003,-0.0004,0.0006,0.0152,0.2637,0.14,8.53
1,5,27.724,0.0,0.0,0.0,0.0004,-0.0006,0.0006,0.0151,0.2637,0.13,8.52
1,5,27.745,0.0,0.0,0.0,0.0001,-0.0001,0.0006,0.0150,0.2637,0.13,8.52
1,5,27.763,0.0,0.0,0.0,0.0005,-0.0008,0.0005,0.0149,0.2637,0.13,8.50
1,5,27.786,0.0,0.0,0.0,0.0003,-0.0004,0.0005,0.0148,0.2637,0.12,8.49
1,5,27.808,0.0,0.0,0.0,0.0003,-0.0005,0.0005,0.0147,0.2637,0.12,8.48
1,5,27.827,0.0,0.0,0.0,0.0002,-0.0003,0.0005,0.0146,0.2637,0.12,8.47
1,5,27.844,0.0,0.0,0.0,0.0004,-0.0007,0.0005,0.0145,0.2637,0.12,8.47
1,5,27.864,0.0,0.0,0.0,0.0002,-0.0003,0.0005,0.0144,0.2637,0.11,8.46
1,5,27.886,0.0,0.0,0.0,0.0003,-0.0005,0.0005,0.0143,0.2637,0.11,8.45
1,5,27.906,0.0,0.0,0.0,0.0002,-0.0003,0.0005,0.0142,0.2636,0.11,8.44
1,5,27.924,0.0,0.0,0.0,0.0002,-0.0002,0.0005,0.0142,0.2636,0.11,8.44
1,5,27.944,0.0,0.0,0.0,0.0003,-0.0005,0.0005,0.0141,0.2636,0.10,8.42
1,5,27.965,0.0,0.0,0.0,0.0002,-0.0004,0.0005,0.0140,0.2636,0.10,8.42
1,5,27.989,0.0,0.0,0.0,0.0002,-0.0003,0.0005,0.0139,0.2636,0.10,8.41
1,5,28.006,0.0,0.0,0.0,0.0002,-0.0004,0.0005,0.0139,0.2636,0.10,8.41
1,5,28.028,0.0,0.0,0.0,0.0003,-0.0005,0.0005,0.0138,0.2636,0.10,8.40
1,5,28.045,0.0,0.0,0.0,0.0000,-0.0000,0.0005,0.0137,0.2636,0.09,8.39
1,5,28.065,0.0,0.0,0.0,0.0004,-0.0006,0.0005,0.0137,0.2636,0.09,8.39
1,5,28.089,0.0,0.0,0.0,0.0002,-0.0003,0.0005,0.0136,0.2636,0.09,8.38
1,5,28.107,0.0,0.0,0.0,0.0003,-0.0004,0.0005,0.0135,0.2636,0.09,8.38
1,5,28.124,0.0,0.0,0.0,0.0002,-0.0003,0.0005,0.0134,0.2636,0.09,8.37
1,5,28.144,0.0,0.0,0.0,0.0002,-0.0003,0.0004,0.0134,0.2636,0.09,8.37
1,5,28.168,0.0,0.0,0.0,0.0002,-0.0002,0.0004,0.0133,0.2636,0.08,8.36
1,5,28.188,0.0,0.0,0.0,0.0003,-0.0005,0.0004,0.0133,0.2636,0.08,8.36
1,5,28.208,0.0,0.0,0.0,0.0002,-0.0002,0.0004,0.0132,0.2635,0.08,8.35
1,5,28.226,0.0,0.0,0.0,0.0002,-0.0003,0.0004,0.0132,0.2635,0.08,8.35
1,5,28.243,0.0,0.0,0.0,0.0003,-0.0004,0.0004,0.0131,0.2635,0.08,8.35
1,5,28.264,0.0,0.0,0.0,0.0002,-0.0002,0.0004,0.0131,0.2635,0.08,8.34
1,5,28.289,0.0,0.0,0.0,0.0002,-0.0002,0.0004,0.0130,0.2635,0.07,8.34
1,5,28.308,0.0,0.0,0.0,0.0002,-0.0002,0.0004,0.0130,0.2635,0.07,8.34
1,5,28.324,0.0,0.0,0.0,0.0002,-0.0003,0.0004,0.0129,0.2635,0.07,8.33
1,5,28.344,0.0,0.0,0.0,0.0002,-0.0003,0.0004,0.0129,0.2635,0.07,8.33
1,5,28.367,0.0,0.0,0.0,0.0002,-0.0002,0.0004,0.0129,0.2635,0.07,8.33
1,5,28.387,0.0,0.0,0.0,0.0001,-0.0002,0.0004,0.0128,0.2635,0.07,8.32
1,5,28.408,0.0,0.0,0.0,0.0002,-0.0002,0.0004,0.0128,0.2635,0.07,8.32
1,5,28.424,0.0,0.0,0.0,0.0002,-0.0002,0.0004,0.0128,0.2635,0.06,8.32
1,5,28.444,0.0,0.0,0.0,0.0002,-0.0002,0.0004,0.0127,0.2635,0.06,8.31
1,5,28.467,0.0,0.0,0.0,0.0002,-0.0002,0.0004,0.0127,0.2635,0.06,8.31
1,5,28.487,0.0,0.0,0.0,0.0001,-0.0002,0.0004,0.0127,0.2635,0.06,8.31
1,5,28.505,0.0,0.0,0.0,0.0002,-0.0002,0.0004,0.0126,0.2635,0.06,8.31
1,5,28.526,0.0,0.0,0.0,0.0001,-0.0002,0.0004,0.0126,0.2635,0.06,8.30
1,5,28.549,0.0,0.0,0.0,0.0001,-0.0002,0.0004,0.0126,0.2635,0.06,8.30
1,5,28.564,0.0,0.0,0.0,0.0001,-0.0001,0.0004,0.0125,0.2634,0.06,8.30
1,5,28.592,0.0,0.0,0.0,0.0002,-0.0002,0.0004,0.0125,0.2634,0.05,8.30
1,5,28.604,0.0,0.0,0.0,0.0002,-0.0002,0.0004,0.0125,0.2634,0.05,8.30
1,5,28.624,0.0,0.0,0.0,0.0001,-0.0002,0.0004,0.0125,0.2634,0.05,8.29
