rollout,segment,t,vx_cmd,vy_cmd,wz_cmd,vx_med,vy_med,wz_med,tilt_rad,height,power_W,tau_max
1,0,0.006,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.1997,0.2240,0.07,10.37
1,0,0.024,0.0,0.0,0.0,0.0031,0.0020,0.0000,0.1996,0.2240,0.14,43.12
1,0,0.048,0.0,0.0,0.0,0.0491,0.0202,-0.0724,0.1781,0.2233,420.10,41.70
1,0,0.064,0.0,0.0,0.0,0.1221,0.0012,-0.0152,0.1515,0.2253,379.92,34.63
1,0,0.087,0.0,0.0,0.0,0.1323,-0.0211,0.2690,0.1260,0.2304,222.11,20.39
1,0,0.105,0.0,0.0,0.0,0.1517,-0.0331,0.2911,0.1060,0.2373,125.72,16.73
1,0,0.129,0.0,0.0,0.0,0.1403,-0.0415,0.0881,0.0996,0.2434,213.20,15.26
1,0,0.144,0.0,0.0,0.0,0.2146,-0.0746,-0.0717,0.0971,0.2475,91.03,10.54
1,0,0.165,0.0,0.0,0.0,0.1673,-0.0537,-0.3287,0.1021,0.2550,65.31,7.17
1,0,0.189,0.0,0.0,0.0,0.1569,-0.0282,-0.4426,0.0972,0.2605,46.49,8.53
1,0,0.205,0.0,0.0,0.0,0.1755,-0.0058,-0.4690,0.0853,0.2650,60.33,6.57
1,0,0.226,0.0,0.0,0.0,0.2494,-0.0114,-0.3498,0.0683,0.2713,37.12,9.68
1,0,0.244,0.0,0.0,0.0,0.2289,-0.0448,-0.3454,0.0654,0.2726,37.69,8.07
1,0,0.264,0.0,0.0,0.0,0.2078,-0.0438,-0.3963,0.0615,0.2756,24.70,7.33
1,0,0.285,0.0,0.0,0.0,0.2006,-0.0197,-0.4873,0.0621,0.2774,11.99,12.16
1,0,0.308,0.0,0.0,0.0,0.1559,0.0187,-0.4168,0.0546,0.2778,22.71,11.47
1,0,0.326,0.0,0.0,0.0,0.1980,0.0715,-0.3263,0.0468,0.2783,23.64,11.11
1,0,0.343,0.0,0.0,0.0,0.2092,0.0845,-0.1597,0.0362,0.2788,12.27,11.87
1,0,0.364,0.0,0.0,0.0,0.1603,0.0211,-0.1188,0.0369,0.2786,16.33,11.39
1,0,0.389,0.0,0.0,0.0,0.1068,-0.0104,-0.1672,0.0461,0.2782,11.78,6.28
1,0,0.406,0.0,0.0,0.0,0.1755,0.0003,-0.2000,0.0471,0.2777,12.06,10.90
1,0,0.427,0.0,0.0,0.0,0.1068,0.0449,-0.2195,0.0378,0.2769,12.48,10.04
1,0,0.449,0.0,0.0,0.0,0.0700,0.0590,-0.1676,0.0213,0.2761,10.58,7.32
1,0,0.464,0.0,0.0,0.0,0.0860,0.0513,-0.1198,0.0212,0.2757,8.32,5.64
1,0,0.484,0.0,0.0,0.0,0.0388,-0.0090,-0.0549,0.0361,0.2753,20.32,5.84
1,0,0.507,0.0,0.0,0.0,0.0163,-0.0059,-0.0673,0.0439,0.2752,14.55,10.06
1,0,0.526,0.0,0.0,0.0,0.0022,0.0376,-0.0841,0.0264,0.2746,28.57,14.47
1,0,0.549,0.0,0.0,0.0,-0.0161,0.1370,-0.0721,0.0157,0.2749,18.17,4.66
1,0,0.569,0.0,0.0,0.0,-0.0068,0.0235,-0.0412,0.0150,0.2747,38.42,16.28
1,0,0.588,0.0,0.0,0.0,-0.0662,-0.0331,0.0094,0.0234,0.2742,69.70,19.86
1,0,0.606,0.0,0.0,0.0,-0.0453,-0.0831,0.0482,0.0526,0.2746,84.10,9.03
1,0,0.633,0.0,0.0,0.0,-0.0588,0.0185,-0.0094,0.0465,0.2790,187.16,19.17
1,0,0.655,0.0,0.0,0.0,-0.0469,0.1616,0.0265,0.0186,0.2800,74.66,5.40
1,0,0.670,0.0,0.0,0.0,-0.0334,0.1821,0.0411,0.0363,0.2816,72.88,19.03
1,0,0.687,0.0,0.0,0.0,-0.0355,0.0544,0.0723,0.0172,0.2840,107.47,12.00
1,0,0.705,0.0,0.0,0.0,-0.0804,-0.0791,0.0679,0.0206,0.2823,165.98,16.37
1,0,0.730,0.0,0.0,0.0,-0.0742,-0.0035,0.1245,0.0475,0.2885,374.66,20.56
1,0,0.745,0.0,0.0,0.0,-0.0193,0.0219,0.1173,0.0309,0.2918,98.53,13.81
1,0,0.765,0.0,0.0,0.0,-0.1007,0.1808,0.2888,0.0146,0.2887,140.50,18.21
1,0,0.788,0.0,0.0,0.0,-0.0524,0.0754,0.1321,0.0116,0.2944,91.78,5.83
1,0,0.814,0.0,0.0,0.0,-0.0853,0.0268,0.0527,0.0205,0.2908,34.74,9.50
1,0,0.827,0.0,0.0,0.0,-0.1129,0.0406,0.0311,0.0207,0.2896,22.01,7.65
1,0,0.849,0.0,0.0,0.0,-0.1437,0.0667,0.0194,0.0108,0.2878,16.99,10.32
1,0,0.866,0.0,0.0,0.0,-0.0390,0.0318,0.0187,0.0090,0.2875,20.05,10.00
1,0,0.886,0.0,0.0,0.0,-0.1876,0.1197,0.0672,0.0133,0.2858,17.57,12.42
1,0,0.906,0.0,0.0,0.0,-0.0855,-0.0020,0.0582,0.0059,0.2847,18.13,11.44
1,0,0.929,0.0,0.0,0.0,-0.0702,-0.0167,0.0701,0.0207,0.2839,8.46,6.07
1,0,0.943,0.0,0.0,0.0,-0.1653,0.0087,0.0258,0.0220,0.2829,11.39,9.41
1,0,0.964,0.0,0.0,0.0,-0.1311,0.1155,0.0295,0.0092,0.2816,26.47,8.71
1,0,0.989,0.0,0.0,0.0,-0.0508,0.0601,0.0695,0.0235,0.2805,24.07,12.02
1,0,1.008,0.0,0.0,0.0,-0.0468,0.0270,0.0303,0.0084,0.2790,22.63,15.17
1,0,1.028,0.0,0.0,0.0,-0.1319,-0.0713,0.0138,0.0312,0.2785,28.89,7.86
1,0,1.045,0.0,0.0,0.0,-0.0581,0.0095,0.0058,0.0299,0.2778,21.39,5.69
1,0,1.064,0.0,0.0,0.0,-0.0506,0.0626,0.0161,0.0129,0.2771,28.01,14.32
1,0,1.088,0.0,0.0,0.0,-0.0410,0.0779,0.0527,0.0215,0.2767,27.87,12.64
1,0,1.109,0.0,0.0,0.0,-0.0694,0.1398,0.0582,0.0291,0.2755,14.86,14.05
1,0,1.128,0.0,0.0,0.0,-0.0445,-0.0078,0.0582,0.0291,0.2755,14.86,14.05
1,0,1.144,0.0,0.0,0.0,-0.0290,-0.0548,0.0521,0.0227,0.2745,48.67,15.70
1,0,1.170,0.0,0.0,0.0,-0.0115,-0.0085,0.0353,0.0287,0.2739,17.35,18.69
1,0,1.186,0.0,0.0,0.0,-0.0158,0.0964,0.0096,0.0131,0.2744,49.45,16.13
1,0,1.208,0.0,0.0,0.0,-0.0113,0.1160,0.0468,0.0338,0.2751,16.72,10.61
1,0,1.225,0.0,0.0,0.0,-0.0204,0.0148,0.0561,0.0217,0.2748,18.06,15.10
1,0,1.244,0.0,0.0,0.0,-0.0162,-0.0603,0.0987,0.0104,0.2753,17.46,4.18
1,0,1.264,0.0,0.0,0.0,-0.0048,-0.0048,0.0652,0.0118,0.2744,11.32,11.69
1,0,1.286,0.0,0.0,0.0,-0.0073,0.0357,0.0345,0.0182,0.2740,10.70,5.31
1,0,1.307,0.0,0.0,0.0,-0.0082,0.0135,0.0405,0.0197,0.2733,7.80,10.07
1,0,1.325,0.0,0.0,0.0,-0.0123,-0.0411,0.0400,0.0110,0.2721,14.65,8.94
1,0,1.343,0.0,0.0,0.0,-0.0102,-0.0367,0.0285,0.0170,0.2707,11.13,9.27
1,0,1.365,0.0,0.0,0.0,-0.0061,0.0195,0.0136,0.0094,0.2698,14.99,8.94
1,0,1.388,0.0,0.0,0.0,0.0007,0.0134,0.0121,0.0167,0.2684,8.26,9.09
1,0,1.404,0.0,0.0,0.0,-0.0013,-0.0284,0.0177,0.0114,0.2678,10.46,8.74
1,0,1.424,0.0,0.0,0.0,-0.0019,-0.0378,0.0307,0.0106,0.2671,13.97,7.61
1,0,1.442,0.0,0.0,0.0,-0.0002,-0.0200,0.0071,0.0094,0.2664,8.60,10.70
1,0,1.464,0.0,0.0,0.0,-0.0009,0.0217,0.0010,0.0129,0.2662,9.74,6.04
1,0,1.484,0.0,0.0,0.0,0.0014,0.0055,0.0117,0.0140,0.2658,5.83,11.11
1,0,1.506,0.0,0.0,0.0,-0.0024,-0.0440,0.0324,0.0082,0.2655,14.77,7.58
1,0,1.527,0.0,0.0,0.0,-0.0018,-0.0349,0.0309,0.0176,0.2652,7.89,8.37
1,0,1.546,0.0,0.0,0.0,-0.0013,-0.0010,0.0035,0.0103,0.2650,10.46,8.01
1,0,1.563,0.0,0.0,0.0,-0.0017,0.0324,0.0001,0.0111,0.2651,13.53,9.68
1,0,1.582,0.0,0.0,0.0,-0.0001,0.0162,0.0001,0.0171,0.2651,8.78,10.48
1,0,1.605,0.0,0.0,0.0,-0.0053,-0.0324,0.0302,0.0099,0.2651,17.62,9.27
1,0,1.624,0.0,0.0,0.0,-0.0144,-0.0869,0.0330,0.0269,0.2654,9.21,7.68
1,0,1.649,0.0,0.0,0.0,-0.0063,-0.0153,0.0161,0.0259,0.2654,6.16,14.55
1,0,1.665,0.0,0.0,0.0,-0.0088,0.0467,-0.0058,0.0090,0.2664,29.50,7.88
1,0,1.691,0.0,0.0,0.0,-0.0064,0.0357,-0.0146,0.0208,0.2670,7.31,12.32
1,0,1.708,0.0,0.0,0.0,-0.0048,-0.0182,0.0133,0.0116,0.2672,23.01,10.92
1,0,1.728,0.0,0.0,0.0,-0.0076,-0.0433,0.0369,0.0115,0.2675,27.21,10.37
1,0,1.742,0.0,0.0,0.0,-0.0110,-0.0451,0.0156,0.0255,0.2679,5.25,6.79
1,0,1.770,0.0,0.0,0.0,-0.0069,0.0492,0.0103,0.0075,0.2685,28.57,10.09
1,0,1.790,0.0,0.0,0.0,-0.0047,0.0576,0.0321,0.0172,0.2689,6.06,9.72
1,0,1.808,0.0,0.0,0.0,-0.0043,-0.0153,0.0481,0.0039,0.2689,16.32,8.60
1,0,1.827,0.0,0.0,0.0,-0.0063,-0.0916,0.0746,0.0345,0.2693,19.87,5.11
1,0,1.845,0.0,0.0,0.0,-0.0003,-0.0285,0.0603,0.0368,0.2693,8.32,16.57
1,0,1.863,0.0,0.0,0.0,-0.0006,0.0434,0.0168,0.0095,0.2703,37.55,10.26
1,0,1.891,0.0,0.0,0.0,-0.0014,0.0505,0.0407,0.0162,0.2710,12.56,9.86
1,0,1.909,0.0,0.0,0.0,-0.0064,-0.0504,0.0485,0.0061,0.2709,19.02,9.24
1,0,1.923,0.0,0.0,0.0,-0.0030,-0.0414,0.0624,0.0337,0.2708,24.81,7.47
1,0,1.942,0.0,0.0,0.0,-0.0017,-0.0334,0.0226,0.0311,0.2708,32.45,18.23
1,0,1.963,0.0,0.0,0.0,-0.0001,0.0754,0.0103,0.0073,0.2714,29.31,4.59
1,0,1.985,0.0,0.0,0.0,-0.0006,0.0226,0.0253,0.0110,0.2712,6.93,13.64
1,0,2.007,0.0,0.0,0.0,-0.0059,-0.0624,0.0576,0.0264,0.2713,38.38,13.47
1,0,2.022,0.0,0.0,0.0,-0.0090,-0.1235,0.0721,0.0434,0.2716,35.27,12.92
1,0,2.044,0.0,0.0,0.0,-0.0084,-0.0125,0.0059,0.0322,0.2724,52.48,19.62
1,0,2.063,0.0,0.0,0.0,-0.0048,0.0766,-0.0032,0.0110,0.2737,48.55,6.49
1,0,2.085,0.0,0.0,0.0,-0.0089,0.0144,0.0230,0.0107,0.2747,21.68,18.85
1,0,2.105,0.0,0.0,0.0,-0.0137,-0.1219,0.1234,0.0439,0.2743,86.50,14.43
1,0,2.127,0.0,0.0,0.0,-0.0084,-0.1231,0.1379,0.0633,0.2787,39.78,10.16
1,0,2.141,0.0,0.0,0.0,-0.0275,-0.0099,0.0889,0.0408,0.2789,29.10,14.19
1,0,2.162,0.0,0.0,0.0,-0.0193,0.0343,0.0064,0.0107,0.2804,17.62,3.91
1,0,2.184,0.0,0.0,0.0,-0.0204,0.0100,0.0163,0.0116,0.2803,9.45,8.76
1,0,2.204,0.0,0.0,0.0,-0.0444,-0.0853,0.0145,0.0362,0.2786,18.24,7.75
1,0,2.224,0.0,0.0,0.0,-0.0388,-0.0113,0.0138,0.0372,0.2769,9.37,11.78
1,0,2.244,0.0,0.0,0.0,-0.0299,0.0519,0.0069,0.0190,0.2760,13.51,9.89
1,0,2.264,0.0,0.0,0.0,-0.0390,0.0635,0.0173,0.0069,0.2748,9.82,7.09
1,0,2.286,0.0,0.0,0.0,-0.0448,-0.0129,0.0280,0.0178,0.2733,17.64,7.45
1,0,2.303,0.0,0.0,0.0,-0.0205,-0.0157,0.0231,0.0369,0.2722,27.44,9.27
1,0,2.324,0.0,0.0,0.0,-0.0334,0.0161,0.0089,0.0314,0.2712,12.95,16.28
1,0,2.343,0.0,0.0,0.0,-0.0394,0.1356,0.0030,0.0076,0.2711,22.07,4.82
1,0,2.364,0.0,0.0,0.0,-0.0268,0.0612,0.0090,0.0119,0.2708,4.89,4.67
1,0,2.384,0.0,0.0,0.0,-0.0275,-0.0325,0.0500,0.0283,0.2704,52.97,14.21
1,0,2.404,0.0,0.0,0.0,-0.0381,-0.0529,0.0581,0.0476,0.2708,38.83,11.87
1,0,2.423,0.0,0.0,0.0,-0.0134,0.0205,-0.0021,0.0400,0.2712,23.54,9.32
1,0,2.443,0.0,0.0,0.0,-0.0377,0.1391,-0.0092,0.0174,0.2725,21.49,5.13
1,0,2.463,0.0,0.0,0.0,-0.0244,0.1128,0.0270,0.0228,0.2725,10.29,11.96
1,0,2.483,0.0,0.0,0.0,-0.0104,0.0042,0.0505,0.0103,0.2723,21.44,9.56
1,0,2.505,0.0,0.0,0.0,-0.0120,-0.0119,0.0064,0.0146,0.2724,5.09,9.60
1,0,2.524,0.0,0.0,0.0,-0.0014,0.0615,-0.0008,0.0071,0.2717,16.70,11.60
1,0,2.542,0.0,0.0,0.0,-0.0004,0.0383,0.0046,0.0185,0.2715,20.33,10.88
1,0,2.563,0.0,0.0,0.0,-0.0050,0.0673,0.0554,0.0178,0.2710,25.05,14.26
1,0,2.585,0.0,0.0,0.0,-0.0135,-0.0544,0.0614,0.0132,0.2713,23.02,5.20
1,0,2.603,0.0,0.0,0.0,-0.0110,-0.0185,0.0411,0.0150,0.2712,7.30,13.11
1,0,2.627,0.0,0.0,0.0,-0.0109,0.0223,0.0066,0.0106,0.2715,21.96,7.44
1,0,2.647,0.0,0.0,0.0,-0.0083,0.0387,0.0063,0.0169,0.2716,21.74,6.79
1,0,2.668,0.0,0.0,0.0,-0.0044,0.0230,0.0075,0.0279,0.2716,16.27,8.45
1,0,2.682,0.0,0.0,0.0,-0.0303,-0.0426,0.0551,0.0128,0.2712,44.17,23.69
1,0,2.706,0.0,0.0,0.0,-0.0130,-0.1095,0.1031,0.0270,0.2713,43.36,8.35
1,0,2.722,0.0,0.0,0.0,-0.0120,-0.1037,0.1039,0.0343,0.2726,12.44,16.24
1,0,2.741,0.0,0.0,0.0,-0.0118,0.0222,0.0284,0.0133,0.2734,41.55,11.89
1,0,2.762,0.0,0.0,0.0,-0.0156,0.0405,0.0245,0.0168,0.2740,19.18,9.88
1,0,2.781,0.0,0.0,0.0,-0.0193,-0.0433,0.0298,0.0128,0.2735,18.77,6.17
1,0,2.802,0.0,0.0,0.0,-0.0179,-0.0195,0.0199,0.0185,0.2725,5.91,11.04
1,0,2.821,0.0,0.0,0.0,-0.0139,0.0493,0.0114,0.0068,0.2715,9.67,6.74
1,0,2.841,0.0,0.0,0.0,-0.0037,0.0255,0.0187,0.0086,0.2709,12.93,6.39
1,0,2.861,0.0,0.0,0.0,-0.0118,0.0072,0.0258,0.0100,0.2692,14.42,7.86
1,0,2.882,0.0,0.0,0.0,-0.0089,-0.0095,0.0118,0.0198,0.2683,6.51,7.78
1,0,2.902,0.0,0.0,0.0,-0.0041,0.0250,0.0056,0.0086,0.2673,11.56,7.04
1,0,2.921,0.0,0.0,0.0,-0.0030,0.0346,0.0054,0.0057,0.2667,8.28,6.74
1,0,2.941,0.0,0.0,0.0,-0.0044,0.0002,0.0081,0.0059,0.2660,7.57,7.04
1,0,2.962,0.0,0.0,0.0,-0.0020,-0.0073,0.0041,0.0100,0.2657,5.04,8.19
1,0,2.983,0.0,0.0,0.0,-0.0018,0.0004,0.0013,0.0097,0.2655,2.76,7.92
1,1,3.003,0.3,0.0,0.0,-0.0031,0.0197,0.0001,0.0049,0.2651,5.25,7.30
1,1,3.022,0.3,0.0,0.0,-0.0004,0.0108,-0.0078,0.0045,0.2647,5.07,12.06
1,1,3.041,0.3,0.0,0.0,0.0106,-0.0079,-0.0115,0.0052,0.2640,17.75,13.47
1,1,3.062,0.3,0.0,0.0,0.0194,-0.0167,-0.0033,0.0088,0.2615,7.72,15.42
1,1,3.089,0.3,0.0,0.0,0.0141,-0.0034,-0.0050,0.0096,0.2588,5.29,16.05
1,1,3.108,0.3,0.0,0.0,0.0277,0.0005,-0.0057,0.0096,0.2578,6.55,15.98
1,1,3.124,0.3,0.0,0.0,0.0363,0.0032,-0.0093,0.0106,0.2565,7.82,16.08
1,1,3.149,0.3,0.0,0.0,0.0625,0.0085,-0.0115,0.0134,0.2552,8.40,16.48
1,1,3.164,0.3,0.0,0.0,0.0911,0.0175,-0.0132,0.0187,0.2540,9.83,16.65
1,1,3.189,0.3,0.0,0.0,0.0796,0.0217,-0.0102,0.0222,0.2533,10.42,16.40
1,1,3.204,0.3,0.0,0.0,0.1276,0.0450,-0.0086,0.0223,0.2532,10.27,16.27
1,1,3.225,0.3,0.0,0.0,0.1070,0.0400,-0.0005,0.0193,0.2537,11.84,15.42
1,1,3.244,0.3,0.0,0.0,0.1229,0.0430,0.0101,0.0169,0.2555,19.17,13.86
1,1,3.263,0.3,0.0,0.0,0.0531,0.0163,0.0176,0.0155,0.2592,13.65,13.80
1,1,3.285,0.3,0.0,0.0,0.1726,0.0490,0.0054,0.0153,0.2647,19.49,10.66
1,1,3.307,0.3,0.0,0.0,0.1351,0.0346,-0.0085,0.0162,0.2706,12.89,8.50
1,1,3.325,0.3,0.0,0.0,0.2198,0.0423,-0.0049,0.0161,0.2710,3.50,8.51
1,1,3.344,0.3,0.0,0.0,0.1685,0.0297,0.0344,0.0115,0.2706,13.86,14.35
1,1,3.363,0.3,0.0,0.0,0.2131,0.0341,0.0511,0.0096,0.2670,18.26,13.61
1,1,3.386,0.3,0.0,0.0,0.1493,0.0256,0.0294,0.0108,0.2636,7.60,13.62
1,1,3.404,0.3,0.0,0.0,0.1391,0.0260,0.0093,0.0108,0.2611,5.64,13.93
1,1,3.421,0.3,0.0,0.0,0.1905,0.0333,0.0039,0.0097,0.2582,4.66,14.16
1,1,3.441,0.3,0.0,0.0,0.1436,0.0212,0.0023,0.0089,0.2569,5.45,13.86
1,1,3.463,0.3,0.0,0.0,0.1991,0.0247,0.0031,0.0083,0.2558,5.74,13.38
1,1,3.486,0.3,0.0,0.0,0.1428,0.0156,0.0013,0.0080,0.2558,6.09,12.87
1,1,3.504,0.3,0.0,0.0,0.2077,0.0232,0.0019,0.0082,0.2560,6.47,12.67
1,1,3.523,0.3,0.0,0.0,0.2006,0.0212,-0.0052,0.0091,0.2577,9.98,12.48
1,1,3.543,0.3,0.0,0.0,0.1646,0.0152,-0.0068,0.0093,0.2603,15.30,12.26
1,1,3.563,0.3,0.0,0.0,0.1567,0.0111,0.0131,0.0077,0.2662,9.46,11.81
1,1,3.589,0.3,0.0,0.0,0.1889,0.0119,0.0499,0.0065,0.2704,8.24,10.19
1,1,3.606,0.3,0.0,0.0,0.1409,0.0078,0.0779,0.0058,0.2731,8.79,10.33
1,1,3.629,0.3,0.0,0.0,0.1335,0.0072,0.0507,0.0045,0.2733,7.35,9.98
1,1,3.643,0.3,0.0,0.0,0.1899,0.0057,0.0020,0.0037,0.2721,18.93,14.06
1,1,3.663,0.3,0.0,0.0,0.1549,0.0021,-0.0171,0.0049,0.2689,15.42,14.38
1,1,3.685,0.3,0.0,0.0,0.1887,0.0042,-0.0134,0.0079,0.2656,8.57,13.65
1,1,3.707,0.3,0.0,0.0,0.1674,0.0056,-0.0191,0.0109,0.2627,9.15,14.06
1,1,3.724,0.3,0.0,0.0,0.1180,0.0086,-0.0113,0.0113,0.2615,7.43,13.85
1,1,3.744,0.3,0.0,0.0,0.1877,0.0174,-0.0053,0.0109,0.2604,6.64,13.48
1,1,3.763,0.3,0.0,0.0,0.1305,0.0136,0.0009,0.0101,0.2596,6.55,13.13
1,1,3.794,0.3,0.0,0.0,0.1387,0.0141,0.0033,0.0095,0.2591,6.75,12.91
1,1,3.805,0.3,0.0,0.0,0.1292,0.0125,0.0070,0.0097,0.2587,7.63,12.76
1,1,3.824,0.3,0.0,0.0,0.1738,0.0167,0.0181,0.0100,0.2589,11.00,12.12
1,1,3.844,0.3,0.0,0.0,0.1732,0.0165,0.0239,0.0094,0.2612,17.31,11.72
1,1,3.864,0.3,0.0,0.0,0.2105,0.0148,0.0201,0.0081,0.2668,8.99,10.97
1,1,3.887,0.3,0.0,0.0,0.2221,0.0100,0.0058,0.0074,0.2709,19.33,9.66
1,1,3.908,0.3,0.0,0.0,0.0757,0.0027,-0.0060,0.0072,0.2739,12.30,9.71
1,1,3.926,0.3,0.0,0.0,0.2769,0.0074,-0.0073,0.0072,0.2762,11.11,8.17
1,1,3.944,0.3,0.0,0.0,0.2287,0.0053,0.0375,0.0065,0.2741,36.19,13.37
1,1,3.963,0.3,0.0,0.0,0.1239,0.0020,0.0477,0.0075,0.2698,19.26,13.67
1,1,3.987,0.3,0.0,0.0,0.2111,0.0040,0.0280,0.0104,0.2655,14.71,13.18
1,1,4.007,0.3,0.0,0.0,0.1261,0.0045,0.0152,0.0111,0.2624,5.40,13.22
1,1,4.025,0.3,0.0,0.0,0.1353,0.0043,0.0101,0.0108,0.2601,3.41,13.20
1,1,4.045,0.3,0.0,0.0,0.1367,0.0030,0.0077,0.0101,0.2580,3.81,13.09
1,1,4.064,0.3,0.0,0.0,0.1467,0.0018,0.0067,0.0099,0.2574,4.42,12.78
1,1,4.082,0.3,0.0,0.0,0.1314,0.0013,0.0035,0.0095,0.2571,4.98,12.39
1,1,4.105,0.3,0.0,0.0,0.1405,0.0021,-0.0045,0.0096,0.2575,6.47,12.19
1,1,4.124,0.3,0.0,0.0,0.1429,0.0016,-0.0091,0.0096,0.2586,7.06,12.16
1,1,4.144,0.3,0.0,0.0,0.1883,-0.0002,-0.0109,0.0094,0.2599,15.33,11.91
1,1,4.164,0.3,0.0,0.0,0.1254,-0.0015,-0.0050,0.0075,0.2650,15.46,11.55
1,1,4.184,0.3,0.0,0.0,0.1489,-0.0030,0.0098,0.0063,0.2679,7.74,11.57
1,1,4.203,0.3,0.0,0.0,0.1467,-0.0029,0.0806,0.0049,0.2746,10.87,6.44
1,1,4.225,0.3,0.0,0.0,0.1673,-0.0003,0.0371,0.0044,0.2742,13.59,9.97
1,1,4.242,0.3,0.0,0.0,0.1625,0.0001,-0.0156,0.0048,0.2725,16.69,11.87
1,1,4.264,0.3,0.0,0.0,0.1412,0.0014,-0.0363,0.0055,0.2705,22.97,15.25
1,1,4.286,0.3,0.0,0.0,0.1613,0.0030,-0.0333,0.0093,0.2656,7.58,14.11
1,1,4.307,0.3,0.0,0.0,0.1242,0.0004,-0.0260,0.0127,0.2628,6.26,13.97
1,1,4.324,0.3,0.0,0.0,0.1405,0.0026,-0.0178,0.0138,0.2618,5.80,13.93
1,1,4.342,0.3,0.0,0.0,0.1762,0.0091,-0.0041,0.0142,0.2603,6.80,14.01
1,1,4.362,0.3,0.0,0.0,0.1850,0.0139,0.0061,0.0133,0.2592,7.09,13.49
1,1,4.384,0.3,0.0,0.0,0.1900,0.0162,0.0105,0.0122,0.2585,7.03,12.96
1,1,4.407,0.3,0.0,0.0,0.1434,0.0123,0.0134,0.0116,0.2582,7.21,12.42
1,1,4.422,0.3,0.0,0.0,0.1630,0.0125,0.0215,0.0117,0.2585,9.94,11.87
1,1,4.443,0.3,0.0,0.0,0.2093,0.0137,0.0285,0.0115,0.2607,19.46,11.78
1,1,4.464,0.3,0.0,0.0,0.2216,0.0084,0.0246,0.0108,0.2663,10.41,11.10
1,1,4.488,0.3,0.0,0.0,0.1533,0.0016,0.0081,0.0102,0.2715,18.24,9.51
1,1,4.505,0.3,0.0,0.0,0.0000,0.0000,-0.0104,0.0101,0.2746,18.08,6.39
1,1,4.525,0.3,0.0,0.0,0.2484,0.0023,-0.0090,0.0100,0.2754,13.58,8.10
1,1,4.543,0.3,0.0,0.0,0.1031,0.0017,0.0335,0.0100,0.2743,16.36,12.63
1,1,4.564,0.3,0.0,0.0,0.1905,0.0041,0.0484,0.0109,0.2686,26.71,12.89
1,1,4.583,0.3,0.0,0.0,0.2022,0.0073,0.0175,0.0119,0.2651,8.81,13.28
1,1,4.606,0.3,0.0,0.0,0.1688,0.0046,0.0058,0.0118,0.2615,6.70,13.66
1,1,4.624,0.3,0.0,0.0,0.1467,0.0023,-0.0020,0.0112,0.2593,4.56,13.56
1,1,4.645,0.3,0.0,0.0,0.1785,-0.0010,0.0020,0.0102,0.2575,4.81,13.13
1,1,4.663,0.3,0.0,0.0,0.1301,-0.0018,-0.0006,0.0093,0.2568,4.51,12.68
1,1,4.689,0.3,0.0,0.0,0.1401,-0.0020,-0.0034,0.0079,0.2569,4.92,12.35
1,1,4.706,0.3,0.0,0.0,0.1895,-0.0021,-0.0037,0.0073,0.2570,5.40,12.36
1,1,4.724,0.3,0.0,0.0,0.1453,-0.0025,-0.0101,0.0069,0.2581,8.22,12.04
1,1,4.742,0.3,0.0,0.0,0.1409,-0.0051,-0.0137,0.0062,0.2617,10.18,11.90
1,1,4.763,0.3,0.0,0.0,0.1888,-0.0100,0.0060,0.0050,0.2671,22.32,11.50
1,1,4.782,0.3,0.0,0.0,0.1403,-0.0081,0.0214,0.0052,0.2701,10.18,10.13
1,1,4.807,0.3,0.0,0.0,0.1773,-0.0051,0.0480,0.0066,0.2743,7.47,7.00
1,1,4.824,0.3,0.0,0.0,0.1869,0.0108,0.0077,0.0058,0.2737,9.74,11.54
1,1,4.842,0.3,0.0,0.0,0.0857,0.0103,-0.0229,0.0049,0.2730,14.46,14.59
1,1,4.864,0.3,0.0,0.0,0.1953,0.0221,-0.0299,0.0066,0.2677,12.92,14.61
1,1,4.888,0.3,0.0,0.0,0.1608,0.0180,-0.0220,0.0106,0.2657,12.13,13.96
1,1,4.906,0.3,0.0,0.0,0.1215,0.0177,-0.0239,0.0118,0.2641,6.33,14.43
1,1,4.923,0.3,0.0,0.0,0.1834,0.0363,-0.0066,0.0112,0.2620,6.05,13.97
1,1,4.943,0.3,0.0,0.0,0.1402,0.0304,0.0029,0.0090,0.2604,5.15,13.72
1,1,4.963,0.3,0.0,0.0,0.1175,0.0264,0.0081,0.0073,0.2597,6.15,13.29
1,1,4.985,0.3,0.0,0.0,0.1778,0.0393,0.0107,0.0063,0.2592,6.07,12.86
1,1,5.007,0.3,0.0,0.0,0.1245,0.0266,0.0113,0.0064,0.2589,6.90,12.43
1,1,5.029,0.3,0.0,0.0,0.1460,0.0302,0.0233,0.0066,0.2591,8.98,12.02
1,1,5.046,0.3,0.0,0.0,0.1548,0.0321,0.0279,0.0058,0.2607,10.66,11.80
1,1,5.064,0.3,0.0,0.0,0.1983,0.0385,0.0278,0.0043,0.2638,21.64,11.47
1,1,5.086,0.3,0.0,0.0,0.1449,0.0249,0.0163,0.0034,0.2686,17.09,10.08
1,1,5.107,0.3,0.0,0.0,0.1311,0.0195,0.0064,0.0058,0.2747,13.88,6.64
1,1,5.125,0.3,0.0,0.0,0.2236,0.0143,0.0050,0.0067,0.2752,6.15,8.81
