v_cmd,t,P_mecanica_W,P_electrica_W,voltaje_V,corriente_A,inclinacion_rad,altura_m
0.50,8.301,10.50,0.00,0.00,0.000,0.0105,0.2541
0.50,8.321,11.80,0.00,0.00,0.000,0.0104,0.2555
0.50,8.341,15.96,0.00,0.00,0.000,0.0099,0.2572
0.50,8.363,26.46,0.00,0.00,0.000,0.0091,0.2608
0.50,8.383,29.44,0.00,0.00,0.000,0.0082,0.2650
0.50,8.401,40.12,0.00,0.00,0.000,0.0077,0.2732
0.50,8.421,19.08,0.00,0.00,0.000,0.0072,0.2780
0.50,8.441,22.63,0.00,0.00,0.000,0.0059,0.2784
0.50,8.462,34.98,0.00,0.00,0.000,0.0074,0.2763
0.50,8.481,48.88,0.00,0.00,0.000,0.0112,0.2699
0.50,8.501,23.52,0.00,0.00,0.000,0.0126,0.2657
0.50,8.521,13.84,0.00,0.00,0.000,0.0125,0.2607
0.50,8.541,9.89,0.00,0.00,0.000,0.0115,0.2576
0.50,8.560,9.39,0.00,0.00,0.000,0.0107,0.2556
0.50,8.581,9.92,0.00,0.00,0.000,0.0099,0.2545
0.50,8.601,10.47,0.00,0.00,0.000,0.0100,0.2541
0.50,8.622,12.39,0.00,0.00,0.000,0.0110,0.2547
0.50,8.641,15.60,0.00,0.00,0.000,0.0121,0.2556
0.50,8.661,29.55,0.00,0.00,0.000,0.0127,0.2582
0.50,8.681,18.16,0.00,0.00,0.000,0.0133,0.2671
0.50,8.701,20.10,0.00,0.00,0.000,0.0144,0.2739
0.50,8.720,16.05,0.00,0.00,0.000,0.0142,0.2783
0.50,8.740,31.93,0.00,0.00,0.000,0.0115,0.2780
0.50,8.760,61.47,0.00,0.00,0.000,0.0065,0.2742
0.50,8.780,28.49,0.00,0.00,0.000,0.0086,0.2677
0.50,8.801,15.95,0.00,0.00,0.000,0.0107,0.2631
0.50,8.821,13.36,0.00,0.00,0.000,0.0110,0.2593
0.50,8.841,8.48,0.00,0.00,0.000,0.0107,0.2562
0.50,8.860,9.07,0.00,0.00,0.000,0.0102,0.2545
0.50,8.882,9.60,0.00,0.00,0.000,0.0101,0.2539
0.50,8.905,10.47,0.00,0.00,0.000,0.0101,0.2539
0.50,8.921,12.40,0.00,0.00,0.000,0.0099,0.2552
0.50,8.941,12.78,0.00,0.00,0.000,0.0095,0.2578
0.50,8.961,19.53,0.00,0.00,0.000,0.0086,0.2619
0.50,8.981,37.22,0.00,0.00,0.000,0.0078,0.2662
0.50,9.001,20.89,0.00,0.00,0.000,0.0075,0.2733
0.50,9.022,14.85,0.00,0.00,0.000,0.0066,0.2783
0.50,9.041,26.85,0.00,0.00,0.000,0.0054,0.2773
0.50,9.062,41.21,0.00,0.00,0.000,0.0087,0.2734
0.50,9.081,18.35,0.00,0.00,0.000,0.0100,0.2704
0.50,9.101,15.72,0.00,0.00,0.000,0.0120,0.2658
0.50,9.121,9.19,0.00,0.00,0.000,0.0124,0.2611
0.50,9.141,8.02,0.00,0.00,0.000,0.0111,0.2578
0.50,9.161,7.66,0.00,0.00,0.000,0.0098,0.2559
0.50,9.182,9.39,0.00,0.00,0.000,0.0083,0.2543
0.50,9.201,10.31,0.00,0.00,0.000,0.0083,0.2539
0.50,9.221,12.27,0.00,0.00,0.000,0.0096,0.2544
0.50,9.241,20.65,0.00,0.00,0.000,0.0104,0.2557
0.50,9.268,27.98,0.00,0.00,0.000,0.0106,0.2598
0.50,9.281,35.31,0.00,0.00,0.000,0.0104,0.2645
0.50,9.301,59.06,0.00,0.00,0.000,0.0105,0.2706
0.50,9.321,20.06,0.00,0.00,0.000,0.0113,0.2787
0.50,9.343,37.60,0.00,0.00,0.000,0.0115,0.2777
0.50,9.361,53.12,0.00,0.00,0.000,0.0109,0.2733
0.50,9.381,22.77,0.00,0.00,0.000,0.0111,0.2676
0.50,9.401,11.39,0.00,0.00,0.000,0.0112,0.2636
0.50,9.421,6.24,0.00,0.00,0.000,0.0108,0.2590
0.50,9.441,7.95,0.00,0.00,0.000,0.0105,0.2557
0.50,9.461,8.90,0.00,0.00,0.000,0.0103,0.2541
0.50,9.481,9.44,0.00,0.00,0.000,0.0100,0.2535
0.50,9.501,10.61,0.00,0.00,0.000,0.0096,0.2536
0.50,9.521,13.42,0.00,0.00,0.000,0.0091,0.2545
0.50,9.541,17.27,0.00,0.00,0.000,0.0086,0.2564
0.50,9.561,29.79,0.00,0.00,0.000,0.0072,0.2614
0.50,9.581,20.03,0.00,0.00,0.000,0.0066,0.2680
0.50,9.601,17.58,0.00,0.00,0.000,0.0072,0.2744
0.50,9.624,14.81,0.00,0.00,0.000,0.0069,0.2782
0.50,9.641,24.57,0.00,0.00,0.000,0.0060,0.2778
0.50,9.661,55.00,0.00,0.00,0.000,0.0081,0.2752
0.50,9.681,23.93,0.00,0.00,0.000,0.0128,0.2687
0.50,9.701,9.95,0.00,0.00,0.000,0.0145,0.2651
0.50,9.726,7.54,0.00,0.00,0.000,0.0139,0.2610
0.50,9.741,8.64,0.00,0.00,0.000,0.0125,0.2586
0.50,9.761,8.65,0.00,0.00,0.000,0.0104,0.2561
0.50,9.781,8.87,0.00,0.00,0.000,0.0092,0.2549
0.50,9.802,9.82,0.00,0.00,0.000,0.0085,0.2541
0.50,9.821,11.68,0.00,0.00,0.000,0.0091,0.2545
0.50,9.841,19.54,0.00,0.00,0.000,0.0097,0.2556
0.50,9.862,27.66,0.00,0.00,0.000,0.0093,0.2595
0.50,9.881,19.08,0.00,0.00,0.000,0.0087,0.2644
0.50,9.901,35.87,0.00,0.00,0.000,0.0083,0.2709
0.50,9.921,22.08,0.00,0.00,0.000,0.0087,0.2775
0.50,9.941,23.56,0.00,0.00,0.000,0.0084,0.2772
0.50,9.961,50.10,0.00,0.00,0.000,0.0078,0.2735
0.50,9.981,21.87,0.00,0.00,0.000,0.0078,0.2692
0.50,10.001,10.16,0.00,0.00,0.000,0.0081,0.2641
0.50,10.021,6.79,0.00,0.00,0.000,0.0082,0.2593
0.50,10.042,6.62,0.00,0.00,0.000,0.0081,0.2567
0.50,10.061,7.65,0.00,0.00,0.000,0.0082,0.2545
0.50,10.081,8.85,0.00,0.00,0.000,0.0083,0.2535
0.50,10.100,10.20,0.00,0.00,0.000,0.0086,0.2535
0.50,10.121,14.03,0.00,0.00,0.000,0.0088,0.2550
0.50,10.142,13.76,0.00,0.00,0.000,0.0085,0.2576
0.50,10.161,18.71,0.00,0.00,0.000,0.0075,0.2615
0.50,10.181,26.40,0.00,0.00,0.000,0.0064,0.2676
0.50,10.205,17.43,0.00,0.00,0.000,0.0064,0.2742
0.50,10.221,15.83,0.00,0.00,0.000,0.0060,0.2779
0.50,10.241,29.22,0.00,0.00,0.000,0.0056,0.2775
0.50,10.261,53.41,0.00,0.00,0.000,0.0087,0.2748
0.50,10.281,34.52,0.00,0.00,0.000,0.0100,0.2686
0.50,10.305,22.00,0.00,0.00,0.000,0.0104,0.2656
0.50,10.321,19.16,0.00,0.00,0.000,0.0103,0.2604
0.50,10.341,10.64,0.00,0.00,0.000,0.0094,0.2578
0.50,10.361,8.88,0.00,0.00,0.000,0.0084,0.2558
0.50,10.381,9.88,0.00,0.00,0.000,0.0073,0.2542
0.50,10.401,11.07,0.00,0.00,0.000,0.0072,0.2535
0.50,10.423,13.02,0.00,0.00,0.000,0.0084,0.2540
0.50,10.441,15.24,0.00,0.00,0.000,0.0093,0.2563
0.50,10.461,30.40,0.00,0.00,0.000,0.0092,0.2590
0.50,10.481,31.73,0.00,0.00,0.000,0.0087,0.2650
0.50,10.501,36.28,0.00,0.00,0.000,0.0086,0.2685
0.50,10.521,26.12,0.00,0.00,0.000,0.0093,0.2772
0.50,10.540,29.26,0.00,0.00,0.000,0.0084,0.2785
0.50,10.561,67.90,0.00,0.00,0.000,0.0089,0.2743
0.50,10.587,28.29,0.00,0.00,0.000,0.0117,0.2683
0.50,10.601,13.40,0.00,0.00,0.000,0.0126,0.2644
0.50,10.621,7.29,0.00,0.00,0.000,0.0121,0.2597
0.50,10.641,8.60,0.00,0.00,0.000,0.0113,0.2562
0.50,10.660,8.94,0.00,0.00,0.000,0.0106,0.2544
0.50,10.685,8.65,0.00,0.00,0.000,0.0103,0.2540
0.50,10.701,10.26,0.00,0.00,0.000,0.0096,0.2539
0.50,10.724,12.66,0.00,0.00,0.000,0.0090,0.2547
0.50,10.741,15.39,0.00,0.00,0.000,0.0081,0.2568
0.50,10.761,24.94,0.00,0.00,0.000,0.0073,0.2597
0.50,10.781,25.25,0.00,0.00,0.000,0.0067,0.2647
0.50,10.801,43.46,0.00,0.00,0.000,0.0073,0.2730
0.50,10.821,15.08,0.00,0.00,0.000,0.0078,0.2782
0.50,10.841,13.21,0.00,0.00,0.000,0.0082,0.2783
0.50,10.861,37.87,0.00,0.00,0.000,0.0116,0.2741
0.50,10.881,37.75,0.00,0.00,0.000,0.0145,0.2704
0.50,10.901,12.81,0.00,0.00,0.000,0.0158,0.2638
0.50,10.928,9.87,0.00,0.00,0.000,0.0157,0.2611
0.50,10.941,10.28,0.00,0.00,0.000,0.0149,0.2585
0.50,10.961,8.52,0.00,0.00,0.000,0.0134,0.2560
0.50,10.983,9.73,0.00,0.00,0.000,0.0123,0.2545
0.50,11.001,10.31,0.00,0.00,0.000,0.0128,0.2536
0.50,11.021,12.21,0.00,0.00,0.000,0.0136,0.2547
0.50,11.041,18.38,0.00,0.00,0.000,0.0138,0.2555
0.50,11.061,29.11,0.00,0.00,0.000,0.0138,0.2593
0.50,11.081,39.64,0.00,0.00,0.000,0.0138,0.2644
0.50,11.101,24.92,0.00,0.00,0.000,0.0145,0.2717
0.50,11.121,23.58,0.00,0.00,0.000,0.0157,0.2775
0.50,11.142,37.89,0.00,0.00,0.000,0.0126,0.2774
0.50,11.161,70.96,0.00,0.00,0.000,0.0084,0.2744
0.50,11.181,39.76,0.00,0.00,0.000,0.0113,0.2673
0.50,11.201,22.48,0.00,0.00,0.000,0.0133,0.2641
0.50,11.221,12.24,0.00,0.00,0.000,0.0136,0.2591
0.50,11.241,9.13,0.00,0.00,0.000,0.0128,0.2561
0.50,11.261,9.73,0.00,0.00,0.000,0.0121,0.2542
0.50,11.281,11.16,0.00,0.00,0.000,0.0119,0.2536
0.50,11.302,11.31,0.00,0.00,0.000,0.0118,0.2536
0.50,11.321,13.63,0.00,0.00,0.000,0.0116,0.2545
0.50,11.341,17.82,0.00,0.00,0.000,0.0112,0.2568
0.50,11.361,25.51,0.00,0.00,0.000,0.0104,0.2608
0.50,11.381,45.30,0.00,0.00,0.000,0.0091,0.2678
0.50,11.401,18.95,0.00,0.00,0.000,0.0088,0.2751
0.50,11.421,12.75,0.00,0.00,0.000,0.0077,0.2785
0.50,11.441,29.95,0.00,0.00,0.000,0.0060,0.2782
0.50,11.461,32.77,0.00,0.00,0.000,0.0099,0.2741
0.50,11.489,28.83,0.00,0.00,0.000,0.0124,0.2707
0.50,11.500,16.20,0.00,0.00,0.000,0.0145,0.2671
0.50,11.520,8.62,0.00,0.00,0.000,0.0147,0.2624
0.50,11.540,10.28,0.00,0.00,0.000,0.0135,0.2587
0.50,11.562,8.13,0.00,0.00,0.000,0.0124,0.2567
0.50,11.581,8.99,0.00,0.00,0.000,0.0112,0.2549
0.50,11.600,10.19,0.00,0.00,0.000,0.0109,0.2543
0.50,11.620,11.84,0.00,0.00,0.000,0.0116,0.2547
0.50,11.643,15.90,0.00,0.00,0.000,0.0122,0.2554
0.50,11.661,28.86,0.00,0.00,0.000,0.0127,0.2595
0.50,11.681,18.53,0.00,0.00,0.000,0.0128,0.2669
0.50,11.701,20.50,0.00,0.00,0.000,0.0135,0.2736
0.50,11.723,15.20,0.00,0.00,0.000,0.0139,0.2787
0.50,11.741,26.37,0.00,0.00,0.000,0.0139,0.2787
0.50,11.761,35.39,0.00,0.00,0.000,0.0107,0.2735
0.50,11.781,25.99,0.00,0.00,0.000,0.0104,0.2683
0.50,11.802,10.14,0.00,0.00,0.000,0.0110,0.2642
0.50,11.821,7.21,0.00,0.00,0.000,0.0111,0.2596
0.50,11.841,7.34,0.00,0.00,0.000,0.0107,0.2563
0.50,11.861,8.11,0.00,0.00,0.000,0.0106,0.2547
0.50,11.883,9.36,0.00,0.00,0.000,0.0106,0.2539
0.50,11.901,10.82,0.00,0.00,0.000,0.0106,0.2542
0.50,11.921,12.87,0.00,0.00,0.000,0.0105,0.2554
0.50,11.941,19.17,0.00,0.00,0.000,0.0099,0.2580
0.50,11.961,20.75,0.00,0.00,0.000,0.0095,0.2596
0.50,11.981,21.83,0.00,0.00,0.000,0.0080,0.2680
0.60,3.001,29.81,0.00,0.00,0.000,0.0131,0.2726
0.60,3.021,21.44,0.00,0.00,0.000,0.0126,0.2788
0.60,3.042,25.42,0.00,0.00,0.000,0.0114,0.2800
0.60,3.062,75.05,0.00,0.00,0.000,0.0124,0.2770
0.60,3.082,38.90,0.00,0.00,0.000,0.0152,0.2691
0.60,3.101,29.94,0.00,0.00,0.000,0.0158,0.2655
0.60,3.121,24.20,0.00,0.00,0.000,0.0147,0.2589
0.60,3.141,17.23,0.00,0.00,0.000,0.0125,0.2553
0.60,3.162,13.10,0.00,0.00,0.000,0.0104,0.2520
0.60,3.188,12.49,0.00,0.00,0.000,0.0090,0.2511
0.60,3.202,14.46,0.00,0.00,0.000,0.0088,0.2505
0.60,3.222,22.83,0.00,0.00,0.000,0.0104,0.2524
0.60,3.242,24.44,0.00,0.00,0.000,0.0112,0.2536
0.60,3.261,39.29,0.00,0.00,0.000,0.0116,0.2578
0.60,3.281,41.89,0.00,0.00,0.000,0.0116,0.2645
0.60,3.301,36.67,0.00,0.00,0.000,0.0127,0.2731
0.60,3.326,23.92,0.00,0.00,0.000,0.0140,0.2787
0.60,3.341,31.26,0.00,0.00,0.000,0.0140,0.2790
0.60,3.362,43.78,0.00,0.00,0.000,0.0104,0.2739
0.60,3.382,30.07,0.00,0.00,0.000,0.0095,0.2674
0.60,3.401,28.30,0.00,0.00,0.000,0.0089,0.2641
0.60,3.421,18.28,0.00,0.00,0.000,0.0084,0.2584
0.60,3.441,11.42,0.00,0.00,0.000,0.0079,0.2560
0.60,3.461,11.61,0.00,0.00,0.000,0.0074,0.2533
0.60,3.482,11.72,0.00,0.00,0.000,0.0076,0.2523
0.60,3.502,14.07,0.00,0.00,0.000,0.0082,0.2524
0.60,3.521,17.95,0.00,0.00,0.000,0.0083,0.2531
0.60,3.554,19.86,0.00,0.00,0.000,0.0072,0.2570
0.60,3.561,23.36,0.00,0.00,0.000,0.0069,0.2578
0.60,3.581,99.21,0.00,0.00,0.000,0.0061,0.2619
0.60,3.602,48.88,0.00,0.00,0.000,0.0076,0.2729
0.60,3.621,20.44,0.00,0.00,0.000,0.0071,0.2788
0.60,3.641,28.58,0.00,0.00,0.000,0.0070,0.2796
0.60,3.661,26.15,0.00,0.00,0.000,0.0084,0.2784
0.60,3.681,40.13,0.00,0.00,0.000,0.0121,0.2731
0.60,3.701,35.89,0.00,0.00,0.000,0.0138,0.2669
0.60,3.723,19.20,0.00,0.00,0.000,0.0136,0.2607
0.60,3.741,10.53,0.00,0.00,0.000,0.0122,0.2572
0.60,3.761,15.64,0.00,0.00,0.000,0.0102,0.2531
0.60,3.782,14.13,0.00,0.00,0.000,0.0084,0.2507
0.60,3.804,14.57,0.00,0.00,0.000,0.0082,0.2503
0.60,3.821,19.99,0.00,0.00,0.000,0.0097,0.2508
0.60,3.841,31.32,0.00,0.00,0.000,0.0115,0.2527
0.60,3.862,30.36,0.00,0.00,0.000,0.0126,0.2593
0.60,3.881,43.18,0.00,0.00,0.000,0.0130,0.2644
0.60,3.902,31.21,0.00,0.00,0.000,0.0140,0.2709
0.60,3.921,30.64,0.00,0.00,0.000,0.0161,0.2774
0.60,3.941,34.36,0.00,0.00,0.000,0.0114,0.2778
0.60,3.965,82.08,0.00,0.00,0.000,0.0087,0.2743
0.60,3.982,35.91,0.00,0.00,0.000,0.0094,0.2685
0.60,4.005,20.49,0.00,0.00,0.000,0.0104,0.2640
0.60,4.021,13.94,0.00,0.00,0.000,0.0110,0.2578
0.60,4.042,12.03,0.00,0.00,0.000,0.0105,0.2549
0.60,4.061,11.47,0.00,0.00,0.000,0.0098,0.2529
0.60,4.081,12.84,0.00,0.00,0.000,0.0098,0.2525
0.60,4.101,13.66,0.00,0.00,0.000,0.0094,0.2519
0.60,4.121,16.99,0.00,0.00,0.000,0.0090,0.2528
0.60,4.141,16.94,0.00,0.00,0.000,0.0083,0.2556
0.60,4.161,27.07,0.00,0.00,0.000,0.0075,0.2588
0.60,4.181,41.25,0.00,0.00,0.000,0.0078,0.2668
0.60,4.202,25.19,0.00,0.00,0.000,0.0096,0.2753
0.60,4.224,19.74,0.00,0.00,0.000,0.0089,0.2801
0.60,4.241,27.65,0.00,0.00,0.000,0.0084,0.2799
0.60,4.261,67.38,0.00,0.00,0.000,0.0111,0.2767
0.60,4.282,27.19,0.00,0.00,0.000,0.0166,0.2691
0.60,4.301,28.18,0.00,0.00,0.000,0.0180,0.2656
0.60,4.326,10.73,0.00,0.00,0.000,0.0171,0.2600
0.60,4.341,11.48,0.00,0.00,0.000,0.0150,0.2562
0.60,4.361,12.60,0.00,0.00,0.000,0.0135,0.2536
0.60,4.381,13.08,0.00,0.00,0.000,0.0121,0.2524
0.60,4.401,15.00,0.00,0.00,0.000,0.0123,0.2516
0.60,4.421,19.96,0.00,0.00,0.000,0.0139,0.2521
0.60,4.441,31.99,0.00,0.00,0.000,0.0160,0.2566
0.60,4.461,31.04,0.00,0.00,0.000,0.0169,0.2605
0.60,4.481,30.82,0.00,0.00,0.000,0.0183,0.2676
0.60,4.501,29.24,0.00,0.00,0.000,0.0202,0.2737
0.60,4.521,28.94,0.00,0.00,0.000,0.0220,0.2782
0.60,4.544,43.77,0.00,0.00,0.000,0.0145,0.2787
0.60,4.562,78.30,0.00,0.00,0.000,0.0098,0.2761
0.60,4.581,21.42,0.00,0.00,0.000,0.0106,0.2704
0.60,4.601,17.19,0.00,0.00,0.000,0.0121,0.2646
0.60,4.621,11.87,0.00,0.00,0.000,0.0125,0.2594
0.60,4.641,10.45,0.00,0.00,0.000,0.0119,0.2573
0.60,4.661,9.73,0.00,0.00,0.000,0.0108,0.2546
0.60,4.682,12.42,0.00,0.00,0.000,0.0104,0.2531
0.60,4.701,13.35,0.00,0.00,0.000,0.0108,0.2529
0.60,4.721,17.67,0.00,0.00,0.000,0.0109,0.2539
0.60,4.741,21.28,0.00,0.00,0.000,0.0105,0.2557
0.60,4.762,20.42,0.00,0.00,0.000,0.0096,0.2612
0.60,4.784,27.43,0.00,0.00,0.000,0.0103,0.2671
0.60,4.801,27.25,0.00,0.00,0.000,0.0125,0.2738
0.60,4.821,33.56,0.00,0.00,0.000,0.0123,0.2782
0.60,4.843,23.59,0.00,0.00,0.000,0.0107,0.2812
0.60,4.861,42.24,0.00,0.00,0.000,0.0109,0.2787
0.60,4.882,81.61,0.00,0.00,0.000,0.0148,0.2698
0.60,4.901,62.17,0.00,0.00,0.000,0.0173,0.2677
0.60,4.921,34.08,0.00,0.00,0.000,0.0179,0.2604
0.60,4.943,18.18,0.00,0.00,0.000,0.0164,0.2576
0.60,4.962,20.93,0.00,0.00,0.000,0.0142,0.2529
0.60,4.982,15.72,0.00,0.00,0.000,0.0120,0.2512
0.60,5.002,16.27,0.00,0.00,0.000,0.0115,0.2506
0.60,5.021,16.61,0.00,0.00,0.000,0.0117,0.2507
0.60,5.042,34.20,0.00,0.00,0.000,0.0124,0.2524
0.60,5.061,23.32,0.00,0.00,0.000,0.0129,0.2588
0.60,5.082,38.76,0.00,0.00,0.000,0.0136,0.2661
0.60,5.102,33.61,0.00,0.00,0.000,0.0153,0.2737
0.60,5.126,23.49,0.00,0.00,0.000,0.0167,0.2778
0.60,5.141,30.49,0.00,0.00,0.000,0.0173,0.2802
0.60,5.161,119.90,0.00,0.00,0.000,0.0174,0.2777
0.60,5.184,48.05,0.00,0.00,0.000,0.0160,0.2696
0.60,5.201,36.54,0.00,0.00,0.000,0.0149,0.2663
0.60,5.221,28.59,0.00,0.00,0.000,0.0144,0.2614
0.60,5.242,16.93,0.00,0.00,0.000,0.0140,0.2565
0.60,5.263,13.67,0.00,0.00,0.000,0.0134,0.2543
0.60,5.287,11.95,0.00,0.00,0.000,0.0127,0.2534
0.60,5.301,12.97,0.00,0.00,0.000,0.0121,0.2531
0.60,5.321,16.72,0.00,0.00,0.000,0.0112,0.2537
0.60,5.341,19.68,0.00,0.00,0.000,0.0108,0.2558
0.60,5.361,27.86,0.00,0.00,0.000,0.0107,0.2597
0.60,5.382,51.45,0.00,0.00,0.000,0.0119,0.2692
0.60,5.401,36.61,0.00,0.00,0.000,0.0135,0.2739
0.60,5.421,24.60,0.00,0.00,0.000,0.0138,0.2790
0.60,5.442,32.37,0.00,0.00,0.000,0.0121,0.2811
0.60,5.462,73.14,0.00,0.00,0.000,0.0129,0.2767
0.60,5.485,37.28,0.00,0.00,0.000,0.0156,0.2721
0.60,5.501,47.00,0.00,0.00,0.000,0.0180,0.2682
0.60,5.521,22.73,0.00,0.00,0.000,0.0186,0.2626
0.60,5.541,10.62,0.00,0.00,0.000,0.0166,0.2572
0.60,5.562,13.78,0.00,0.00,0.000,0.0150,0.2541
0.60,5.581,14.47,0.00,0.00,0.000,0.0133,0.2522
0.60,5.602,14.90,0.00,0.00,0.000,0.0133,0.2508
0.60,5.621,17.31,0.00,0.00,0.000,0.0139,0.2519
0.60,5.641,26.90,0.00,0.00,0.000,0.0145,0.2535
0.60,5.661,25.38,0.00,0.00,0.000,0.0150,0.2594
0.60,5.681,48.54,0.00,0.00,0.000,0.0161,0.2679
0.60,5.701,36.77,0.00,0.00,0.000,0.0180,0.2740
0.60,5.724,18.28,0.00,0.00,0.000,0.0192,0.2791
0.60,5.741,29.35,0.00,0.00,0.000,0.0173,0.2801
0.60,5.761,53.55,0.00,0.00,0.000,0.0086,0.2742
0.60,5.781,32.78,0.00,0.00,0.000,0.0072,0.2686
0.60,5.801,14.41,0.00,0.00,0.000,0.0078,0.2642
0.60,5.821,11.49,0.00,0.00,0.000,0.0085,0.2590
0.60,5.841,10.57,0.00,0.00,0.000,0.0083,0.2553
0.60,5.860,10.38,0.00,0.00,0.000,0.0081,0.2535
0.60,5.881,13.17,0.00,0.00,0.000,0.0086,0.2525
0.60,5.901,14.56,0.00,0.00,0.000,0.0090,0.2524
0.60,5.921,17.93,0.00,0.00,0.000,0.0087,0.2533
0.60,5.941,19.60,0.00,0.00,0.000,0.0077,0.2563
0.60,5.961,38.65,0.00,0.00,0.000,0.0071,0.2587
0.60,5.981,29.31,0.00,0.00,0.000,0.0075,0.2667
0.60,6.002,31.02,0.00,0.00,0.000,0.0089,0.2763
0.60,6.021,21.70,0.00,0.00,0.000,0.0085,0.2796
0.60,6.042,32.69,0.00,0.00,0.000,0.0083,0.2802
0.60,6.061,65.57,0.00,0.00,0.000,0.0136,0.2749
0.60,6.082,23.19,0.00,0.00,0.000,0.0140,0.2688
0.60,6.101,15.16,0.00,0.00,0.000,0.0140,0.2646
0.60,6.122,9.08,0.00,0.00,0.000,0.0134,0.2592
0.60,6.142,10.79,0.00,0.00,0.000,0.0117,0.2543
0.60,6.161,11.55,0.00,0.00,0.000,0.0103,0.2520
0.60,6.184,14.06,0.00,0.00,0.000,0.0102,0.2513
0.60,6.203,14.65,0.00,0.00,0.000,0.0107,0.2510
0.60,6.221,20.59,0.00,0.00,0.000,0.0120,0.2516
0.60,6.240,34.34,0.00,0.00,0.000,0.0132,0.2549
0.60,6.260,38.54,0.00,0.00,0.000,0.0138,0.2584
0.60,6.281,42.92,0.00,0.00,0.000,0.0145,0.2650
0.60,6.305,35.36,0.00,0.00,0.000,0.0158,0.2711
0.60,6.323,25.93,0.00,0.00,0.000,0.0178,0.2776
0.60,6.341,34.19,0.00,0.00,0.000,0.0135,0.2784
0.60,6.360,74.77,0.00,0.00,0.000,0.0081,0.2742
0.60,6.382,34.88,0.00,0.00,0.000,0.0081,0.2709
0.60,6.402,18.62,0.00,0.00,0.000,0.0093,0.2642
0.60,6.420,15.04,0.00,0.00,0.000,0.0097,0.2599
0.60,6.442,11.29,0.00,0.00,0.000,0.0089,0.2552
0.60,6.465,11.31,0.00,0.00,0.000,0.0084,0.2532
0.60,6.480,12.46,0.00,0.00,0.000,0.0085,0.2523
0.60,6.501,14.57,0.00,0.00,0.000,0.0094,0.2523
0.60,6.521,16.31,0.00,0.00,0.000,0.0094,0.2535
0.60,6.540,19.16,0.00,0.00,0.000,0.0084,0.2559
0.60,6.561,25.10,0.00,0.00,0.000,0.0077,0.2601
0.60,6.580,26.43,0.00,0.00,0.000,0.0079,0.2633
0.60,6.600,32.25,0.00,0.00,0.000,0.0092,0.2714
0.60,6.622,17.61,0.00,0.00,0.000,0.0087,0.2787
0.60,6.644,25.68,0.00,0.00,0.000,0.0076,0.2796
0.60,6.661,41.99,0.00,0.00,0.000,0.0096,0.2777
0.60,6.681,83.74,0.00,0.00,0.000,0.0137,0.2706
0.60,6.701,42.99,0.00,0.00,0.000,0.0154,0.2672
0.60,6.720,18.21,0.00,0.00,0.000,0.0156,0.2625
0.60,6.742,17.61,0.00,0.00,0.000,0.0139,0.2564
0.60,6.760,17.01,0.00,0.00,0.000,0.0124,0.2529
0.60,6.780,12.58,0.00,0.00,0.000,0.0106,0.2507
0.60,6.802,13.84,0.00,0.00,0.000,0.0100,0.2499
0.60,6.821,19.78,0.00,0.00,0.000,0.0107,0.2503
0.60,6.844,20.58,0.00,0.00,0.000,0.0129,0.2539
0.60,6.861,36.40,0.00,0.00,0.000,0.0137,0.2570
0.60,6.881,33.17,0.00,0.00,0.000,0.0146,0.2652
0.60,6.900,32.46,0.00,0.00,0.000,0.0163,0.2727
0.60,6.921,25.76,0.00,0.00,0.000,0.0182,0.2775
0.60,6.941,33.49,0.00,0.00,0.000,0.0166,0.2790
0.60,6.961,60.48,0.00,0.00,0.000,0.0121,0.2740
0.60,6.981,19.51,0.00,0.00,0.000,0.0123,0.2668
0.60,7.000,14.56,0.00,0.00,0.000,0.0125,0.2638
0.60,7.023,11.34,0.00,0.00,0.000,0.0126,0.2587
0.60,7.040,10.73,0.00,0.00,0.000,0.0121,0.2557
0.60,7.061,12.36,0.00,0.00,0.000,0.0110,0.2529
0.60,7.081,13.25,0.00,0.00,0.000,0.0105,0.2520
0.60,7.100,15.05,0.00,0.00,0.000,0.0102,0.2521
0.60,7.123,16.24,0.00,0.00,0.000,0.0096,0.2536
0.60,7.141,24.17,0.00,0.00,0.000,0.0087,0.2555
0.60,7.161,35.99,0.00,0.00,0.000,0.0079,0.2590
0.60,7.181,42.29,0.00,0.00,0.000,0.0083,0.2659
0.60,7.201,41.19,0.00,0.00,0.000,0.0095,0.2761
0.60,7.221,21.93,0.00,0.00,0.000,0.0089,0.2805
0.60,7.241,29.95,0.00,0.00,0.000,0.0087,0.2802
0.60,7.261,87.50,0.00,0.00,0.000,0.0107,0.2772
0.60,7.282,35.89,0.00,0.00,0.000,0.0130,0.2713
0.60,7.301,16.78,0.00,0.00,0.000,0.0142,0.2660
0.60,7.323,9.65,0.00,0.00,0.000,0.0133,0.2607
0.60,7.342,11.52,0.00,0.00,0.000,0.0111,0.2562
0.60,7.362,12.53,0.00,0.00,0.000,0.0090,0.2531
0.60,7.382,13.56,0.00,0.00,0.000,0.0088,0.2521
0.60,7.405,15.15,0.00,0.00,0.000,0.0098,0.2515
0.60,7.422,19.49,0.00,0.00,0.000,0.0116,0.2519
0.60,7.441,34.60,0.00,0.00,0.000,0.0131,0.2538
0.60,7.462,40.26,0.00,0.00,0.000,0.0140,0.2620
0.60,7.485,35.08,0.00,0.00,0.000,0.0146,0.2670
