v_cmd,t,P_mecanica_W,P_electrica_W,voltaje_V,corriente_A,inclinacion_rad,altura_m
0.20,3.841,4.86,0.00,0.00,0.000,0.0109,0.2601
0.20,3.860,12.61,0.00,0.00,0.000,0.0102,0.2617
0.20,3.881,14.63,0.00,0.00,0.000,0.0096,0.2654
0.20,3.901,15.97,0.00,0.00,0.000,0.0101,0.2719
0.20,3.921,6.28,0.00,0.00,0.000,0.0108,0.2734
0.20,3.941,4.54,0.00,0.00,0.000,0.0104,0.2732
0.20,3.961,16.21,0.00,0.00,0.000,0.0073,0.2710
0.20,3.981,6.76,0.00,0.00,0.000,0.0058,0.2666
0.20,4.001,5.46,0.00,0.00,0.000,0.0059,0.2634
0.20,4.021,1.69,0.00,0.00,0.000,0.0060,0.2608
0.20,4.041,2.12,0.00,0.00,0.000,0.0058,0.2595
0.20,4.061,2.09,0.00,0.00,0.000,0.0049,0.2583
0.20,4.081,2.41,0.00,0.00,0.000,0.0037,0.2578
0.20,4.104,2.14,0.00,0.00,0.000,0.0041,0.2581
0.20,4.121,2.44,0.00,0.00,0.000,0.0041,0.2586
0.20,4.140,3.44,0.00,0.00,0.000,0.0037,0.2600
0.20,4.160,15.32,0.00,0.00,0.000,0.0032,0.2621
0.20,4.181,10.32,0.00,0.00,0.000,0.0028,0.2676
0.20,4.201,9.47,0.00,0.00,0.000,0.0052,0.2712
0.20,4.221,4.42,0.00,0.00,0.000,0.0069,0.2724
0.20,4.241,10.41,0.00,0.00,0.000,0.0069,0.2714
0.20,4.264,9.77,0.00,0.00,0.000,0.0070,0.2701
0.20,4.281,7.51,0.00,0.00,0.000,0.0067,0.2662
0.20,4.301,3.63,0.00,0.00,0.000,0.0072,0.2638
0.20,4.321,3.38,0.00,0.00,0.000,0.0089,0.2620
0.20,4.341,3.96,0.00,0.00,0.000,0.0102,0.2612
0.20,4.361,3.60,0.00,0.00,0.000,0.0115,0.2602
0.20,4.381,3.71,0.00,0.00,0.000,0.0117,0.2597
0.20,4.401,3.61,0.00,0.00,0.000,0.0115,0.2593
0.20,4.421,3.72,0.00,0.00,0.000,0.0113,0.2592
0.20,4.441,4.72,0.00,0.00,0.000,0.0104,0.2599
0.20,4.461,8.51,0.00,0.00,0.000,0.0093,0.2626
0.20,4.481,9.24,0.00,0.00,0.000,0.0087,0.2671
0.20,4.501,8.79,0.00,0.00,0.000,0.0096,0.2721
0.20,4.520,6.97,0.00,0.00,0.000,0.0104,0.2735
0.20,4.541,8.69,0.00,0.00,0.000,0.0090,0.2729
0.20,4.562,9.10,0.00,0.00,0.000,0.0068,0.2715
0.20,4.581,11.60,0.00,0.00,0.000,0.0050,0.2683
0.20,4.600,6.93,0.00,0.00,0.000,0.0044,0.2644
0.20,4.621,4.09,0.00,0.00,0.000,0.0045,0.2621
0.20,4.641,2.53,0.00,0.00,0.000,0.0043,0.2596
0.20,4.661,2.07,0.00,0.00,0.000,0.0038,0.2584
0.20,4.681,2.18,0.00,0.00,0.000,0.0033,0.2580
0.20,4.701,2.10,0.00,0.00,0.000,0.0034,0.2578
0.20,4.721,1.86,0.00,0.00,0.000,0.0041,0.2588
0.20,4.742,3.04,0.00,0.00,0.000,0.0037,0.2604
0.20,4.761,4.43,0.00,0.00,0.000,0.0030,0.2634
0.20,4.781,12.80,0.00,0.00,0.000,0.0023,0.2663
0.20,4.801,10.96,0.00,0.00,0.000,0.0038,0.2710
0.20,4.821,6.17,0.00,0.00,0.000,0.0062,0.2728
0.20,4.841,9.57,0.00,0.00,0.000,0.0065,0.2720
0.20,4.861,7.31,0.00,0.00,0.000,0.0062,0.2689
0.20,4.881,3.89,0.00,0.00,0.000,0.0061,0.2657
0.20,4.903,1.78,0.00,0.00,0.000,0.0063,0.2643
0.20,4.921,4.25,0.00,0.00,0.000,0.0084,0.2622
0.20,4.941,3.98,0.00,0.00,0.000,0.0104,0.2611
0.20,4.961,4.16,0.00,0.00,0.000,0.0116,0.2604
0.20,4.980,3.94,0.00,0.00,0.000,0.0120,0.2600
0.20,5.001,3.83,0.00,0.00,0.000,0.0120,0.2596
0.20,5.021,3.66,0.00,0.00,0.000,0.0116,0.2595
0.20,5.041,4.80,0.00,0.00,0.000,0.0108,0.2603
0.20,5.066,5.40,0.00,0.00,0.000,0.0104,0.2613
0.20,5.080,7.05,0.00,0.00,0.000,0.0095,0.2665
0.20,5.101,10.73,0.00,0.00,0.000,0.0096,0.2718
0.20,5.121,6.95,0.00,0.00,0.000,0.0102,0.2735
0.20,5.141,9.68,0.00,0.00,0.000,0.0086,0.2724
0.20,5.161,16.13,0.00,0.00,0.000,0.0066,0.2706
0.20,5.181,10.87,0.00,0.00,0.000,0.0052,0.2659
0.20,5.204,6.52,0.00,0.00,0.000,0.0054,0.2630
0.20,5.221,4.87,0.00,0.00,0.000,0.0055,0.2605
0.20,5.241,2.19,0.00,0.00,0.000,0.0054,0.2594
0.20,5.261,2.16,0.00,0.00,0.000,0.0045,0.2579
0.20,5.281,2.18,0.00,0.00,0.000,0.0043,0.2576
0.20,5.301,1.88,0.00,0.00,0.000,0.0050,0.2576
0.20,5.321,2.39,0.00,0.00,0.000,0.0052,0.2581
0.20,5.341,3.18,0.00,0.00,0.000,0.0049,0.2592
0.20,5.364,10.38,0.00,0.00,0.000,0.0041,0.2620
0.20,5.381,13.65,0.00,0.00,0.000,0.0031,0.2655
0.20,5.401,8.96,0.00,0.00,0.000,0.0027,0.2712
0.20,5.421,5.22,0.00,0.00,0.000,0.0035,0.2725
0.20,5.441,7.12,0.00,0.00,0.000,0.0033,0.2719
0.20,5.461,11.74,0.00,0.00,0.000,0.0042,0.2691
0.20,5.481,5.81,0.00,0.00,0.000,0.0054,0.2659
0.20,5.501,3.25,0.00,0.00,0.000,0.0055,0.2637
0.20,5.520,4.08,0.00,0.00,0.000,0.0062,0.2622
0.20,5.543,3.66,0.00,0.00,0.000,0.0070,0.2613
0.20,5.561,4.55,0.00,0.00,0.000,0.0087,0.2606
0.20,5.581,4.63,0.00,0.00,0.000,0.0102,0.2601
0.20,5.601,4.30,0.00,0.00,0.000,0.0111,0.2596
0.20,5.621,3.63,0.00,0.00,0.000,0.0104,0.2595
0.20,5.641,4.95,0.00,0.00,0.000,0.0091,0.2603
0.20,5.661,12.39,0.00,0.00,0.000,0.0082,0.2620
0.20,5.681,10.69,0.00,0.00,0.000,0.0076,0.2673
0.20,5.706,10.73,0.00,0.00,0.000,0.0081,0.2709
0.20,5.721,7.90,0.00,0.00,0.000,0.0093,0.2732
0.20,5.741,7.87,0.00,0.00,0.000,0.0083,0.2725
0.20,5.761,19.12,0.00,0.00,0.000,0.0058,0.2705
0.20,5.781,10.64,0.00,0.00,0.000,0.0049,0.2657
0.20,5.801,7.57,0.00,0.00,0.000,0.0054,0.2634
0.20,5.821,4.63,0.00,0.00,0.000,0.0058,0.2602
0.20,5.841,2.45,0.00,0.00,0.000,0.0058,0.2586
0.20,5.861,2.05,0.00,0.00,0.000,0.0052,0.2574
0.20,5.882,2.68,0.00,0.00,0.000,0.0047,0.2571
0.20,5.901,2.20,0.00,0.00,0.000,0.0048,0.2571
0.20,5.921,3.03,0.00,0.00,0.000,0.0050,0.2582
0.20,5.941,4.71,0.00,0.00,0.000,0.0046,0.2590
0.20,5.961,8.91,0.00,0.00,0.000,0.0038,0.2617
0.20,5.981,13.68,0.00,0.00,0.000,0.0025,0.2657
0.20,6.003,9.21,0.00,0.00,0.000,0.0029,0.2697
0.20,6.021,7.82,0.00,0.00,0.000,0.0050,0.2718
0.20,6.045,7.48,0.00,0.00,0.000,0.0051,0.2716
0.20,6.061,11.08,0.00,0.00,0.000,0.0052,0.2705
0.20,6.081,8.94,0.00,0.00,0.000,0.0062,0.2659
0.20,6.106,5.45,0.00,0.00,0.000,0.0076,0.2636
0.20,6.121,3.57,0.00,0.00,0.000,0.0092,0.2619
0.20,6.141,4.79,0.00,0.00,0.000,0.0108,0.2607
0.20,6.161,4.56,0.00,0.00,0.000,0.0113,0.2599
0.20,6.181,4.73,0.00,0.00,0.000,0.0107,0.2594
0.20,6.201,4.92,0.00,0.00,0.000,0.0104,0.2591
0.20,6.222,5.04,0.00,0.00,0.000,0.0104,0.2590
0.20,6.241,6.80,0.00,0.00,0.000,0.0103,0.2593
0.20,6.261,6.26,0.00,0.00,0.000,0.0093,0.2639
0.20,6.281,15.81,0.00,0.00,0.000,0.0087,0.2660
0.20,6.301,12.80,0.00,0.00,0.000,0.0090,0.2712
0.20,6.321,8.24,0.00,0.00,0.000,0.0104,0.2737
0.20,6.341,10.65,0.00,0.00,0.000,0.0087,0.2726
0.20,6.361,19.08,0.00,0.00,0.000,0.0064,0.2708
0.20,6.387,6.04,0.00,0.00,0.000,0.0050,0.2665
0.20,6.401,6.86,0.00,0.00,0.000,0.0051,0.2641
0.20,6.421,3.63,0.00,0.00,0.000,0.0054,0.2609
0.20,6.441,2.87,0.00,0.00,0.000,0.0053,0.2593
0.20,6.461,2.57,0.00,0.00,0.000,0.0048,0.2581
0.20,6.481,2.58,0.00,0.00,0.000,0.0047,0.2577
0.20,6.501,2.36,0.00,0.00,0.000,0.0054,0.2577
0.20,6.521,2.78,0.00,0.00,0.000,0.0060,0.2580
0.20,6.541,2.80,0.00,0.00,0.000,0.0060,0.2594
0.20,6.561,11.86,0.00,0.00,0.000,0.0053,0.2620
0.20,6.581,13.78,0.00,0.00,0.000,0.0037,0.2662
0.20,6.601,13.48,0.00,0.00,0.000,0.0030,0.2719
0.20,6.621,4.73,0.00,0.00,0.000,0.0032,0.2727
0.20,6.641,6.99,0.00,0.00,0.000,0.0034,0.2718
0.20,6.661,12.79,0.00,0.00,0.000,0.0044,0.2692
0.20,6.682,6.17,0.00,0.00,0.000,0.0054,0.2663
0.20,6.701,3.37,0.00,0.00,0.000,0.0059,0.2641
0.20,6.722,3.86,0.00,0.00,0.000,0.0068,0.2626
0.20,6.741,3.84,0.00,0.00,0.000,0.0082,0.2613
0.20,6.761,4.01,0.00,0.00,0.000,0.0094,0.2606
0.20,6.781,4.02,0.00,0.00,0.000,0.0100,0.2602
0.20,6.801,3.89,0.00,0.00,0.000,0.0107,0.2598
0.20,6.821,3.64,0.00,0.00,0.000,0.0108,0.2596
0.20,6.841,6.18,0.00,0.00,0.000,0.0103,0.2599
0.20,6.861,4.29,0.00,0.00,0.000,0.0092,0.2631
0.20,6.881,14.92,0.00,0.00,0.000,0.0086,0.2662
0.20,6.901,11.60,0.00,0.00,0.000,0.0087,0.2720
0.20,6.921,7.43,0.00,0.00,0.000,0.0096,0.2740
0.20,6.941,11.40,0.00,0.00,0.000,0.0082,0.2728
0.20,6.961,17.37,0.00,0.00,0.000,0.0062,0.2710
0.20,6.981,5.51,0.00,0.00,0.000,0.0050,0.2668
0.20,7.004,5.41,0.00,0.00,0.000,0.0055,0.2637
0.20,7.022,3.53,0.00,0.00,0.000,0.0058,0.2613
0.20,7.041,2.35,0.00,0.00,0.000,0.0058,0.2596
0.20,7.061,2.09,0.00,0.00,0.000,0.0050,0.2584
0.20,7.081,2.13,0.00,0.00,0.000,0.0044,0.2580
0.20,7.103,1.98,0.00,0.00,0.000,0.0046,0.2579
0.20,7.121,2.45,0.00,0.00,0.000,0.0050,0.2584
0.20,7.141,2.88,0.00,0.00,0.000,0.0047,0.2595
0.20,7.161,19.83,0.00,0.00,0.000,0.0041,0.2617
0.20,7.181,10.80,0.00,0.00,0.000,0.0028,0.2664
0.20,7.201,10.90,0.00,0.00,0.000,0.0042,0.2711
0.20,7.221,6.79,0.00,0.00,0.000,0.0067,0.2729
0.20,7.241,11.39,0.00,0.00,0.000,0.0070,0.2716
0.20,7.261,12.89,0.00,0.00,0.000,0.0065,0.2686
0.20,7.281,5.05,0.00,0.00,0.000,0.0063,0.2659
0.20,7.301,3.03,0.00,0.00,0.000,0.0066,0.2641
0.20,7.321,2.90,0.00,0.00,0.000,0.0077,0.2625
0.20,7.341,4.68,0.00,0.00,0.000,0.0101,0.2613
0.20,7.361,4.55,0.00,0.00,0.000,0.0122,0.2605
0.20,7.381,4.43,0.00,0.00,0.000,0.0129,0.2600
0.20,7.401,4.10,0.00,0.00,0.000,0.0129,0.2595
0.20,7.421,3.97,0.00,0.00,0.000,0.0121,0.2593
0.20,7.441,5.11,0.00,0.00,0.000,0.0111,0.2601
0.20,7.461,6.89,0.00,0.00,0.000,0.0106,0.2611
0.20,7.481,17.65,0.00,0.00,0.000,0.0098,0.2654
0.20,7.502,12.36,0.00,0.00,0.000,0.0100,0.2712
0.20,7.521,6.79,0.00,0.00,0.000,0.0109,0.2738
0.20,7.541,12.15,0.00,0.00,0.000,0.0094,0.2726
0.20,7.561,15.37,0.00,0.00,0.000,0.0068,0.2696
0.20,7.581,6.07,0.00,0.00,0.000,0.0064,0.2665
0.20,7.601,4.40,0.00,0.00,0.000,0.0066,0.2632
0.20,7.621,2.38,0.00,0.00,0.000,0.0067,0.2606
0.20,7.642,2.37,0.00,0.00,0.000,0.0067,0.2594
0.20,7.661,2.40,0.00,0.00,0.000,0.0060,0.2580
0.20,7.681,2.66,0.00,0.00,0.000,0.0048,0.2575
0.20,7.701,2.44,0.00,0.00,0.000,0.0048,0.2575
0.20,7.721,2.89,0.00,0.00,0.000,0.0054,0.2581
0.20,7.741,4.10,0.00,0.00,0.000,0.0050,0.2597
0.20,7.761,3.85,0.00,0.00,0.000,0.0040,0.2631
0.20,7.781,9.19,0.00,0.00,0.000,0.0030,0.2657
0.20,7.801,13.83,0.00,0.00,0.000,0.0040,0.2710
0.20,7.821,6.14,0.00,0.00,0.000,0.0057,0.2731
0.20,7.841,12.68,0.00,0.00,0.000,0.0065,0.2719
0.20,7.861,21.09,0.00,0.00,0.000,0.0063,0.2698
0.20,7.881,5.08,0.00,0.00,0.000,0.0065,0.2661
0.20,7.901,3.24,0.00,0.00,0.000,0.0074,0.2634
0.20,7.921,4.31,0.00,0.00,0.000,0.0094,0.2619
0.20,7.941,4.39,0.00,0.00,0.000,0.0111,0.2608
0.20,7.961,4.61,0.00,0.00,0.000,0.0117,0.2603
0.20,7.982,4.58,0.00,0.00,0.000,0.0121,0.2597
0.20,8.001,4.69,0.00,0.00,0.000,0.0123,0.2594
0.20,8.021,4.32,0.00,0.00,0.000,0.0126,0.2593
0.20,8.041,6.43,0.00,0.00,0.000,0.0123,0.2596
0.20,8.061,17.24,0.00,0.00,0.000,0.0111,0.2629
0.20,8.081,14.25,0.00,0.00,0.000,0.0105,0.2663
0.20,8.101,15.35,0.00,0.00,0.000,0.0103,0.2713
0.20,8.121,5.29,0.00,0.00,0.000,0.0106,0.2735
0.20,8.141,10.52,0.00,0.00,0.000,0.0101,0.2729
0.20,8.165,10.69,0.00,0.00,0.000,0.0085,0.2711
0.20,8.181,9.32,0.00,0.00,0.000,0.0076,0.2691
0.20,8.201,4.27,0.00,0.00,0.000,0.0069,0.2640
0.20,8.221,2.66,0.00,0.00,0.000,0.0070,0.2612
0.20,8.241,1.65,0.00,0.00,0.000,0.0068,0.2592
0.20,8.261,1.95,0.00,0.00,0.000,0.0061,0.2583
0.20,8.281,2.12,0.00,0.00,0.000,0.0047,0.2577
0.20,8.301,2.10,0.00,0.00,0.000,0.0036,0.2576
0.20,8.321,2.77,0.00,0.00,0.000,0.0036,0.2580
0.20,8.341,2.89,0.00,0.00,0.000,0.0035,0.2591
0.20,8.361,10.33,0.00,0.00,0.000,0.0030,0.2618
0.20,8.381,9.92,0.00,0.00,0.000,0.0028,0.2660
0.20,8.401,12.10,0.00,0.00,0.000,0.0060,0.2707
0.20,8.421,5.70,0.00,0.00,0.000,0.0074,0.2721
0.20,8.441,6.81,0.00,0.00,0.000,0.0073,0.2711
0.20,8.461,13.39,0.00,0.00,0.000,0.0070,0.2683
0.20,8.481,7.30,0.00,0.00,0.000,0.0070,0.2655
0.20,8.501,2.56,0.00,0.00,0.000,0.0072,0.2631
0.20,8.521,3.30,0.00,0.00,0.000,0.0084,0.2614
0.20,8.541,4.23,0.00,0.00,0.000,0.0099,0.2604
0.20,8.561,4.45,0.00,0.00,0.000,0.0112,0.2597
0.20,8.581,4.45,0.00,0.00,0.000,0.0120,0.2592
0.20,8.602,4.36,0.00,0.00,0.000,0.0122,0.2589
0.20,8.621,4.12,0.00,0.00,0.000,0.0116,0.2588
0.20,8.644,6.30,0.00,0.00,0.000,0.0108,0.2591
0.20,8.661,11.18,0.00,0.00,0.000,0.0102,0.2602
0.20,8.680,19.36,0.00,0.00,0.000,0.0096,0.2640
0.20,8.701,12.03,0.00,0.00,0.000,0.0098,0.2702
0.20,8.720,5.47,0.00,0.00,0.000,0.0108,0.2729
0.20,8.740,9.99,0.00,0.00,0.000,0.0099,0.2724
0.20,8.761,16.75,0.00,0.00,0.000,0.0069,0.2702
0.20,8.782,5.83,0.00,0.00,0.000,0.0058,0.2667
0.20,8.801,4.44,0.00,0.00,0.000,0.0060,0.2630
0.20,8.821,2.37,0.00,0.00,0.000,0.0062,0.2604
0.20,8.841,1.70,0.00,0.00,0.000,0.0061,0.2586
0.20,8.861,2.43,0.00,0.00,0.000,0.0056,0.2576
0.20,8.881,2.61,0.00,0.00,0.000,0.0047,0.2572
0.20,8.904,2.45,0.00,0.00,0.000,0.0045,0.2572
0.20,8.921,2.19,0.00,0.00,0.000,0.0047,0.2573
0.20,8.942,4.20,0.00,0.00,0.000,0.0048,0.2591
0.20,8.961,20.27,0.00,0.00,0.000,0.0037,0.2636
0.20,8.981,14.43,0.00,0.00,0.000,0.0039,0.2668
0.20,9.001,5.28,0.00,0.00,0.000,0.0065,0.2715
0.20,9.026,3.78,0.00,0.00,0.000,0.0070,0.2720
0.20,9.041,3.34,0.00,0.00,0.000,0.0068,0.2718
0.20,9.060,13.39,0.00,0.00,0.000,0.0072,0.2696
0.20,9.081,4.31,0.00,0.00,0.000,0.0080,0.2661
0.20,9.100,3.05,0.00,0.00,0.000,0.0080,0.2642
0.20,9.121,3.97,0.00,0.00,0.000,0.0096,0.2620
0.20,9.143,4.32,0.00,0.00,0.000,0.0110,0.2612
0.20,9.161,4.40,0.00,0.00,0.000,0.0125,0.2605
0.20,9.181,4.10,0.00,0.00,0.000,0.0130,0.2600
0.20,9.201,3.84,0.00,0.00,0.000,0.0126,0.2596
0.20,9.221,3.60,0.00,0.00,0.000,0.0111,0.2594
0.20,9.241,4.96,0.00,0.00,0.000,0.0100,0.2602
0.20,9.261,13.51,0.00,0.00,0.000,0.0093,0.2623
0.20,9.281,14.88,0.00,0.00,0.000,0.0086,0.2664
0.20,9.301,18.40,0.00,0.00,0.000,0.0094,0.2725
0.20,9.321,6.76,0.00,0.00,0.000,0.0106,0.2737
0.20,9.341,7.80,0.00,0.00,0.000,0.0089,0.2732
0.20,9.363,8.65,0.00,0.00,0.000,0.0060,0.2701
0.20,9.385,9.00,0.00,0.00,0.000,0.0052,0.2677
0.20,9.403,5.58,0.00,0.00,0.000,0.0048,0.2640
0.20,9.421,2.21,0.00,0.00,0.000,0.0049,0.2614
0.20,9.441,1.73,0.00,0.00,0.000,0.0051,0.2601
0.20,9.461,1.93,0.00,0.00,0.000,0.0047,0.2590
0.20,9.482,2.20,0.00,0.00,0.000,0.0036,0.2586
0.20,9.501,2.04,0.00,0.00,0.000,0.0027,0.2585
0.20,9.521,1.84,0.00,0.00,0.000,0.0029,0.2593
0.20,9.541,2.83,0.00,0.00,0.000,0.0026,0.2610
0.20,9.561,9.02,0.00,0.00,0.000,0.0022,0.2630
0.20,9.582,11.95,0.00,0.00,0.000,0.0025,0.2669
0.20,9.602,5.73,0.00,0.00,0.000,0.0064,0.2725
0.20,9.621,7.11,0.00,0.00,0.000,0.0073,0.2728
0.20,9.641,9.91,0.00,0.00,0.000,0.0074,0.2714
0.20,9.661,19.92,0.00,0.00,0.000,0.0073,0.2684
0.20,9.686,3.16,0.00,0.00,0.000,0.0071,0.2646
0.20,9.701,4.39,0.00,0.00,0.000,0.0075,0.2633
0.20,9.721,2.89,0.00,0.00,0.000,0.0089,0.2613
0.20,9.741,4.15,0.00,0.00,0.000,0.0105,0.2605
0.20,9.761,4.07,0.00,0.00,0.000,0.0118,0.2598
0.20,9.781,4.26,0.00,0.00,0.000,0.0124,0.2595
0.20,9.801,4.08,0.00,0.00,0.000,0.0127,0.2590
0.20,9.821,3.89,0.00,0.00,0.000,0.0121,0.2589
0.20,9.841,5.17,0.00,0.00,0.000,0.0111,0.2597
0.20,9.861,8.71,0.00,0.00,0.000,0.0101,0.2625
0.20,9.881,14.19,0.00,0.00,0.000,0.0096,0.2658
0.20,9.901,15.88,0.00,0.00,0.000,0.0097,0.2708
0.20,9.921,6.91,0.00,0.00,0.000,0.0105,0.2735
0.20,9.941,12.06,0.00,0.00,0.000,0.0097,0.2728
0.20,9.961,10.15,0.00,0.00,0.000,0.0065,0.2690
0.20,9.981,7.92,0.00,0.00,0.000,0.0059,0.2654
0.20,10.001,5.39,0.00,0.00,0.000,0.0062,0.2630
0.20,10.021,2.22,0.00,0.00,0.000,0.0064,0.2605
0.20,10.041,2.18,0.00,0.00,0.000,0.0060,0.2588
0.20,10.061,2.40,0.00,0.00,0.000,0.0053,0.2580
0.20,10.082,2.65,0.00,0.00,0.000,0.0041,0.2574
0.20,10.101,2.09,0.00,0.00,0.000,0.0042,0.2576
0.20,10.121,2.15,0.00,0.00,0.000,0.0043,0.2583
0.20,10.141,3.10,0.00,0.00,0.000,0.0038,0.2602
0.20,10.163,4.20,0.00,0.00,0.000,0.0035,0.2614
0.20,10.181,9.77,0.00,0.00,0.000,0.0027,0.2667
0.20,10.201,10.56,0.00,0.00,0.000,0.0044,0.2710
0.20,10.221,2.79,0.00,0.00,0.000,0.0059,0.2723
0.20,10.241,4.41,0.00,0.00,0.000,0.0055,0.2719
0.20,10.261,15.39,0.00,0.00,0.000,0.0055,0.2698
0.20,10.281,10.18,0.00,0.00,0.000,0.0060,0.2657
0.20,10.301,3.97,0.00,0.00,0.000,0.0063,0.2636
0.20,10.321,3.25,0.00,0.00,0.000,0.0077,0.2618
0.20,10.341,4.08,0.00,0.00,0.000,0.0090,0.2612
0.20,10.365,3.84,0.00,0.00,0.000,0.0103,0.2604
0.20,10.382,3.84,0.00,0.00,0.000,0.0109,0.2598
0.20,10.401,3.57,0.00,0.00,0.000,0.0107,0.2594
0.20,10.421,3.38,0.00,0.00,0.000,0.0099,0.2592
0.20,10.442,3.54,0.00,0.00,0.000,0.0093,0.2592
0.20,10.461,9.17,0.00,0.00,0.000,0.0081,0.2621
0.20,10.481,7.90,0.00,0.00,0.000,0.0077,0.2671
0.20,10.501,11.64,0.00,0.00,0.000,0.0093,0.2720
0.20,10.521,6.71,0.00,0.00,0.000,0.0103,0.2732
0.20,10.541,3.06,0.00,0.00,0.000,0.0090,0.2731
0.20,10.561,16.63,0.00,0.00,0.000,0.0060,0.2710
0.20,10.581,6.47,0.00,0.00,0.000,0.0038,0.2675
0.20,10.601,7.17,0.00,0.00,0.000,0.0026,0.2643
0.20,10.623,2.60,0.00,0.00,0.000,0.0028,0.2613
0.20,10.641,2.02,0.00,0.00,0.000,0.0028,0.2603
0.20,10.661,1.90,0.00,0.00,0.000,0.0023,0.2588
0.20,10.681,2.16,0.00,0.00,0.000,0.0022,0.2584
0.20,10.701,1.94,0.00,0.00,0.000,0.0036,0.2583
0.20,10.726,2.63,0.00,0.00,0.000,0.0043,0.2587
0.20,10.741,2.49,0.00,0.00,0.000,0.0038,0.2599
0.20,10.761,14.77,0.00,0.00,0.000,0.0030,0.2620
0.20,10.780,5.63,0.00,0.00,0.000,0.0008,0.2682
0.20,10.801,13.19,0.00,0.00,0.000,0.0037,0.2714
0.20,10.821,4.28,0.00,0.00,0.000,0.0062,0.2732
0.20,10.840,10.09,0.00,0.00,0.000,0.0070,0.2727
0.20,10.861,10.49,0.00,0.00,0.000,0.0064,0.2692
0.20,10.881,4.81,0.00,0.00,0.000,0.0054,0.2658
0.20,10.905,2.74,0.00,0.00,0.000,0.0059,0.2638
0.20,10.924,2.64,0.00,0.00,0.000,0.0068,0.2628
0.20,10.941,3.80,0.00,0.00,0.000,0.0088,0.2615
0.20,10.961,4.21,0.00,0.00,0.000,0.0102,0.2606
0.20,10.981,4.37,0.00,0.00,0.000,0.0109,0.2601
0.20,11.001,4.40,0.00,0.00,0.000,0.0111,0.2596
0.20,11.021,4.01,0.00,0.00,0.000,0.0107,0.2594
0.20,11.041,5.13,0.00,0.00,0.000,0.0100,0.2602
0.20,11.062,8.67,0.00,0.00,0.000,0.0092,0.2630
0.20,11.081,13.84,0.00,0.00,0.000,0.0087,0.2663
0.20,11.101,13.33,0.00,0.00,0.000,0.0088,0.2700
0.20,11.121,5.88,0.00,0.00,0.000,0.0100,0.2739
0.20,11.141,12.72,0.00,0.00,0.000,0.0086,0.2724
