v_cmd,t,P_mecanica_W,P_electrica_W,voltaje_V,corriente_A,inclinacion_rad,altura_m
0.20,11.161,20.10,0.00,0.00,0.000,0.0069,0.2704
0.20,11.181,9.52,0.00,0.00,0.000,0.0062,0.2647
0.20,11.205,6.30,0.00,0.00,0.000,0.0065,0.2635
0.20,11.221,3.73,0.00,0.00,0.000,0.0065,0.2606
0.20,11.240,2.85,0.00,0.00,0.000,0.0063,0.2590
0.20,11.261,2.63,0.00,0.00,0.000,0.0054,0.2578
0.20,11.281,2.77,0.00,0.00,0.000,0.0045,0.2574
0.20,11.300,2.35,0.00,0.00,0.000,0.0048,0.2575
0.20,11.321,2.55,0.00,0.00,0.000,0.0048,0.2580
0.20,11.341,3.48,0.00,0.00,0.000,0.0043,0.2602
0.20,11.361,8.86,0.00,0.00,0.000,0.0037,0.2622
0.20,11.381,10.26,0.00,0.00,0.000,0.0029,0.2650
0.20,11.401,8.99,0.00,0.00,0.000,0.0032,0.2702
0.20,11.421,7.93,0.00,0.00,0.000,0.0052,0.2722
0.20,11.441,10.76,0.00,0.00,0.000,0.0058,0.2710
0.20,11.463,17.81,0.00,0.00,0.000,0.0059,0.2691
0.20,11.481,10.69,0.00,0.00,0.000,0.0062,0.2649
0.20,11.501,3.47,0.00,0.00,0.000,0.0067,0.2630
0.20,11.521,3.93,0.00,0.00,0.000,0.0085,0.2612
0.20,11.541,4.73,0.00,0.00,0.000,0.0104,0.2604
0.20,11.561,4.46,0.00,0.00,0.000,0.0111,0.2600
0.20,11.580,4.64,0.00,0.00,0.000,0.0120,0.2594
0.20,11.602,4.46,0.00,0.00,0.000,0.0121,0.2589
0.20,11.620,4.45,0.00,0.00,0.000,0.0118,0.2589
0.20,11.640,6.27,0.00,0.00,0.000,0.0113,0.2592
0.20,11.661,8.82,0.00,0.00,0.000,0.0102,0.2626
0.20,11.683,14.43,0.00,0.00,0.000,0.0097,0.2659
0.20,11.701,13.54,0.00,0.00,0.000,0.0096,0.2709
0.20,11.722,9.80,0.00,0.00,0.000,0.0100,0.2734
0.20,11.740,8.89,0.00,0.00,0.000,0.0095,0.2729
0.20,11.760,16.77,0.00,0.00,0.000,0.0069,0.2710
0.20,11.793,8.97,0.00,0.00,0.000,0.0061,0.2687
0.20,11.801,5.70,0.00,0.00,0.000,0.0064,0.2654
0.20,11.821,3.73,0.00,0.00,0.000,0.0069,0.2626
0.20,11.840,1.38,0.00,0.00,0.000,0.0069,0.2603
0.20,11.862,2.09,0.00,0.00,0.000,0.0062,0.2589
0.20,11.882,2.36,0.00,0.00,0.000,0.0052,0.2583
0.20,11.901,2.17,0.00,0.00,0.000,0.0046,0.2581
0.20,11.921,2.54,0.00,0.00,0.000,0.0049,0.2584
0.20,11.941,3.18,0.00,0.00,0.000,0.0045,0.2601
0.20,11.961,8.81,0.00,0.00,0.000,0.0038,0.2626
0.20,11.981,14.16,0.00,0.00,0.000,0.0030,0.2664
0.30,3.001,5.74,0.00,0.00,0.000,0.0037,0.2735
0.30,3.029,6.71,0.00,0.00,0.000,0.0038,0.2743
0.30,3.041,5.51,0.00,0.00,0.000,0.0035,0.2740
0.30,3.061,21.14,0.00,0.00,0.000,0.0043,0.2719
0.30,3.083,7.15,0.00,0.00,0.000,0.0075,0.2676
0.30,3.103,5.63,0.00,0.00,0.000,0.0095,0.2646
0.30,3.120,5.03,0.00,0.00,0.000,0.0101,0.2624
0.30,3.140,4.70,0.00,0.00,0.000,0.0095,0.2613
0.30,3.166,5.17,0.00,0.00,0.000,0.0088,0.2602
0.30,3.181,5.31,0.00,0.00,0.000,0.0090,0.2594
0.30,3.201,5.36,0.00,0.00,0.000,0.0097,0.2589
0.30,3.220,4.87,0.00,0.00,0.000,0.0100,0.2588
0.30,3.240,8.36,0.00,0.00,0.000,0.0096,0.2593
0.30,3.261,15.46,0.00,0.00,0.000,0.0083,0.2619
0.30,3.280,9.40,0.00,0.00,0.000,0.0068,0.2671
0.30,3.300,19.10,0.00,0.00,0.000,0.0061,0.2720
0.30,3.321,9.03,0.00,0.00,0.000,0.0065,0.2756
0.30,3.340,17.97,0.00,0.00,0.000,0.0053,0.2742
0.30,3.360,20.78,0.00,0.00,0.000,0.0028,0.2707
0.30,3.380,8.88,0.00,0.00,0.000,0.0038,0.2662
0.30,3.403,6.83,0.00,0.00,0.000,0.0047,0.2643
0.30,3.421,3.08,0.00,0.00,0.000,0.0057,0.2608
0.30,3.441,3.31,0.00,0.00,0.000,0.0060,0.2581
0.30,3.461,3.97,0.00,0.00,0.000,0.0067,0.2569
0.30,3.481,4.07,0.00,0.00,0.000,0.0075,0.2566
0.30,3.501,4.19,0.00,0.00,0.000,0.0084,0.2565
0.30,3.521,5.36,0.00,0.00,0.000,0.0089,0.2572
0.30,3.541,4.96,0.00,0.00,0.000,0.0086,0.2596
0.30,3.564,12.02,0.00,0.00,0.000,0.0080,0.2618
0.30,3.581,18.44,0.00,0.00,0.000,0.0061,0.2670
0.30,3.601,16.90,0.00,0.00,0.000,0.0039,0.2730
0.30,3.621,6.48,0.00,0.00,0.000,0.0021,0.2741
0.30,3.641,14.29,0.00,0.00,0.000,0.0019,0.2733
0.30,3.661,21.38,0.00,0.00,0.000,0.0035,0.2710
0.30,3.681,7.60,0.00,0.00,0.000,0.0063,0.2667
0.30,3.701,6.42,0.00,0.00,0.000,0.0083,0.2640
0.30,3.723,4.92,0.00,0.00,0.000,0.0088,0.2617
0.30,3.741,6.13,0.00,0.00,0.000,0.0082,0.2605
0.30,3.761,5.72,0.00,0.00,0.000,0.0078,0.2597
0.30,3.781,6.09,0.00,0.00,0.000,0.0078,0.2590
0.30,3.801,6.44,0.00,0.00,0.000,0.0087,0.2585
0.30,3.821,6.50,0.00,0.00,0.000,0.0095,0.2586
0.30,3.841,7.79,0.00,0.00,0.000,0.0091,0.2597
0.30,3.861,11.65,0.00,0.00,0.000,0.0081,0.2629
0.30,3.881,9.98,0.00,0.00,0.000,0.0069,0.2679
0.30,3.901,14.78,0.00,0.00,0.000,0.0065,0.2718
0.30,3.921,8.95,0.00,0.00,0.000,0.0065,0.2756
0.30,3.941,12.64,0.00,0.00,0.000,0.0062,0.2751
0.30,3.961,28.43,0.00,0.00,0.000,0.0045,0.2723
0.30,3.981,7.66,0.00,0.00,0.000,0.0052,0.2671
0.30,4.001,6.64,0.00,0.00,0.000,0.0060,0.2642
0.30,4.021,3.07,0.00,0.00,0.000,0.0064,0.2608
0.30,4.041,3.47,0.00,0.00,0.000,0.0064,0.2587
0.30,4.066,3.44,0.00,0.00,0.000,0.0064,0.2576
0.30,4.080,3.88,0.00,0.00,0.000,0.0065,0.2571
0.30,4.100,4.07,0.00,0.00,0.000,0.0067,0.2571
0.30,4.120,5.15,0.00,0.00,0.000,0.0070,0.2577
0.30,4.140,4.73,0.00,0.00,0.000,0.0066,0.2601
0.30,4.161,8.63,0.00,0.00,0.000,0.0055,0.2633
0.30,4.180,18.78,0.00,0.00,0.000,0.0044,0.2666
0.30,4.200,12.77,0.00,0.00,0.000,0.0038,0.2728
0.30,4.220,4.34,0.00,0.00,0.000,0.0043,0.2747
0.30,4.242,12.10,0.00,0.00,0.000,0.0050,0.2725
0.30,4.261,15.09,0.00,0.00,0.000,0.0066,0.2699
0.30,4.280,7.48,0.00,0.00,0.000,0.0079,0.2670
0.30,4.301,3.66,0.00,0.00,0.000,0.0090,0.2640
0.30,4.325,4.45,0.00,0.00,0.000,0.0096,0.2619
0.30,4.340,5.02,0.00,0.00,0.000,0.0095,0.2608
0.30,4.360,5.93,0.00,0.00,0.000,0.0098,0.2597
0.30,4.380,5.93,0.00,0.00,0.000,0.0103,0.2591
0.30,4.401,5.92,0.00,0.00,0.000,0.0110,0.2584
0.30,4.420,5.74,0.00,0.00,0.000,0.0111,0.2583
0.30,4.440,7.33,0.00,0.00,0.000,0.0104,0.2595
0.30,4.460,16.81,0.00,0.00,0.000,0.0091,0.2617
0.30,4.480,13.92,0.00,0.00,0.000,0.0079,0.2674
0.30,4.503,16.79,0.00,0.00,0.000,0.0073,0.2712
0.30,4.521,9.76,0.00,0.00,0.000,0.0071,0.2750
0.30,4.541,10.68,0.00,0.00,0.000,0.0067,0.2747
0.30,4.561,12.81,0.00,0.00,0.000,0.0048,0.2713
0.30,4.586,9.65,0.00,0.00,0.000,0.0051,0.2670
0.30,4.601,3.64,0.00,0.00,0.000,0.0055,0.2640
0.30,4.621,3.32,0.00,0.00,0.000,0.0056,0.2609
0.30,4.641,3.55,0.00,0.00,0.000,0.0055,0.2587
0.30,4.661,3.71,0.00,0.00,0.000,0.0055,0.2574
0.30,4.681,3.51,0.00,0.00,0.000,0.0057,0.2571
0.30,4.701,3.90,0.00,0.00,0.000,0.0063,0.2570
0.30,4.721,4.73,0.00,0.00,0.000,0.0067,0.2576
0.30,4.741,7.17,0.00,0.00,0.000,0.0063,0.2593
0.30,4.761,9.89,0.00,0.00,0.000,0.0052,0.2625
0.30,4.781,7.30,0.00,0.00,0.000,0.0038,0.2678
0.30,4.801,8.02,0.00,0.00,0.000,0.0038,0.2718
0.30,4.821,7.17,0.00,0.00,0.000,0.0049,0.2747
0.30,4.841,16.32,0.00,0.00,0.000,0.0046,0.2737
0.30,4.861,28.31,0.00,0.00,0.000,0.0061,0.2701
0.30,4.881,6.07,0.00,0.00,0.000,0.0083,0.2659
0.30,4.901,4.18,0.00,0.00,0.000,0.0094,0.2632
0.30,4.921,5.02,0.00,0.00,0.000,0.0100,0.2614
0.30,4.941,5.11,0.00,0.00,0.000,0.0099,0.2604
0.30,4.961,5.94,0.00,0.00,0.000,0.0097,0.2595
0.30,4.981,6.09,0.00,0.00,0.000,0.0098,0.2587
0.30,5.001,6.41,0.00,0.00,0.000,0.0103,0.2582
0.30,5.021,6.16,0.00,0.00,0.000,0.0103,0.2583
0.30,5.041,8.15,0.00,0.00,0.000,0.0094,0.2594
0.30,5.063,15.22,0.00,0.00,0.000,0.0084,0.2614
0.30,5.082,18.24,0.00,0.00,0.000,0.0069,0.2660
0.30,5.100,16.95,0.00,0.00,0.000,0.0062,0.2706
0.30,5.120,9.70,0.00,0.00,0.000,0.0068,0.2752
0.30,5.141,11.29,0.00,0.00,0.000,0.0067,0.2748
0.30,5.160,18.65,0.00,0.00,0.000,0.0056,0.2714
0.30,5.180,10.18,0.00,0.00,0.000,0.0063,0.2669
0.30,5.201,4.31,0.00,0.00,0.000,0.0069,0.2629
0.30,5.220,2.89,0.00,0.00,0.000,0.0071,0.2605
0.30,5.240,3.53,0.00,0.00,0.000,0.0071,0.2584
0.30,5.263,3.72,0.00,0.00,0.000,0.0069,0.2571
0.30,5.280,3.95,0.00,0.00,0.000,0.0068,0.2567
0.30,5.300,4.26,0.00,0.00,0.000,0.0069,0.2569
0.30,5.320,4.76,0.00,0.00,0.000,0.0069,0.2579
0.30,5.340,5.16,0.00,0.00,0.000,0.0062,0.2599
0.30,5.367,7.55,0.00,0.00,0.000,0.0051,0.2632
0.30,5.380,16.59,0.00,0.00,0.000,0.0044,0.2656
0.30,5.400,6.79,0.00,0.00,0.000,0.0042,0.2714
0.30,5.420,7.43,0.00,0.00,0.000,0.0059,0.2745
0.30,5.447,18.90,0.00,0.00,0.000,0.0061,0.2729
0.30,5.460,19.61,0.00,0.00,0.000,0.0069,0.2707
0.30,5.480,9.39,0.00,0.00,0.000,0.0090,0.2666
0.30,5.500,6.15,0.00,0.00,0.000,0.0111,0.2642
0.30,5.521,5.03,0.00,0.00,0.000,0.0130,0.2616
0.30,5.541,5.87,0.00,0.00,0.000,0.0131,0.2602
0.30,5.560,5.52,0.00,0.00,0.000,0.0122,0.2589
0.30,5.581,6.57,0.00,0.00,0.000,0.0116,0.2582
0.30,5.601,6.52,0.00,0.00,0.000,0.0118,0.2577
0.30,5.621,6.75,0.00,0.00,0.000,0.0122,0.2577
0.30,5.641,8.11,0.00,0.00,0.000,0.0119,0.2588
0.30,5.661,12.85,0.00,0.00,0.000,0.0108,0.2620
0.30,5.686,10.38,0.00,0.00,0.000,0.0096,0.2670
0.30,5.701,15.75,0.00,0.00,0.000,0.0091,0.2709
0.30,5.721,9.13,0.00,0.00,0.000,0.0088,0.2745
0.30,5.744,12.54,0.00,0.00,0.000,0.0079,0.2738
0.30,5.761,25.91,0.00,0.00,0.000,0.0066,0.2722
0.30,5.781,8.16,0.00,0.00,0.000,0.0070,0.2682
0.30,5.801,10.23,0.00,0.00,0.000,0.0082,0.2641
0.30,5.821,4.08,0.00,0.00,0.000,0.0084,0.2603
0.30,5.841,3.71,0.00,0.00,0.000,0.0082,0.2581
0.30,5.861,4.24,0.00,0.00,0.000,0.0079,0.2567
0.30,5.880,4.71,0.00,0.00,0.000,0.0075,0.2562
0.30,5.903,4.89,0.00,0.00,0.000,0.0075,0.2564
0.30,5.920,5.22,0.00,0.00,0.000,0.0078,0.2569
0.30,5.940,8.32,0.00,0.00,0.000,0.0079,0.2579
0.30,5.961,12.04,0.00,0.00,0.000,0.0066,0.2630
0.30,5.981,15.54,0.00,0.00,0.000,0.0047,0.2675
0.30,6.000,9.10,0.00,0.00,0.000,0.0041,0.2729
0.30,6.021,4.46,0.00,0.00,0.000,0.0041,0.2742
0.30,6.040,12.74,0.00,0.00,0.000,0.0039,0.2735
0.30,6.060,14.22,0.00,0.00,0.000,0.0055,0.2705
0.30,6.081,11.70,0.00,0.00,0.000,0.0070,0.2677
0.30,6.100,6.09,0.00,0.00,0.000,0.0092,0.2640
0.30,6.120,5.43,0.00,0.00,0.000,0.0103,0.2621
0.30,6.141,5.27,0.00,0.00,0.000,0.0102,0.2605
0.30,6.161,5.57,0.00,0.00,0.000,0.0097,0.2598
0.30,6.181,5.58,0.00,0.00,0.000,0.0095,0.2590
0.30,6.202,5.85,0.00,0.00,0.000,0.0099,0.2584
0.30,6.221,6.11,0.00,0.00,0.000,0.0106,0.2583
0.30,6.241,10.13,0.00,0.00,0.000,0.0104,0.2588
0.30,6.261,15.65,0.00,0.00,0.000,0.0092,0.2615
0.30,6.286,10.93,0.00,0.00,0.000,0.0077,0.2667
0.30,6.301,19.23,0.00,0.00,0.000,0.0067,0.2716
0.30,6.321,7.84,0.00,0.00,0.000,0.0066,0.2752
0.30,6.341,14.66,0.00,0.00,0.000,0.0061,0.2748
0.30,6.361,28.24,0.00,0.00,0.000,0.0035,0.2725
0.30,6.381,15.56,0.00,0.00,0.000,0.0040,0.2698
0.30,6.402,13.40,0.00,0.00,0.000,0.0067,0.2655
0.30,6.421,3.72,0.00,0.00,0.000,0.0077,0.2612
0.30,6.441,2.56,0.00,0.00,0.000,0.0076,0.2587
0.30,6.461,3.47,0.00,0.00,0.000,0.0076,0.2578
0.30,6.484,4.38,0.00,0.00,0.000,0.0082,0.2567
0.30,6.500,4.54,0.00,0.00,0.000,0.0091,0.2566
0.30,6.521,4.80,0.00,0.00,0.000,0.0102,0.2576
0.30,6.540,7.48,0.00,0.00,0.000,0.0103,0.2589
0.30,6.560,13.11,0.00,0.00,0.000,0.0098,0.2618
0.30,6.581,19.78,0.00,0.00,0.000,0.0079,0.2663
0.30,6.600,16.69,0.00,0.00,0.000,0.0057,0.2712
0.30,6.625,5.09,0.00,0.00,0.000,0.0029,0.2741
0.30,6.641,12.35,0.00,0.00,0.000,0.0014,0.2733
0.30,6.661,11.44,0.00,0.00,0.000,0.0025,0.2701
0.30,6.681,7.42,0.00,0.00,0.000,0.0044,0.2673
0.30,6.708,3.89,0.00,0.00,0.000,0.0058,0.2649
0.30,6.721,5.48,0.00,0.00,0.000,0.0075,0.2625
0.30,6.741,5.11,0.00,0.00,0.000,0.0078,0.2608
0.30,6.761,5.89,0.00,0.00,0.000,0.0073,0.2598
0.30,6.781,6.03,0.00,0.00,0.000,0.0070,0.2589
0.30,6.801,6.28,0.00,0.00,0.000,0.0075,0.2584
0.30,6.821,5.99,0.00,0.00,0.000,0.0080,0.2585
0.30,6.841,8.11,0.00,0.00,0.000,0.0076,0.2595
0.30,6.864,14.80,0.00,0.00,0.000,0.0068,0.2616
0.30,6.881,10.46,0.00,0.00,0.000,0.0055,0.2662
0.30,6.901,10.30,0.00,0.00,0.000,0.0049,0.2722
0.30,6.921,5.96,0.00,0.00,0.000,0.0058,0.2755
0.30,6.941,7.93,0.00,0.00,0.000,0.0058,0.2753
0.30,6.961,32.11,0.00,0.00,0.000,0.0037,0.2730
0.30,6.980,14.47,0.00,0.00,0.000,0.0042,0.2672
0.30,7.001,10.72,0.00,0.00,0.000,0.0057,0.2640
0.30,7.021,2.90,0.00,0.00,0.000,0.0060,0.2605
0.30,7.041,3.02,0.00,0.00,0.000,0.0061,0.2585
0.30,7.061,3.81,0.00,0.00,0.000,0.0063,0.2573
0.30,7.081,4.07,0.00,0.00,0.000,0.0064,0.2568
0.30,7.101,4.38,0.00,0.00,0.000,0.0067,0.2568
0.30,7.121,5.31,0.00,0.00,0.000,0.0071,0.2576
0.30,7.141,7.11,0.00,0.00,0.000,0.0066,0.2593
0.30,7.161,9.55,0.00,0.00,0.000,0.0055,0.2626
0.30,7.181,19.29,0.00,0.00,0.000,0.0047,0.2647
0.30,7.201,25.64,0.00,0.00,0.000,0.0036,0.2733
0.30,7.221,5.59,0.00,0.00,0.000,0.0049,0.2745
0.30,7.241,11.62,0.00,0.00,0.000,0.0054,0.2737
0.30,7.263,22.67,0.00,0.00,0.000,0.0058,0.2708
0.30,7.281,13.45,0.00,0.00,0.000,0.0071,0.2671
0.30,7.301,7.04,0.00,0.00,0.000,0.0091,0.2644
0.30,7.321,4.58,0.00,0.00,0.000,0.0108,0.2619
0.30,7.343,5.59,0.00,0.00,0.000,0.0113,0.2609
0.30,7.361,4.95,0.00,0.00,0.000,0.0112,0.2598
0.30,7.381,6.01,0.00,0.00,0.000,0.0110,0.2591
0.30,7.401,5.63,0.00,0.00,0.000,0.0109,0.2584
0.30,7.421,5.56,0.00,0.00,0.000,0.0111,0.2583
0.30,7.441,7.67,0.00,0.00,0.000,0.0107,0.2593
0.30,7.461,8.08,0.00,0.00,0.000,0.0098,0.2624
0.30,7.484,18.00,0.00,0.00,0.000,0.0084,0.2675
0.30,7.501,11.57,0.00,0.00,0.000,0.0081,0.2713
0.30,7.520,10.96,0.00,0.00,0.000,0.0079,0.2751
0.30,7.543,20.34,0.00,0.00,0.000,0.0057,0.2730
0.30,7.561,19.04,0.00,0.00,0.000,0.0032,0.2709
0.30,7.584,9.09,0.00,0.00,0.000,0.0045,0.2663
0.30,7.601,8.65,0.00,0.00,0.000,0.0067,0.2634
0.30,7.621,4.35,0.00,0.00,0.000,0.0078,0.2604
0.30,7.642,4.01,0.00,0.00,0.000,0.0083,0.2581
0.30,7.661,4.29,0.00,0.00,0.000,0.0086,0.2568
0.30,7.680,4.52,0.00,0.00,0.000,0.0091,0.2562
0.30,7.701,4.84,0.00,0.00,0.000,0.0097,0.2564
0.30,7.721,6.19,0.00,0.00,0.000,0.0102,0.2570
0.30,7.745,5.92,0.00,0.00,0.000,0.0102,0.2598
0.30,7.761,8.27,0.00,0.00,0.000,0.0099,0.2614
0.30,7.781,20.82,0.00,0.00,0.000,0.0086,0.2660
0.30,7.802,9.16,0.00,0.00,0.000,0.0067,0.2707
0.30,7.822,6.76,0.00,0.00,0.000,0.0049,0.2740
0.30,7.841,12.01,0.00,0.00,0.000,0.0033,0.2733
0.30,7.861,21.86,0.00,0.00,0.000,0.0035,0.2710
0.30,7.885,38.69,0.00,0.00,0.000,0.0061,0.2653
0.30,7.901,7.16,0.00,0.00,0.000,0.0086,0.2629
0.30,7.921,7.37,0.00,0.00,0.000,0.0085,0.2605
0.30,7.941,5.63,0.00,0.00,0.000,0.0077,0.2599
0.30,7.962,5.00,0.00,0.00,0.000,0.0068,0.2593
0.30,7.981,6.01,0.00,0.00,0.000,0.0061,0.2585
0.30,8.001,6.07,0.00,0.00,0.000,0.0066,0.2582
0.30,8.022,6.33,0.00,0.00,0.000,0.0076,0.2582
0.30,8.041,6.10,0.00,0.00,0.000,0.0078,0.2585
0.30,8.061,10.78,0.00,0.00,0.000,0.0068,0.2622
0.30,8.081,14.83,0.00,0.00,0.000,0.0057,0.2658
0.30,8.108,7.59,0.00,0.00,0.000,0.0045,0.2728
0.30,8.121,8.68,0.00,0.00,0.000,0.0047,0.2749
0.30,8.141,11.90,0.00,0.00,0.000,0.0046,0.2746
0.30,8.161,28.25,0.00,0.00,0.000,0.0030,0.2725
0.30,8.181,8.17,0.00,0.00,0.000,0.0049,0.2671
0.30,8.202,7.16,0.00,0.00,0.000,0.0067,0.2632
0.30,8.221,2.86,0.00,0.00,0.000,0.0070,0.2606
0.30,8.241,3.10,0.00,0.00,0.000,0.0070,0.2583
0.30,8.262,3.53,0.00,0.00,0.000,0.0070,0.2572
0.30,8.281,3.91,0.00,0.00,0.000,0.0073,0.2565
0.30,8.300,4.22,0.00,0.00,0.000,0.0078,0.2567
0.30,8.320,4.77,0.00,0.00,0.000,0.0083,0.2576
0.30,8.340,5.37,0.00,0.00,0.000,0.0080,0.2587
0.30,8.360,13.63,0.00,0.00,0.000,0.0071,0.2616
0.30,8.384,19.36,0.00,0.00,0.000,0.0045,0.2688
0.30,8.402,13.85,0.00,0.00,0.000,0.0035,0.2720
0.30,8.421,6.98,0.00,0.00,0.000,0.0042,0.2745
0.30,8.441,20.77,0.00,0.00,0.000,0.0051,0.2727
0.30,8.468,28.79,0.00,0.00,0.000,0.0056,0.2694
0.30,8.481,11.95,0.00,0.00,0.000,0.0062,0.2660
0.30,8.501,6.20,0.00,0.00,0.000,0.0080,0.2634
0.30,8.523,5.12,0.00,0.00,0.000,0.0101,0.2611
0.30,8.541,6.13,0.00,0.00,0.000,0.0109,0.2601
0.30,8.561,6.31,0.00,0.00,0.000,0.0110,0.2590
0.30,8.581,6.66,0.00,0.00,0.000,0.0107,0.2582
0.30,8.606,6.62,0.00,0.00,0.000,0.0106,0.2578
0.30,8.621,6.76,0.00,0.00,0.000,0.0109,0.2577
0.30,8.641,13.16,0.00,0.00,0.000,0.0107,0.2588
0.30,8.661,17.16,0.00,0.00,0.000,0.0099,0.2608
0.30,8.681,15.41,0.00,0.00,0.000,0.0088,0.2656
0.30,8.700,19.76,0.00,0.00,0.000,0.0081,0.2701
0.30,8.720,10.15,0.00,0.00,0.000,0.0081,0.2750
0.30,8.741,11.74,0.00,0.00,0.000,0.0077,0.2746
0.30,8.767,18.63,0.00,0.00,0.000,0.0059,0.2712
0.30,8.781,12.25,0.00,0.00,0.000,0.0066,0.2670
0.30,8.801,6.96,0.00,0.00,0.000,0.0076,0.2633
0.30,8.821,3.96,0.00,0.00,0.000,0.0077,0.2607
0.30,8.844,3.88,0.00,0.00,0.000,0.0078,0.2585
0.30,8.861,4.22,0.00,0.00,0.000,0.0080,0.2571
0.30,8.881,4.02,0.00,0.00,0.000,0.0080,0.2567
0.30,8.901,4.53,0.00,0.00,0.000,0.0082,0.2567
0.30,8.922,4.59,0.00,0.00,0.000,0.0085,0.2579
0.30,8.940,5.15,0.00,0.00,0.000,0.0082,0.2598
0.30,8.960,15.71,0.00,0.00,0.000,0.0073,0.2631
0.30,8.980,14.01,0.00,0.00,0.000,0.0061,0.2669
0.30,9.001,11.03,0.00,0.00,0.000,0.0046,0.2721
0.30,9.021,6.60,0.00,0.00,0.000,0.0034,0.2747
0.30,9.040,19.28,0.00,0.00,0.000,0.0034,0.2728
0.30,9.060,23.10,0.00,0.00,0.000,0.0047,0.2704
0.30,9.081,9.01,0.00,0.00,0.000,0.0065,0.2664
0.30,9.101,4.36,0.00,0.00,0.000,0.0082,0.2637
0.30,9.120,5.36,0.00,0.00,0.000,0.0097,0.2615
0.30,9.140,5.76,0.00,0.00,0.000,0.0100,0.2605
0.30,9.160,6.15,0.00,0.00,0.000,0.0099,0.2595
0.30,9.180,6.14,0.00,0.00,0.000,0.0096,0.2587
0.30,9.201,6.44,0.00,0.00,0.000,0.0098,0.2583
0.30,9.220,6.19,0.00,0.00,0.000,0.0102,0.2583
0.30,9.240,9.08,0.00,0.00,0.000,0.0102,0.2587
0.30,9.260,15.35,0.00,0.00,0.000,0.0093,0.2613
0.30,9.280,19.76,0.00,0.00,0.000,0.0083,0.2653
0.30,9.301,16.61,0.00,0.00,0.000,0.0075,0.2711
0.30,9.326,4.80,0.00,0.00,0.000,0.0076,0.2750
0.30,9.341,6.45,0.00,0.00,0.000,0.0075,0.2749
0.30,9.361,25.20,0.00,0.00,0.000,0.0054,0.2724
0.30,9.381,10.38,0.00,0.00,0.000,0.0049,0.2678
0.30,9.407,4.61,0.00,0.00,0.000,0.0059,0.2638
0.30,9.421,2.98,0.00,0.00,0.000,0.0062,0.2613
0.30,9.441,2.80,0.00,0.00,0.000,0.0063,0.2589
0.30,9.461,3.39,0.00,0.00,0.000,0.0059,0.2574
0.30,9.481,3.65,0.00,0.00,0.000,0.0056,0.2568
0.30,9.501,3.95,0.00,0.00,0.000,0.0059,0.2570
0.30,9.521,4.69,0.00,0.00,0.000,0.0062,0.2574
0.30,9.541,7.38,0.00,0.00,0.000,0.0059,0.2590
0.30,9.561,8.55,0.00,0.00,0.000,0.0051,0.2611
0.30,9.581,8.68,0.00,0.00,0.000,0.0037,0.2676
0.30,9.601,8.43,0.00,0.00,0.000,0.0058,0.2728
0.30,9.621,5.22,0.00,0.00,0.000,0.0077,0.2744
0.30,9.640,13.52,0.00,0.00,0.000,0.0075,0.2736
0.30,9.661,20.01,0.00,0.00,0.000,0.0078,0.2710
0.30,9.681,15.40,0.00,0.00,0.000,0.0096,0.2662
0.30,9.701,6.04,0.00,0.00,0.000,0.0110,0.2648
0.30,9.721,8.07,0.00,0.00,0.000,0.0123,0.2620
0.30,9.741,5.94,0.00,0.00,0.000,0.0121,0.2606
0.30,9.764,5.33,0.00,0.00,0.000,0.0114,0.2594
0.30,9.781,6.01,0.00,0.00,0.000,0.0112,0.2587
0.30,9.800,6.22,0.00,0.00,0.000,0.0115,0.2583
0.30,9.821,5.75,0.00,0.00,0.000,0.0121,0.2582
0.30,9.840,8.07,0.00,0.00,0.000,0.0117,0.2592
0.30,9.860,16.67,0.00,0.00,0.000,0.0107,0.2613
0.30,9.880,12.42,0.00,0.00,0.000,0.0094,0.2671
0.30,9.901,12.01,0.00,0.00,0.000,0.0086,0.2724
0.30,9.920,6.90,0.00,0.00,0.000,0.0079,0.2755
0.30,9.940,16.51,0.00,0.00,0.000,0.0065,0.2743
0.30,9.961,19.13,0.00,0.00,0.000,0.0044,0.2709
0.30,9.987,10.37,0.00,0.00,0.000,0.0052,0.2668
0.30,10.000,3.85,0.00,0.00,0.000,0.0061,0.2637
0.30,10.021,3.41,0.00,0.00,0.000,0.0067,0.2607
0.30,10.040,3.09,0.00,0.00,0.000,0.0068,0.2590
0.30,10.063,3.67,0.00,0.00,0.000,0.0072,0.2575
0.30,10.081,3.97,0.00,0.00,0.000,0.0079,0.2570
0.30,10.101,3.95,0.00,0.00,0.000,0.0088,0.2571
0.30,10.121,4.55,0.00,0.00,0.000,0.0093,0.2580
0.30,10.141,7.22,0.00,0.00,0.000,0.0091,0.2594
0.30,10.161,10.39,0.00,0.00,0.000,0.0085,0.2626
0.30,10.181,7.58,0.00,0.00,0.000,0.0069,0.2679
0.30,10.201,6.31,0.00,0.00,0.000,0.0050,0.2732
0.30,10.220,4.51,0.00,0.00,0.000,0.0037,0.2748
0.30,10.240,13.20,0.00,0.00,0.000,0.0030,0.2734
0.30,10.261,15.73,0.00,0.00,0.000,0.0042,0.2702
0.30,10.283,6.91,0.00,0.00,0.000,0.0062,0.2659
0.30,10.300,6.14,0.00,0.00,0.000,0.0074,0.2641
0.30,10.321,4.95,0.00,0.00,0.000,0.0085,0.2619
0.30,10.341,4.80,0.00,0.00,0.000,0.0080,0.2608
